time,lyrics,size
0,,
14.5,私が私の事を愛して,
17.7,何が悪いの？嫉妬でしょうか？,
20.8,痛いだとか変わってるとか,
23.5,届きませんね。そのリプライ,
26.7,大好きなお洋服,
29.5,大好きなお化粧で,
32.5,お決まりのハーフツイン巻いて,
36.8,お出かけしよ,
38.2,日傘持って ぼっちだって,
41.3,幸せだもん !,
44.7,Chu !　可愛くてごめん,
47.2,生まれてきちゃってごめん,
50.6,Chu !　あざとくてごめん,
53.3,気になっちゃうよね？ごめん,
56.7,Chu !　可愛くてごめん,
59.4,努力しちゃっててごめん,
62.5,Chu !　尊くてごめん,
65.4,女子力高くてごめん,
68.3,ムカついちゃうよね？ざまあｗ,
71.95,,
83.6,Chu !　可愛くてごめん,
86.2,生まれてきちゃってごめん,
89.8,Chu !　あざとくてごめん,
94.6,人生楽しんでごめん,
98.0,Chu !　可愛くてごめん,
100.5,努力しちゃっててごめん,
104.0,Chu !　尊くてごめん,
106.5,女子力高くてごめん,
109.7,ムカついちゃうよね？ざまあｗ,
113.2,,
