2.6664,1,j1-2,,,
2.6664,2,1-2,r1,,
2.6664,3,1-2,l1,,
2.6664,4,1-2,r1,,
2.6664,5,1-2,l1,,
2.9997,MOT_mc_stage_color_00,start,,
3.3329999999999997,1,j2-3,,,
3.3329999999999997,2,2-3,r2,,
3.3329999999999997,3,2-3,l2,,
3.3329999999999997,4,2-3,r2,,
3.3329999999999997,5,2-3,l2,,
4.16625,1,3-4,,,
4.16625,2,3-4,r3,,
4.16625,3,3-4,l3,,
4.16625,4,3-4,r3,,
4.16625,5,3-4,l3,,
4.49955,1,4-1,,,
4.49955,2,4-1,r4,,
4.49955,3,4-1,l4,,
4.49955,4,4-1,r4,,
4.49955,5,4-1,l4,,
4.83285,1,j1-2,,,
4.83285,2,1-2,r5,,
4.83285,3,1-2,l5,,
4.83285,4,1-2,r5,,
4.83285,5,1-2,l5,,
5.6994299999999996,1,2-3,,,
5.6994299999999996,4,2-3,,,
5.6994299999999996,5,2-3,,,
5.76609,3,w2,,,
5.76609,2,w2,,,
5.89941,2,2-3,,,
5.89941,3,2-3,,,
6.39936,1,j3-4,,,
6.39936,2,j3-4,,,
6.39936,3,j3-4,,,
6.39936,4,j3-4,,,
6.39936,5,j3-4,,,
7.26594,4,j4-1,,,
7.26594,5,j4-1,,,
7.46592,3,w4,,,
7.46592,2,w4,,,
7.46592,1,w4,,,
7.56591,2,j4-1,,,
7.56591,3,j4-1,,,
7.96587,1,j4-1,,,
8.3325,5,w1,,,
8.3325,4,w1,,,
8.63247,3,w1,,,
8.63247,2,w1,,,
8.765789999999999,1,j1-2,,,
8.765789999999999,2,j1-2,,,
8.765789999999999,3,j1-2,,,
8.765789999999999,4,j1-2,,,
8.765789999999999,5,j1-2,,,
9.46572,1,2-3,,,
9.46572,2,2-3,,,
9.46572,3,2-3,,,
9.46572,4,2-3,,,
9.46572,5,2-3,,,
9.799019999999999,1,3-4,,,
9.799019999999999,2,3-4,,,
9.799019999999999,3,3-4,,,
9.799019999999999,4,3-4,,,
9.799019999999999,5,3-4,,,
10.13232,4,j4-1,,,
10.13232,5,j4-1,,,
10.53228,2,j4-1,,,
10.53228,3,j4-1,,,
10.73226,1,w4,,,
10.898909999999999,1,j4-1,,,
11.198879999999999,5,w1,,,
11.198879999999999,4,w1,,,
11.59884,3,w1,,,
11.59884,2,w1,,,
11.63217,1,1-2,,,
11.63217,2,1-2,,,
11.63217,3,1-2,,,
11.63217,4,1-2,,,
11.63217,5,1-2,,,
12.532079999999999,2,2-3,rb4,,
12.532079999999999,3,2-3,lb4,,
12.56541,5,w2,,,
12.56541,4,w2,,,
12.56541,1,w2,,,
12.76539,1,2-3,,,
12.76539,4,2-3,rb4,,
12.76539,5,2-3,lb4,,
13.29867,4,j3-4,,,
13.29867,5,j3-4,,,
13.46532,3,w3,,,
13.46532,2,w3,,,
13.6653,2,j3-4,,,
13.6653,3,j3-4,,,
13.69863,1,w3,,,
13.9986,1,j3-4,,,
14.365229999999999,5,w4,,,
14.365229999999999,4,w4,,,
14.565209999999999,1,,,f1,
14.565209999999999,2,4-1,,,
14.565209999999999,3,4-1,,,
14.565209999999999,4,4-1,,,
14.565209999999999,5,4-1,,,
14.89851,1,4-1,,,
14.89851,2,1-2,,,
14.89851,3,1-2,,,
14.89851,4,1-2,,,
14.89851,5,1-2,,,
15.365129999999999,1,j1-2,,,
15.365129999999999,2,j2-3,,,
15.365129999999999,3,j2-3,,,
15.365129999999999,4,j2-3,,,
15.365129999999999,5,j2-3,,,
16.29837,1,2-3,,,
16.29837,4,3-4,,,
16.29837,5,3-4,,,
16.43169,3,w3,,,
16.43169,2,3-4,,,
16.43169,3,3-4,,,
16.86498,1,j3-4,,,
16.86498,2,j4-1,,,
16.86498,3,j4-1,,,
16.86498,4,j4-1,,,
16.86498,5,j4-1,,,
17.83155,1,4-1,l1,,
17.83155,2,1-2,,,
17.83155,3,1-2,,,
17.83155,4,1-2,,,
17.83155,5,1-2,,,
18.164849999999998,1,1-2,l2,,
18.164849999999998,2,2-3,,,
18.164849999999998,3,2-3,,,
18.164849999999998,4,2-3,,,
18.164849999999998,5,2-3,,,
18.49815,1,2-3,l3,,
18.49815,2,3-4,,,
18.49815,3,3-4,,,
18.49815,4,3-4,,,
18.49815,5,3-4,,,
19.164749999999998,1,j3-4,,,
19.164749999999998,2,4-1,,,
19.164749999999998,3,4-1,,,
19.164749999999998,4,4-1,,,
19.164749999999998,5,4-1,,,
19.6647,1,4-1,,,
19.6647,2,1-2,,,
19.6647,3,1-2,,,
19.6647,4,1-2,,,
19.6647,5,1-2,,,
19.997999999999998,1,hj1,,,
20.09799,2,j2-3,,,
20.09799,3,j2-3,,,
20.197979999999998,4,j2-3,,,
20.197979999999998,5,j2-3,,,
20.96457,1,1-2,lb2,,
20.96457,2,3-4,,,
20.96457,3,3-4,,,
20.96457,4,3-4,,,
20.96457,5,3-4,,,
21.29787,1,2-3,lb1,,
21.29787,2,4-1,,,
21.29787,3,4-1,,,
21.29787,4,4-1,,,
21.29787,5,4-1,,,
21.631169999999997,1,3-4,lb0,,
21.631169999999997,2,1-2,,,
21.631169999999997,3,1-2,,,
21.631169999999997,4,1-2,,,
21.631169999999997,5,1-2,,,
22.29777,1,4-1,r1,,
22.29777,2,2-3,,,
22.29777,3,2-3,,,
22.29777,4,2-3,,,
22.29777,5,2-3,,,
22.631069999999998,1,1-2,r2,,
22.631069999999998,2,3-4,,,
22.631069999999998,3,3-4,,,
22.631069999999998,4,3-4,,,
22.631069999999998,5,3-4,,,
22.96437,1,2-3,,,
22.96437,2,4-1,,,
22.96437,3,4-1,,,
22.96437,4,4-1,,,
22.96437,5,4-1,,,
23.79762,1,3-4,,,
23.79762,2,1-2,,,
23.79762,3,1-2,,,
23.79762,4,1-2,,,
23.79762,5,1-2,,,
24.16425,1,4-1,,,
24.16425,2,2-3,,,
24.16425,3,2-3,,,
24.16425,4,2-3,,,
24.16425,5,2-3,,,
24.49755,1,1-2,,,
24.49755,2,3-4,,,
24.49755,3,3-4,,,
24.49755,4,3-4,,,
24.49755,5,3-4,,,
25.13082,1,j2-3,,,
25.13082,2,4-1,,,
25.13082,3,4-1,,,
25.13082,4,4-1,,,
25.13082,5,4-1,,,
25.63077,1,3-4,rb1,,
25.63077,4,1-2,,,
25.63077,5,1-2,,,
25.96407,1,4-1,rb0,,
25.96407,2,1-2,,,
25.96407,3,1-2,,,
26.56401,5,w2,,,
26.56401,4,w2,,,
26.63067,1,j1-2,,,
26.63067,2,j2-3,,,
26.63067,3,j2-3,,,
26.63067,4,j2-3,,,
26.63067,5,j2-3,,,
27.16395,1,2-3,,,
27.16395,2,3-4,,,
27.16395,3,3-4,,,
27.16395,4,3-4,,,
27.16395,5,3-4,,,
27.63057,1,3-4,,,
27.63057,4,4-1,,,
27.63057,5,4-1,,,
27.863879999999998,2,4-1,,,
27.863879999999998,3,4-1,,,
28.19718,1,j4-1,,,
28.19718,2,j1-2,,,
28.19718,3,j1-2,,,
28.19718,4,j1-2,,,
28.19718,5,j1-2,,,
29.03043,2,2-3,,,
29.03043,3,2-3,,,
29.26374,5,w2,,,
29.26374,4,w2,,,
29.26374,1,w1,,,
29.297069999999998,1,1-2,,,
29.297069999999998,4,2-3,,,
29.297069999999998,5,2-3,,,
29.6637,1,j2-3,,,
29.6637,2,j3-4,,,
29.6637,3,j3-4,,,
29.6637,4,j3-4,,,
29.6637,5,j3-4,,,
30.530279999999998,1,3-4,,,
30.530279999999998,2,4-1,,,
30.530279999999998,3,4-1,,,
30.530279999999998,4,4-1,,,
30.530279999999998,5,4-1,,,
31.163549999999997,1,j4-1,,,
31.163549999999997,2,1-2,,,
31.163549999999997,3,1-2,,,
31.163549999999997,4,1-2,,,
31.163549999999997,5,1-2,,,
32.03013,1,1-2,,,
32.03013,4,2-3,,,
32.03013,5,2-3,,,
32.09679,3,w2,,,
32.09679,2,w2,,,
32.16345,2,2-3,,,
32.16345,3,2-3,,,
32.663399999999996,1,j2-3,,,
32.663399999999996,2,j3-4,,,
32.663399999999996,3,j3-4,,,
32.663399999999996,4,j3-4,,,
32.663399999999996,5,j3-4,,,
33.19668,1,3-4,,,
33.19668,2,4-1,,,
33.19668,3,4-1,,,
33.19668,4,4-1,,,
33.19668,5,4-1,,,
33.6633,1,4-1,,,
33.6633,4,1-2,,,
33.6633,5,1-2,,,
33.896609999999995,2,1-2,,,
33.896609999999995,3,1-2,,,
34.22991,1,j1-2,,,
34.22991,2,j2-3,,,
34.22991,3,j2-3,,,
34.22991,4,j2-3,,,
34.22991,5,j2-3,,,
34.82985,2,3-4,,,
34.82985,3,3-4,,,
35.096489999999996,1,2-3,,,
35.096489999999996,4,3-4,,,
35.096489999999996,5,3-4,,,
35.72976,1,j3-4,,,
35.72976,2,j4-1,,,
35.72976,3,j4-1,,,
35.72976,4,j4-1,,,
35.72976,5,j4-1,,,
36.79632,5,w1,,,
36.79632,4,w1,,,
36.79632,3,w1,,,
36.79632,2,w1,,,
36.79632,1,w4,,,
37.096289999999996,1,4-1,r1,,
37.096289999999996,2,1-2,r5,,
37.096289999999996,3,1-2,lb3,,
37.096289999999996,4,1-2,r5,,
37.096289999999996,5,1-2,lb3,,
37.42959,1,1-2,r2,,
37.42959,2,2-3,,,
37.42959,3,2-3,lb2,,
37.42959,4,2-3,,,
37.42959,5,2-3,lb2,,
37.76289,1,2-3,,,
37.76289,2,3-4,,,
37.76289,3,3-4,,,
37.76289,4,3-4,,,
37.76289,5,3-4,,,
38.56281,1,3-4,rb1,,
38.56281,2,4-1,rb4,,
38.56281,3,4-1,l3,,
38.56281,4,4-1,rb4,,
38.56281,5,4-1,l3,,
38.89611,1,4-1,rb0,,
38.89611,2,1-2,rb3,,
38.89611,3,1-2,l4,,
38.89611,4,1-2,rb3,,
38.89611,5,1-2,l4,,
39.22941,1,1-2,l1,,
39.22941,2,2-3,rb2,,
39.22941,3,2-3,,,
39.22941,4,2-3,rb2,,
39.22941,5,2-3,,,
39.962669999999996,1,2-3,l2,,
39.962669999999996,2,3-4,rb1,,
39.962669999999996,3,3-4,l5,,
39.962669999999996,4,3-4,rb1,,
39.962669999999996,5,3-4,l5,,
40.29597,1,3-4,,,
40.29597,2,4-1,,,
40.29597,3,4-1,,,
40.29597,4,4-1,,,
40.29597,5,4-1,,,
40.62927,1,j4-1,,,
40.62927,2,j1-2,,,
40.62927,3,j1-2,,,
40.62927,4,j1-2,,,
40.62927,5,j1-2,,,
41.595839999999995,1,1-2,lb1,,
41.595839999999995,2,2-3,r2,,
41.595839999999995,3,2-3,lb4,,
41.595839999999995,4,2-3,r2,,
41.595839999999995,5,2-3,lb4,,
42.06246,1,2-3,lb0,,
42.06246,2,3-4,r3,,
42.06246,3,3-4,lb3,,
42.06246,4,3-4,r3,,
