0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,2,,,b-1,D60
0.03333,3,,,b-1,D60
0.03333,1,,,,D20
0.89991,MOT_all,cut1,,
2.43309,MOT_mc_speaker_00,temp1,,
2.43309,MOT_mc_light_under_00,l1,,
2.43309,1,1-2,,,
2.7997199999999998,2,1-2,,,
3.16635,3,1-2,,,
3.36633,1,w2,,,
3.4329899999999998,1,2-3,,,
3.69963,2,2-3,,,
3.9662699999999997,3,2-3,,,
4.19958,1,3-4,,,
4.39956,2,3-4,,,
4.59954,3,3-4,,,
4.899509999999999,1,j4-1,,,
4.96617,MOT_mc_bg_black_00,b80-45,,
4.96617,MOT_mc_stage_color_00,b-flash,,
4.96617,MOT_mc_light_center_00,l1,,
4.96617,MOT_mc_light_under_00,l1,,
4.96617,2,,,,D40
4.96617,3,,,,D40
4.96617,1,,,,L0
4.96617,2,j4-1,,,
5.03283,3,j4-1,,,
5.79942,1,1-2,l1,,
5.79942,2,1-2,l1,,
5.79942,3,1-2,l1,,
6.3327,1,lp2,lb0,,
6.3327,2,lp2,lb0,,
6.3327,3,lp2,lb0,,
6.7659899999999995,1,2-3,r1,,
6.7659899999999995,2,2-3,r1,,
6.7659899999999995,3,2-3,r1,,
7.232609999999999,1,lp3,,,
7.232609999999999,2,lp3,,,
7.232609999999999,3,lp3,,,
7.6659,1,,r2,,
7.6659,2,,r2,,
7.6659,3,,r2,,
8.665799999999999,1,j3-4,,,
8.96577,2,j3-4,,,
9.26574,3,j3-4,,,
9.73236,1,w4,,,
9.76569,1,lp4,,,
9.76569,2,lp4,,,
9.76569,3,lp4,,,
10.06566,1,4-1,r3,,
10.06566,2,4-1,r3,,
10.06566,3,4-1,r3,,
10.46562,1,lp1,,,
10.46562,2,lp1,,,
10.46562,3,lp1,,,
10.83225,1,j1-2,,,
11.198879999999999,2,j1-2,,,
11.63217,3,j1-2,,,
11.89881,1,w2,,,
11.96547,1,,rb2,,
11.96547,2,,rb2,,
11.96547,3,,rb2,,
12.26544,2,w2,,,
12.432089999999999,1,2-3,rb1,,
12.432089999999999,2,2-3,rb1,,
12.432089999999999,3,2-3,rb1,,
12.832049999999999,1,lp3,,,
12.832049999999999,2,lp3,,,
12.832049999999999,3,lp3,,,
13.032029999999999,2,3-4,rb0,,
13.09869,1,3-4,rb0,,
13.16535,3,3-4,rb0,,
13.6653,2,4-1,l1,,
13.931939999999999,1,4-1,l1,,
14.09859,3,w4,,,
14.19858,3,4-1,l1,,
14.59854,2,w1,,,
14.665199999999999,3,1-2,lb0,,
14.865179999999999,1,w1,,,
14.93184,1,1-2,lb0,,
15.265139999999999,2,1-2,lb0,,
15.59844,3,w2,,,
15.865079999999999,1,w2,,,
15.865079999999999,2,2-3,,,
16.131719999999998,1,2-3,,,
16.36503,3,2-3,,,
16.63167,1,j3-4,,,
16.79832,2,w3,,,
16.86498,2,j3-4,,,
17.06496,3,j3-4,,,
17.364929999999998,MOT_control_all,z100-115,,
17.69823,1,w4,,,
17.69823,MOT_mc_stage_color_00,b-flash,,
17.69823,MOT_mc_light_up_00,l2,,
17.69823,MOT_mc_light_center_00,l2,,
17.69823,2,4-1,,,
17.69823,3,4-1,,,
17.69823,1,4-1,,f1,
18.3315,1,lp1,,,
18.63147,3,w1,,,
18.63147,2,w1,,,
18.6648,1,1-2,r1,,
19.06476,1,2-3,,,
19.69803,1,3-4,rb0,,
20.3313,2,1-2,l1,,
20.3313,3,1-2,r1,,
20.3313,1,sp4-1,,,
21.13122,1,sj1,,,
21.26454,3,w2,,,
21.26454,2,w2,,,
21.597839999999998,1,1-2,,,
22.13112,1,lp2,,,
22.96437,1,2-3,l1,,
23.46432,2,j2-3,,,
23.46432,1,lp3,,,
24.13092,1,3-4,l2,,
24.16425,3,j2-3,,,
24.53088,2,w3,,,
24.664199999999997,1,lp4,,,
25.230809999999998,3,w3,,,
25.39746,1,4-1,,,
25.897409999999997,1,lp1,,,
26.297369999999997,1,1-2,lb1,,
26.73066,1,lp2,lb0,,
28.097189999999998,2,3-4,,,
28.097189999999998,3,3-4,,,
28.097189999999998,1,2-3,,,
28.63047,1,lp3,,,
28.930439999999997,1,3-4,r1,,
29.03043,3,w4,,,
29.03043,2,w4,,,
29.46372,1,4-1,,,
29.997,1,1-2,rb0,,
30.730259999999998,2,4-1,l2,,
30.730259999999998,3,4-1,r2,,
30.730259999999998,1,sp2-3,,,
31.43019,1,sj3,,,
31.6635,3,w1,,,
31.6635,2,w1,,,
31.930139999999998,1,w3,,,
31.9968,1,3-4,,,
32.53008,1,lp4,,,
33.36333,1,4-1,l1,,
33.863279999999996,2,j1-2,,,
33.863279999999996,1,lp1,,,
34.39656,1,1-2,l2,,
34.49655,3,j1-2,,,
34.92984,2,w2,,,
35.063159999999996,1,lp2,,,
35.56311,3,w2,,,
35.79642,1,2-3,,,
36.296369999999996,1,lp3,,,
36.59634,1,3-4,lb1,,
37.129619999999996,1,lp4,lb0,,
37.46292,MOT_control_all,z115-100,,
37.46292,2,j2-3,,,
37.72956,3,j2-3,,,
38.09619,MOT_mc_stage_color_00,r-flash,,
38.09619,MOT_mc_bg_black_00,b45-65,,
38.09619,MOT_mc_light_up_00,l1,,
38.09619,MOT_mc_light_center_00,l1,,
38.09619,2,,,,D60
38.09619,3,,,,D60
38.09619,1,,,b0,
38.09619,1,4-1,l1,,
38.52948,2,w3,,,
38.56281,1,lp1,,,
38.796119999999995,3,w3,,,
39.29607,2,3-4,l3,,
39.29607,3,3-4,rb1,,
39.76269,2,lp4,,,
39.76269,3,lp4,,,
40.96257,1,1-2,lb0,,
41.42919,1,lp2,,,
42.395759999999996,2,4-1,lb2,,
42.395759999999996,3,4-1,r2,,
42.89571,2,lp1,,,
42.89571,3,lp1,,,
43.36233,MOT_mc_stage_color_00,r-flash,,
43.36233,1,2-3,r1,,
