time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0.1,,1,,BUS_0007,0,0.1,,
0.2,,2,,MasterOut,0,1,,
0.3,,2,,BUS_0007,0,0.1,,
0.4,,3,,MasterOut,0,1,,
0.5,,3,,BUS_0007,0,0.1,,
0.6,,4,,MasterOut,0,1,,
0.7,,4,,BUS_0007,0,0.1,,
0.8,,5,,MasterOut,0,1,,
0.9,,5,,BUS_0007,0,0.1,,
1,1,1,1,,,,0,0.51
1.1,2,2,1,,,,-9,0.36
1.2,3,3,1,,,,9,0.36
1.3,4,4,1,,,,-18,0.28
1.4,5,5,1,,,,18,0.28
32.438,,1,,MasterOut,0.05,0,,
32.438,,1,,BUS_0007,0.2,0,,
32.438,,2,,MasterOut,0.05,0,,
32.438,,2,,BUS_0007,0.2,0,,
32.438,,4,,MasterOut,0.05,0,,
32.438,,4,,BUS_0007,0.2,0,,
39.987,3,3,1,,,,-7,0.48
39.987,5,5,1,,,,7,0.48
54.083,,3,,MasterOut,0.05,0,,
54.083,,3,,BUS_0007,0.2,0,,
54.083,,5,,MasterOut,0.05,0,,
54.083,,5,,BUS_0007,0.2,0,,
54.352,,2,,MasterOut,0,1,,
54.352,,2,,BUS_0007,0,0.1,,
54.352,,4,,MasterOut,0,1,,
54.352,,4,,BUS_0007,0,0.1,,
54.352,2,2,1,,,,7,0.48
54.352,4,4,1,,,,-7,0.48
67.758,,2,,MasterOut,0.05,0,,
67.758,,2,,BUS_0007,0.2,0,,
67.758,,4,,MasterOut,0.05,0,,
67.758,,4,,BUS_0007,0.2,0,,
68.035,,1,,MasterOut,0,1,,
68.035,,1,,BUS_0007,0,0.1,,
68.035,1,1,1,,,,0,0.75
74.54,,1,,MasterOut,0.05,0,,
74.54,,1,,BUS_0007,0.2,0,,
74.723,,3,,MasterOut,0,1,,
74.723,,3,,BUS_0007,0,0.1,,
74.723,,5,,MasterOut,0,1,,
74.723,,5,,BUS_0007,0,0.1,,
78.083,,3,,MasterOut,0.05,0,,
78.083,,3,,BUS_0007,0.2,0,,
78.083,,5,,MasterOut,0.05,0,,
78.083,,5,,BUS_0007,0.2,0,,
78.261,,2,,MasterOut,0,1,,
78.261,,2,,BUS_0007,0,0.1,,
78.261,,4,,MasterOut,0,1,,
78.261,,4,,BUS_0007,0,0.1,,
81.64,,1,,MasterOut,0,1,,
81.64,,1,,BUS_0007,0,0.1,,
81.64,,3,,MasterOut,0,1,,
81.64,,3,,BUS_0007,0,0.1,,
81.64,,5,,MasterOut,0,1,,
81.64,,5,,BUS_0007,0,0.1,,
81.64,1,1,1,,,,0,0.51
81.64,2,2,1,,,,-9,0.36
81.64,3,3,1,,,,9,0.36
81.64,4,4,1,,,,-18,0.28
81.64,5,5,1,,,,18,0.28
94.775,1,1,1,,,,0,0
94.775,2,2,1,,,,0,0
94.775,3,3,1,,,,0,0.75
94.775,4,4,1,,,,0,0
94.775,5,5,1,,,,0,0
98.57,1,1,1,,,,0,0.51
98.57,2,2,1,,,,-9,0.36
98.57,3,3,1,,,,9,0.36
98.57,4,4,1,,,,-18,0.28
98.57,5,5,1,,,,18,0.28
100.1,1,1,1,,,,0,0
100.1,2,2,1,,,,0,0
100.1,3,3,1,,,,0,0
100.1,4,4,1,,,,0,0
100.1,5,5,1,,,,0,0.75
101.975,5,5,1,,,,0,0
101.975,4,4,1,,,,0,0.75
105.174,4,4,1,,,,0,0
105.174,2,2,1,,,,0,0.75
108.366,2,2,1,,,,0,0
108.366,1,1,1,,,,0,0.75
112.232,1,1,1,,,,0,0.51
112.232,2,2,1,,,,-9,0.36
112.232,3,3,1,,,,9,0.36
112.232,4,4,1,,,,-18,0.28
112.232,5,5,1,,,,18,0.28
