0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut0,,
2.43309,MOT_control_all,zoom00,,
2.43309,1,1-2,,b-1,
2.43309,2,1-2,,f1,
3.1330199999999997,1,2-3,,,
3.1330199999999997,2,j2-3,,,
4.06626,1,w3,,,
4.1329199999999995,MOT_control_all,zoom01,,
4.1329199999999995,1,3-4,,f0,
4.1329199999999995,2,3-4,,b0,
5.06616,2,w4,,,
5.06616,1,w4,,,
5.26614,MOT_control_all,zoom02,,
5.26614,1,4-1,,f1,
5.26614,2,4-1,,b-1,
5.966069999999999,1,j1-2,,,
5.966069999999999,2,1-2,,,
6.89931,2,w2,,,
6.9659699999999996,MOT_control_all,zoom03,,
6.9659699999999996,1,2-3,,b0,
6.9659699999999996,2,2-3,,f0,
7.89921,2,w3,,,
7.89921,1,w3,,,
8.065859999999999,MOT_control_all,zoom04,,
8.065859999999999,1,3-4,r1,,
8.065859999999999,2,3-4,l1,,
8.765789999999999,1,hj4,,,
8.765789999999999,2,hj4,,,
9.899009999999999,MOT_control_all,zoom04.5,,
9.899009999999999,1,4-1,rb0,,
9.899009999999999,2,4-1,lb0,,
10.83225,2,w1,,,
10.83225,1,w1,,,
10.898909999999999,MOT_control_all,zoom05,,
10.898909999999999,1,1-2,l1,,
10.898909999999999,2,1-2,r1,,
11.23221,1,lp2,,,
11.23221,2,lp2,,,
11.26554,MOT_control_all,zoom05.5,,
12.59874,MOT_control_all,zoom06,,
12.59874,1,2-3,lb0,,
12.59874,2,2-3,rb0,,
13.531979999999999,2,w3,,,
13.531979999999999,1,w3,,,
13.69863,MOT_control_all,zoom07,,
13.69863,1,3-4,,b-1,
13.69863,2,3-4,,f1,
13.831949999999999,MOT_mc_stage_color_00,b-flash,,
13.865279999999998,MOT_mc_back_00,bg01,,
14.03193,2,,,,L0
14.03193,1,,,,D40
14.03193,MOT_mc_special_01,stay2,,
14.03193,MOT_mc_bg_black_00,seat100-0,,
14.03193,1,lp4,,,
14.065259999999999,MOT_control_all,zoom08,,
14.63187,2,w4,,,
15.13182,2,4-1,r1,,
16.06506,2,w1,,,
16.531679999999998,2,j1-2,,,
16.531679999999998,1,4-1,,,
16.86498,1,lp1,,,
17.59824,2,w2,,,
17.93154,2,2-3,r2,,
18.86478,2,w3,,,
19.3314,2,3-4,rb1,,
19.3314,1,1-2,,,
19.6647,1,lp2,,,
20.03133,2,,rb0,,
20.26464,2,w4,,,
20.76459,2,,l1,,
21.431189999999997,2,j4-1,,,
22.16445,2,1-2,lb0,,
22.16445,1,2-3,,,
22.49775,2,lp2,,,
22.49775,1,lp3,,,
24.264239999999997,2,,,b0,
24.264239999999997,1,,,f0,
24.73086,MOT_mc_stage_color_00,y-flash,,
24.79752,MOT_mc_back_00,bg02,,
24.79752,MOT_control_all,zoom09,,
24.830849999999998,MOT_mc_special_01,c02,,
24.96417,1,,,,L0
24.96417,2,,,,D40
24.96417,2,2-3,,b-1,
24.96417,1,3-4,,f1,
25.16415,MOT_control_all,zoom10,,
25.29747,2,lp3,,,
25.897409999999997,1,w4,,,
26.3307,1,4-1,l1,,
27.263939999999998,1,w1,,,
27.79722,2,3-4,,,
27.79722,1,j1-2,,,
28.130519999999997,2,lp4,,,
28.86378,1,w2,,,
29.19708,1,2-3,lb0,,
30.130319999999998,1,w3,,,
30.59694,2,4-1,,,
30.59694,1,3-4,r1,,
30.930239999999998,1,lp4,,,
30.930239999999998,2,lp1,,,
31.963469999999997,1,j4-1,,,
32.696729999999995,1,sj1,,,
33.19668,1,w1,,,
33.42999,2,1-2,,,
33.42999,1,1-2,rb0,,
33.76329,2,lp2,,,
34.09659,1,hj2,,,
34.82985,1,2-3,,,
35.529779999999995,1,,,b0,
35.529779999999995,2,,,f0,
35.76309,1,w3,,,
36.22971,MOT_control_all,zoom11,,
36.22971,2,2-3,,f1,
36.22971,1,3-4,,b-1,
36.56301,2,,,,L0
36.56301,1,,,,D40
36.56301,MOT_mc_special_01,c01,,
36.56301,MOT_mc_stage_color_00,b-flash,,
36.56301,1,4-1,,,
36.59634,MOT_control_all,zoom12,,
36.89631,1,lp1,,,
36.92964,2,,r1,,
37.162949999999995,2,w3,,,
37.62957,2,,rb0,,
38.329499999999996,2,j3-4,,,
39.06276,2,4-1,l1,,
39.06276,1,1-2,,,
39.39606,1,2-3,,,
39.72936,1,lp3,,,
39.76269,2,,l2,,
39.995999999999995,2,w1,,,
40.46262,2,,l3,,
41.162549999999996,2,j1-2,,,
41.86248,2,sp2-3,lb2,,
41.86248,1,3-4,,,
42.19578,1,4-1,,,
42.19578,2,,lb1,,
42.52908,1,lp1,,,
42.56241,2,,lb0,,
42.89571,2,,r1,,
43.262339999999995,2,3-4,r2,,
43.595639999999996,2,lp4,,,
44.69553,2,4-1,rb1,,
44.69553,1,1-2,,,
45.02883,1,2-3,,,
45.36213,1,lp3,,,
45.39546,2,1-2,rb0,,
46.095389999999995,2,hj2,,,
46.76199,2,,,b0,
46.76199,1,,,f0,
47.09529,MOT_mc_stage_color_00,y-flash,,
47.328599999999994,2,w2,,,
47.49525,1,,,,L0
47.49525,2,,,,D40
47.49525,MOT_mc_special_01,c02,,
47.49525,MOT_control_all,zoom13,,
47.49525,2,2-3,,b-1,
