0.03333,MOT_mc_bg_black_00,seat100-0,,
2.86638,1,sj1,,,
2.86638,2,sj1,,,
2.86638,3,sj1,,,
2.86638,4,sj1,,,
2.86638,5,sj1,,,
2.96637,MOT_mc_bg_black_00,b80-45,,
2.96637,MOT_mc_stage_color_00,b-flash,,
2.96637,MOT_mc_light_up_00,l1,,
2.96637,MOT_mc_light_center_00,l1,,
2.96637,MOT_all,cut1,,
3.2330099999999997,1,sp1-2,,,
3.2330099999999997,2,sp1-2,,,
3.2330099999999997,3,sp1-2,,,
3.2330099999999997,4,sp1-2,,,
3.2330099999999997,5,sp1-2,,,
3.83295,1,j2-3,,,
3.9662699999999997,2,j2-3,,,
3.9662699999999997,3,j2-3,,,
4.09959,4,j2-3,,,
4.09959,5,j2-3,,,
4.63287,1,j3-4,,,
4.63287,2,j3-4,,,
4.63287,3,j3-4,,,
4.63287,4,j3-4,,,
4.63287,5,j3-4,,,
5.23281,1,4-1,l1,,
5.23281,2,4-1,l1,,
5.23281,3,4-1,l1,,
5.23281,4,4-1,l1,,
5.23281,5,4-1,l1,,
5.83275,1,1-2,l2,,
5.83275,2,1-2,l2,,
5.83275,3,1-2,l2,,
5.83275,4,1-2,l2,,
5.83275,5,1-2,l2,,
6.266039999999999,1,2-3,,,
6.266039999999999,2,2-3,,,
6.266039999999999,3,2-3,,,
6.266039999999999,4,2-3,,,
6.266039999999999,5,2-3,,,
6.69933,1,sj3,,,
6.69933,2,sj3,,,
6.69933,3,sj3,,,
6.69933,4,sj3,,,
6.69933,5,sj3,,,
7.19928,5,w3,,,
7.19928,4,w3,,,
7.19928,3,w3,,,
7.19928,2,w3,,,
7.19928,1,w3,,,
7.26594,1,j3-4,,,
7.26594,2,j3-4,,,
7.26594,3,j3-4,,,
7.26594,4,j3-4,,,
7.26594,5,j3-4,,,
7.86588,1,4-1,lb1,,
7.86588,2,4-1,lb1,,
7.86588,3,4-1,lb1,,
7.86588,4,4-1,lb1,,
7.86588,5,4-1,lb1,,
8.63247,1,sj1,,,
8.63247,2,sj1,,,
8.63247,3,sj1,,,
8.63247,4,sj1,,,
8.63247,5,sj1,,,
8.96577,1,1-2,lb0,,
8.96577,2,1-2,lb0,,
8.96577,3,1-2,lb0,,
8.96577,4,1-2,lb0,,
8.96577,5,1-2,lb0,,
9.3324,1,j2-3,,,
9.3324,2,j2-3,,,
9.3324,3,j2-3,,,
9.3324,4,j2-3,,,
9.3324,5,j2-3,,,
9.83235,1,lp3,,,
9.83235,2,lp3,,,
9.83235,3,lp3,,,
9.83235,4,lp3,,,
9.83235,5,lp3,,,
10.498949999999999,1,3-4,,,
10.498949999999999,2,3-4,,,
10.498949999999999,3,3-4,,,
10.498949999999999,4,3-4,,,
10.498949999999999,5,3-4,,,
10.83225,1,sj4,,,
10.83225,2,sj4,,,
10.83225,3,sj4,,,
10.83225,4,sj4,,,
10.83225,5,sj4,,,
11.16555,1,4-1,r1,,
11.16555,2,4-1,r1,,
11.16555,3,4-1,r1,,
11.16555,4,4-1,r1,,
11.16555,5,4-1,r1,,
11.59884,1,lp1,,,
11.59884,2,lp1,,,
11.59884,3,lp1,,,
11.59884,4,lp1,,,
11.59884,5,lp1,,,
11.86548,1,1-2,r2,,
11.86548,2,1-2,r2,,
11.86548,3,1-2,r2,,
11.86548,4,1-2,r2,,
11.86548,5,1-2,r2,,
12.29877,1,2-3,,,
12.29877,2,2-3,,,
12.29877,3,2-3,,,
12.29877,4,2-3,,,
12.29877,5,2-3,,,
