time,lyrics,size
0.00 ,,
16.667 ,ずっと夢見てた　このキセキ　見つめるその瞳に焼き付けて,
28.300 ,まだ　進み続けたい　果てない道　彩るMelody,
34.417 ,いつになく　心奮わせるMusic,
40.800 ,言葉じゃ足りない　高鳴り感じられる　輝きを捉えた指先,
52.650 ,何度も何度も叩いた　トビラが開く Come with me!,
59.100 ,きっと　だれかの憧れ　夢つないでく期待,
64.567 ,Lucky me どんな時でも　信じてる　キミとだから even more,
71.100 ,だんだんこみ上げてくDesire 抱きしめて行こう on the stage,
76.700 ,私たちの夢に終わりはない　終わらせないから,
84.933 ,"wanna make you smile, wanna make you smile",
87.400 ,"I wanna, I wanna make you happy! I want your smile!",
91.067 ,You make me keep on dreaming on dreams,
93.850 ,so I will please you every moment!,
96.650 ,何度も何度も叫ぶよ　まだまだ熱く Come with me!,
103.017 ,きっとだれかの憧れ　夢つないでく期待,
108.500 ,Lucky me どんな時でも　信じてる　キミとだから even more,
115.267 ,だんだんこみ上げてくDesire 抱きしめて行こう on the stage,
120.817 ,私たちの夢に終わりはない　終わらせないから,
130.50 ,,
