0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
3.9996,2,j1-2,,,
4.63287,2,2-3,,,
5.099489999999999,2,3-4,,,
5.6661,2,j4-1,,,
6.73266,2,w1,,,
6.7659899999999995,1,j1-2,,,
7.19928,1,2-3,,,
7.632569999999999,1,j3-4,,,
7.632569999999999,2,j1-2,,,
8.69913,2,w2,,,
8.69913,1,w4,,,
8.765789999999999,3,j1-2,,,
9.36573,3,j2-3,,,
10.398959999999999,3,3-4,,,
10.898909999999999,3,4-1,,,
11.73216,3,1-2,,,
12.332099999999999,3,j2-3,,,
13.39866,3,w3,,,
13.39866,1,j4-1,,,
13.39866,2,j2-3,,,
13.39866,3,j3-4,,,
13.56531,MOT_mc_stage_color_00,b-flash,,
13.931939999999999,3,sj4,,,
14.43189,3,w4,,,
14.465219999999999,2,w3,,,
14.465219999999999,1,w1,,,
14.565209999999999,3,sj4,,,
15.065159999999999,3,w4,,,
15.13182,1,sp1-2,,,
15.13182,2,sp3-4,,,
15.13182,3,sp4-1,,,
16.06506,1,j2-3,,,
16.06506,2,j4-1,,,
16.06506,3,j1-2,,,
16.96497,1,j3-4,,,
16.96497,2,j1-2,,,
16.96497,3,j2-3,,,
17.331599999999998,1,lp4,,,
17.331599999999998,2,lp2,,,
17.331599999999998,3,lp3,,,
18.09819,MOT_mc_stage_color_00,r-flash,,
18.09819,1,4-1,,,
18.09819,2,2-3,,,
18.09819,3,3-4,,,
18.46482,1,1-2,,,
18.46482,2,3-4,,,
18.46482,3,4-1,,,
18.83145,1,2-3,,,
18.83145,2,4-1,,,
18.83145,3,1-2,,,
19.198079999999997,1,hj3,,,
19.198079999999997,2,hj1,,,
19.198079999999997,3,hj2,,,
19.6647,MOT_mc_stage_color_00,b-flash,,
19.69803,MOT_mc_light_center_00,l2,,
19.73136,2,sp1-2,,,
19.764689999999998,1,sp3-4,,,
19.798019999999998,3,sp2-3,,,
20.13132,1,,r1,,
20.13132,2,,r1,,
20.13132,3,,r1,,
20.49795,1,,rb0,,
20.49795,2,,rb0,,
20.49795,3,,rb0,,
20.83125,1,,r1,,
20.83125,2,,r1,,
20.83125,3,,r1,,
21.09789,1,j4-1,,,
21.16455,1,,rb0,,
21.16455,2,,rb0,,
21.16455,3,,rb0,,
21.431189999999997,2,j2-3,,,
21.76449,3,j3-4,,,
22.16445,1,w1,,,
22.231109999999997,1,1-2,,,
22.231109999999997,2,3-4,,,
22.231109999999997,3,4-1,,,
22.69773,1,j2-3,,,
22.69773,2,j4-1,,,
22.69773,3,j1-2,,,
22.831049999999998,MOT_mc_stage_color_00,b-flash,,
23.13102,1,sj3,,,
23.13102,2,sj1,,,
23.13102,3,sj2,,,
23.49765,1,sj3,,,
23.49765,2,sj1,,,
23.49765,3,sj2,,,
23.830949999999998,1,sj3,,,
23.830949999999998,2,sj1,,,
23.830949999999998,3,sj2,,,
24.13092,1,j3-4,,,
24.3309,3,w2,,,
24.3309,2,w1,,,
24.464219999999997,2,j1-2,,,
24.79752,3,j2-3,,,
25.19748,1,w4,,,
25.264139999999998,1,4-1,,,
25.264139999999998,2,2-3,,,
25.264139999999998,3,3-4,,,
25.79742,1,j1-2,,,
25.79742,2,j3-4,,,
25.79742,3,j4-1,,,
25.897409999999997,MOT_mc_stage_color_00,b-flash,,
26.43069,1,j2-3,,,
26.43069,2,j4-1,,,
26.43069,3,j1-2,,,
27.13062,3,2-3,,,
27.23061,1,3-4,,,
27.3306,2,1-2,,,
27.43059,3,3-4,,,
27.53058,1,4-1,,,
27.63057,2,2-3,,,
27.730559999999997,3,4-1,,,
27.83055,1,1-2,,,
27.930539999999997,2,3-4,,,
28.36383,1,2-3,,,
28.36383,2,4-1,,,
28.36383,3,1-2,,,
28.930439999999997,1,3-4,r1,,
28.930439999999997,2,1-2,r1,,
28.930439999999997,3,2-3,r1,,
29.06376,MOT_mc_stage_color_00,b-flash,,
29.23041,1,4-1,rb0,,
29.23041,2,2-3,rb0,,
29.23041,3,3-4,rb0,,
29.56371,1,1-2,r1,,
29.56371,2,3-4,r1,,
29.56371,3,4-1,r1,,
29.997,1,2-3,rb0,,
29.997,2,4-1,rb0,,
29.997,3,1-2,rb0,,
30.46362,1,j3-4,,,
30.46362,2,j1-2,,,
30.46362,3,j2-3,,,
30.86358,1,4-1,,,
30.86358,2,2-3,,,
30.86358,3,3-4,,,
31.29687,1,1-2,,,
31.29687,2,3-4,,,
31.29687,3,4-1,,,
31.6635,1,hj2,,,
31.6635,2,hj4,,,
31.6635,3,hj1,,,
32.06346,MOT_mc_stage_color_00,y-flash,,
32.13012,MOT_mc_light_center_00,l1,,
32.230109999999996,2,lp4,,,
32.59674,2,4-1,,,
32.89671,3,w1,,,
32.89671,1,w2,,,
32.96337,2,1-2,,,
33.33,2,j2-3,,,
33.69663,2,lp3,,,
34.16325,2,sj3,,,
34.59654,2,sj3,,,
35.063159999999996,1,j2-3,,,
35.063159999999996,2,j3-4,,,
35.063159999999996,3,j1-2,,,
35.6631,1,j3-4,,,
35.6631,2,j4-1,,,
35.6631,3,j2-3,,,
36.56301,1,4-1,,,
36.56301,2,1-2,,,
36.56301,3,3-4,,,
36.92964,1,1-2,,,
36.92964,2,2-3,,,
36.92964,3,4-1,,,
37.29627,1,2-3,,,
37.29627,2,3-4,,,
37.29627,3,1-2,,,
37.896209999999996,3,hj2,,,
38.22951,2,w4,,,
38.22951,1,w3,,,
38.49615,3,lp2,,,
38.86278,3,2-3,,,
39.22941,3,3-4,,,
39.596039999999995,3,j4-1,,,
39.962669999999996,3,lp1,,,
40.42929,3,sj1,,,
40.86258,3,sj1,,,
41.3292,1,j3-4,,,
41.3292,2,j4-1,,,
41.3292,3,j1-2,,,
41.92914,1,j4-1,,,
41.92914,2,j1-2,,,
41.92914,3,j2-3,,,
42.829049999999995,1,1-2,,,
42.829049999999995,2,2-3,,,
42.829049999999995,3,3-4,,,
43.195679999999996,1,2-3,,,
43.195679999999996,2,3-4,,,
43.195679999999996,3,4-1,,,
43.56231,1,3-4,,,
43.56231,2,4-1,,,
43.56231,3,1-2,,,
43.92894,1,j4-1,,,
43.92894,2,j1-2,,,
43.92894,3,j2-3,,,
44.16225,MOT_mc_stage_color_00,r-flash2,,
44.22891,MOT_mc_light_center_00,stay,,
44.22891,2,,,,D80
44.22891,3,,,,D80
44.9955,3,w3,,,
44.9955,2,w2,,,
44.9955,1,w1,,,
45.02883,1,j1-2,,,
45.92874,1,2-3,,,
46.26204,1,3-4,,,
46.59534,1,j4-1,,,
46.92864,1,j1-2,,,
47.46192,1,sj2,,,
47.96187,1,w2,,,
48.095189999999995,1,sj2,,,
48.59514,1,w2,,,
48.928439999999995,1,2-3,,,
49.295069999999996,1,3-4,,,
49.661699999999996,1,4-1,,,
50.02833,1,1-2,,,
50.494949999999996,2,j2-3,,,
50.62827,MOT_mc_stage_color_00,y-flash_kakudai,,
50.62827,2,,,,L0
50.82825,2,3-4,,,
50.961569999999995,1,w2,,,
51.294869999999996,1,j2-3,,,
51.62817,1,3-4,,,
51.761489999999995,2,w4,,,
51.9948,3,j3-4,,,
52.161449999999995,MOT_mc_stage_color_00,b-flash_kakudai,,
52.22811,3,,,,L0
52.3281,3,4-1,,,
52.561409999999995,1,w4,,,
52.79472,1,j4-1,,,
53.12802,1,1-2,,,
53.26134,3,w1,,,
53.52798,2,j4-1,,,
53.69463,MOT_mc_stage_color_00,r-flash_kakudai,,
53.92794,2,j1-2,,,
54.06126,1,w2,,,
54.3279,2,sp2-3,,,
54.927839999999996,2,j3-4,,,
55.16115,3,j1-2,,,
55.26114,MOT_mc_stage_color_00,y-flash_kakudai,,
55.56111,3,j2-3,,,
55.96107,3,sp3-4,,,
55.9944,2,w4,,,
56.561009999999996,3,j4-1,,,
56.72766,1,2-3,,,
56.82765,MOT_mc_stage_color_00,b-flash_kakudai,,
57.060959999999994,1,3-4,,,
57.427589999999995,1,j4-1,,,
57.62757,3,w1,,,
57.760889999999996,1,j1-2,,,
