time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0.1,1,1,1,,,,0,0.55
0.2,2,1,1,,,,-9,0.4
0.3,3,1,1,,,,9,0.4
0.4,4,2,1,,,,0,0
0.5,5,3,1,,,,0,0
0.6,6,2,1,,,,0,0
0.7,7,3,1,,,,0,0
0.8,8,2,1,,,,0,0
0.9,9,3,1,,,,0,0
28.052,1,1,,,,,0,0
28.053,2,1,,,,,0,0
28.054,3,1,,,,,0,0
28.055,4,2,,,,,-4,0.54
28.056,7,2,,,,,-14,0.4
28.057,6,2,,,,,6,0.4
34.174,4,2,,,,,0,0
34.175,7,2,,,,,0,0
34.176,6,2,,,,,0,0
34.177,5,3,,,,,4,0.54
34.178,9,3,,,,,-6,0.4
34.179,8,3,,,,,14,0.4
40.348,9,3,,,,,0,0
40.349,1,1,,,,,0,0.5
40.35,4,2,,,,,-9,0.35
40.351,5,3,,,,,9,0.35
40.352,6,2,,,,,-18,0.27
40.353,8,3,,,,,18,0.27
45.997,1,1,,,,,0,0
45.998,4,2,,,,,0,0
45.999,5,3,,,,,0,0
46.001,8,3,,,,,0,0
46.002,6,2,,,,,-4,0.78
47.24,6,2,,,,,0,0
47.243,7,2,,,,,-4,0.78
48.669,7,2,,,,,0,0
48.7,3,1,,,,,0,0.78
52.056,3,1,,,,,0,0
52.057,9,3,,,,,4,0.78
53.154,9,3,,,,,0,0
53.155,8,3,,,,,4,0.78
54.642,8,3,,,,,0,0
54.643,2,1,,,,,0,0.78
58.258,2,1,,,,,0,0
58.259,5,3,,,,,4,0.78
59.102,5,3,,,,,0,0
59.103,4,2,,,,,-4,0.78
60.644,4,2,,,,,0,0
60.645,1,1,,,,,0,0.78
64.182,1,1,,,,,0,0.32
64.183,2,1,,,,,-3,0.29
64.183,3,1,,,,,3,0.29
64.183,4,2,,,,,-9.6,0.25
64.183,5,3,,,,,9.6,0.25
64.183,7,2,,,,,-18,0.21
64.183,9,3,,,,,18,0.21
64.183,6,2,,,,,-25,0.2
64.183,8,3,,,,,25,0.2
77.292,7,2,,,,,0,0
77.292,9,3,,,,,0,0
77.292,6,2,,,,,0,0
77.292,8,3,,,,,0,0
77.292,1,1,,,,,0,0.51
77.292,2,1,,,,,-9,0.36
77.292,3,1,,,,,9,0.36
77.292,4,2,,,,,-18,0.28
77.292,5,3,,,,,18,0.28
80.527,2,1,,,,,0,0
80.527,3,1,,,,,0,0
80.527,4,2,,,,,0,0
80.527,5,3,,,,,0,0
80.527,7,2,,,,,-9,0.35
80.527,9,3,,,,,9,0.35
80.527,6,2,,,,,-18,0.27
80.527,8,3,,,,,18,0.27
83.155,1,1,,,,,0,0.32
83.155,2,1,,,,,-3,0.29
83.155,3,1,,,,,3,0.29
83.155,4,2,,,,,-9.6,0.25
83.155,5,3,,,,,9.6,0.25
83.155,7,2,,,,,-18,0.21
83.155,9,3,,,,,18,0.21
83.155,6,2,,,,,-25,0.2
83.155,8,3,,,,,25,0.2
89.252,1,1,,,,,0,0
89.252,4,2,,,,,0,0
89.252,3,1,,,,,0,0
89.252,7,2,,,,,0,0
89.252,8,3,,,,,0,0
89.252,2,1,,,,,-2,0.47
89.252,5,3,,,,,2,0.47
89.252,6,4,,,,,-18,0.35
89.252,9,3,,,,,18,0.35
92.554,2,1,,,,,0,0
92.554,5,3,,,,,0,0
92.554,6,4,,,,,0,0
92.554,9,3,,,,,0,0
92.554,4,2,,,,,-2,0.47
92.554,3,1,,,,,2,0.47
92.554,7,2,,,,,-18,0.35
92.554,8,3,,,,,18,0.35
95.696,1,1,,,,,0,0.32
95.696,2,1,,,,,-3,0.29
95.696,3,1,,,,,3,0.29
95.696,4,2,,,,,-9.6,0.25
95.696,5,3,,,,,9.6,0.25
95.696,7,2,,,,,-18,0.21
95.696,9,3,,,,,18,0.21
95.696,6,2,,,,,-25,0.2
95.696,8,3,,,,,25,0.2
