0.03333,1,sort,-25700,
0.03333,2,sort,-25750,
0.03333,3,sort,-25760,
0.03333,4,sort,-25700,
0.03333,5,sort,-25700,
0.03333,6,sort,-25770,
0.03333,7,sort,-25700,
0.03333,8,sort,-25780,
0.03333,9,sort,-25700,
0.03333,MOT_all,cut1,,
0.06666,MOT_mc_special_01,scene01,,
14.79852,MOT_mc_special_01,scene02,,
21.53118,MOT_mc_special_01,scene03,,
40.362629999999996,MOT_mc_special_01,scene04,,
70.79292,MOT_all,cut2,,
71.02623,MOT_mc_light_under_00,l1,,
71.79281999999999,MOT_mc_special_01,scene08,,
71.79281999999999,MOT_mc_light_up_00,l1,,
73.89260999999999,1,j4-2,,
73.89260999999999,2,j4-2,,
73.89260999999999,3,j4-2,,
73.89260999999999,4,j4-2,,
73.89260999999999,5,j4-2,,
73.89260999999999,6,j4-2,,
73.89260999999999,7,j4-2,,
73.89260999999999,8,j4-2,,
73.89260999999999,9,j4-2,,
76.05906,1,,r1,
76.05906,2,,r1,
76.05906,3,,r1,
76.05906,4,,r1,
76.05906,5,,r1,
76.05906,6,,r1,
76.05906,7,,r1,
76.05906,8,,r1,
76.05906,9,,r1,
76.05906,6,2-3,,
76.05906,7,2-3,,
76.05906,8,2-3,,
76.05906,9,2-3,,
76.05906,1,w2,,
76.05906,4,w2,,
76.05906,5,w2,,
76.05906,2,w2,,
76.05906,3,w2,,
76.82565,1,,rb0,
76.82565,2,,rb0,
76.82565,3,,rb0,
76.82565,4,,rb0,
76.82565,5,,rb0,
76.82565,6,,rb0,
76.82565,7,,rb0,
76.82565,8,,rb0,
76.82565,9,,rb0,
76.82565,6,lp3,,
76.82565,8,lp3,,
76.82565,7,lp3,,
76.82565,9,lp3,,
76.82565,1,2-3,,
76.82565,4,2-3,,
76.82565,5,2-3,,
76.82565,2,2-3,,
76.82565,3,2-3,,
77.12562,1,lp3,,
77.12562,4,lp3,,
77.12562,5,lp3,,
77.12562,2,lp3,,
77.12562,3,lp3,,
77.45891999999999,1,j3-1,,
77.45891999999999,2,j3-1,,
77.45891999999999,3,j3-1,,
77.45891999999999,4,j3-1,,
77.45891999999999,5,j3-1,,
77.82554999999999,1,1-4,,
77.82554999999999,2,1-4,,
77.82554999999999,3,1-4,,
77.82554999999999,4,1-4,,
77.82554999999999,5,1-4,,
78.15885,1,j4-2,,
78.15885,2,j4-2,,
78.15885,3,j4-2,,
78.15885,4,j4-2,,
78.15885,5,j4-2,,
78.59214,1,lp2,,
78.59214,2,lp2,,
78.59214,3,lp2,,
78.59214,4,lp2,,
78.59214,5,lp2,,
79.75869,6,3-4,,
79.75869,7,3-4,,
79.75869,8,3-4,,
79.75869,9,3-4,,
79.75869,1,2-3,,
79.75869,2,2-3,,
79.75869,3,2-3,,
79.75869,4,2-3,,
79.75869,5,2-3,,
80.09199,1,j3-1,,
80.09199,6,j4-1,,
80.09199,7,j4-1,,
80.09199,8,j4-1,,
80.09199,9,j4-1,,
80.09199,2,w3,,
80.09199,3,w3,,
80.09199,4,w3,,
80.09199,5,w3,,
80.45862,1,1-2,,
80.45862,6,1-2,,
80.45862,7,1-2,,
80.45862,8,1-2,,
80.45862,9,1-2,,
80.82525,1,lp2,,
80.82525,6,lp2,,
80.82525,7,lp2,,
80.82525,8,lp2,,
80.82525,9,lp2,,
81.19188,1,j2-3,,
81.19188,6,j2-3,,
81.19188,7,j2-3,,
81.19188,8,j2-3,,
81.19188,9,j2-3,,
81.55851,1,lp3,,
81.55851,6,lp3,,
81.55851,7,lp3,,
81.55851,8,lp3,,
81.55851,9,lp3,,
82.62507,1,j3-2,,
82.62507,2,j3-2,,
82.62507,3,j3-2,,
82.62507,4,j3-2,,
82.62507,5,j3-2,,
82.62507,6,j3-2,,
82.62507,7,j3-2,,
82.62507,8,j3-2,,
82.62507,9,j3-2,,
83.02503,1,j2-3,,
83.02503,2,j2-3,,
83.02503,3,j2-3,,
83.02503,4,j2-3,,
83.02503,5,j2-3,,
83.02503,6,j2-3,,
83.02503,7,j2-3,,
83.02503,8,j2-3,,
83.02503,9,j2-3,,
83.75829,MOT_mc_special_01,scene09,,
84.92484,1,3-4,,
84.92484,2,3-4,,
84.92484,3,3-4,,
84.92484,4,3-4,,
84.92484,5,3-4,,
84.92484,6,3-4,,
84.92484,7,3-4,,
84.92484,8,3-4,,
84.92484,9,3-4,,
85.35813,1,lp4,,
85.35813,7,lp4,,
85.35813,6,lp4,,
85.35813,8,lp4,,
85.35813,9,lp4,,
85.35813,2,lp4,,
85.35813,4,lp4,,
85.35813,5,lp4,,
85.35813,3,lp4,,
85.79142,1,,l1,
85.79142,2,,l1,
85.79142,3,,l1,
85.79142,4,,l1,
85.79142,5,,l1,
85.79142,6,,l1,
85.79142,7,,l1,
85.79142,8,,l1,
85.79142,9,,l1,
86.22471,1,,l2,
86.22471,2,,l2,
86.22471,3,,l2,
86.22471,4,,l2,
86.22471,5,,l2,
86.22471,6,,l2,
86.22471,7,,l2,
86.22471,8,,l2,
86.22471,9,,l2,
86.59134,1,,lb1,
86.59134,2,,lb1,
86.59134,3,,lb1,
86.59134,4,,lb1,
86.59134,5,,lb1,
86.59134,6,,lb1,
86.59134,7,,lb1,
86.59134,8,,lb1,
86.59134,9,,lb1,
86.95797,1,4-2,,
86.95797,7,4-2,,
86.95797,6,4-2,,
86.95797,8,4-1,,
86.95797,9,4-1,,
86.95797,2,4-1,,
86.95797,4,4-3,,
86.95797,5,4-3,,
86.95797,3,4-3,,
87.32459999999999,1,,lb0,
87.32459999999999,2,,lb0,
87.32459999999999,3,,lb0,
87.32459999999999,4,,lb0,
87.32459999999999,5,,lb0,
87.32459999999999,6,,lb0,
87.32459999999999,7,,lb0,
87.32459999999999,8,,lb0,
87.32459999999999,9,,lb0,
87.59124,1,2-1,,
87.59124,7,2-1,,
87.59124,6,2-1,,
87.59124,8,1-3,,
87.59124,9,1-3,,
87.59124,2,1-3,,
87.59124,4,3-1,,
87.59124,5,3-1,,
87.59124,3,3-1,,
88.05785999999999,1,1-2,,
88.05785999999999,7,1-3,,
88.05785999999999,6,1-3,,
88.05785999999999,8,3-2,,
88.05785999999999,9,3-2,,
88.05785999999999,2,3-2,,
88.05785999999999,4,1-4,,
88.05785999999999,5,1-4,,
88.05785999999999,3,1-4,,
88.39116,1,lp2,,
88.39116,7,lp3,,
88.39116,6,lp3,,
88.39116,8,lp2,,
88.39116,9,lp2,,
88.39116,2,lp2,,
88.39116,4,lp4,,
88.39116,5,lp4,,
88.39116,3,lp4,,
88.92443999999999,MOT_mc_light_under_00,rby_in,,
89.3244,1,w2,,
89.3244,6,w3,,
89.3244,9,w2,,
89.3244,4,w4,,
89.3244,3,w4,,
89.3244,2,j2-3,,
89.3244,7,j3-2,,
89.3244,5,j4-3,,
89.3244,8,j2-3,,
89.42439,MOT_control_all,zoom01,,
89.75769,2,3-4,,
89.75769,7,2-4,,
89.75769,5,3-4,,
89.75769,8,3-4,,
90.05766,2,lp4,,
90.05766,7,lp4,,
90.05766,5,lp4,,
90.05766,8,lp4,,
90.39095999999999,2,sj4,,
90.39095999999999,7,sj4,,
90.39095999999999,5,sj4,,
90.39095999999999,8,sj4,,
90.75759,2,sj4,,
90.75759,7,sj4,,
90.75759,5,sj4,,
90.75759,8,sj4,,
91.12422,2,4-2,,
91.12422,7,4-2,,
91.12422,5,4-2,,
91.12422,8,4-2,,
91.45752,2,j2-3,,
91.45752,7,j2-3,,
91.45752,5,j2-3,,
91.45752,8,j2-3,,
91.85748,2,w3,,
91.85748,7,w3,,
91.85748,5,w3,,
91.85748,8,w3,,
92.12411999999999,3,j4-3,,
92.12411999999999,4,j4-3,,
92.12411999999999,6,j3-2,,
92.12411999999999,9,j2-3,,
92.49074999999999,3,3-4,,
92.49074999999999,4,3-4,,
92.49074999999999,6,2-4,,
92.49074999999999,9,3-4,,
92.79072,3,lp4,,
92.79072,4,lp4,,
92.79072,6,lp4,,
92.79072,9,lp4,,
93.22400999999999,3,4-1,,
93.22400999999999,4,4-1,,
93.22400999999999,6,4-1,,
93.22400999999999,9,4-1,,
93.55731,3,j1-2,,
93.55731,4,j1-2,,
93.55731,6,j1-2,,
93.55731,9,j1-2,,
93.9906,3,2-3,,
93.9906,4,2-3,,
93.9906,6,2-3,,
93.9906,9,2-3,,
94.29057,3,lp3,,
94.29057,4,lp3,,
94.29057,6,lp3,,
94.29057,9,lp3,,
94.75719,3,3-1,,
94.75719,4,3-1,,
94.75719,6,3-1,,
94.75719,9,3-1,,
95.09049,3,w1,,
95.09049,4,w1,,
95.09049,6,w1,,
95.09049,9,w1,,
95.49045,3,1-4,,
95.49045,4,1-4,,
95.49045,6,1-4,,
95.49045,9,1-4,,
95.49045,2,3-4,,
95.49045,7,3-4,,
95.49045,5,3-4,,
95.49045,8,3-4,,
95.49045,1,2-4,,
95.52378,MOT_mc_special_01,scene10,,
95.52378,MOT_control_all,zoom02,,
95.75708999999999,1,w4,,
95.75708999999999,2,w4,,
95.75708999999999,3,w4,,
95.75708999999999,4,w4,,
95.75708999999999,5,w4,,
95.75708999999999,6,w4,,
95.75708999999999,7,w4,,
95.75708999999999,8,w4,,
95.75708999999999,9,w4,,
95.75708999999999,1,j4-1,,
95.92374,4,j4-1,,
95.92374,5,j4-1,,
96.09039,3,j4-1,,
96.09039,2,j4-1,,
97.55691,MOT_all,cut3,,
101.6565,MOT_mc_special_01,scene11,,
116.75498999999999,MOT_mc_light_under_00,in,,
