time,lyrics,size
0.00 ,,
10.47 ,星に願いを,
14.06 ,風にプライドのせた時,
18.55 ,今日が消せない　明日が見えるよ,
25.38 ,きっとね…,
29.78 ,,
32.42 ,I wish,
33.53 ,どうしてここにいるの,
36.66 ,教えて下さい　今すぐ,
40.05 ,見えるものが　すべてじゃないのね,
47.78 ,寒さにふるえるから,
51.43 ,腕通すジャケット,
54.57 ,いつの間にか透き通っていって,
58.58 ,希望になってく,
62.38 ,未来の雨が　頬を濡らせば思い出す,
69.553,熱くなれ,
73.146,あの日　あの時,
76.706,星に願いを,
80.297,風にプライドのせた時,
84.793,今日が消せない　明日が見えるよ,
91.042,未来の雨が　街を濡らせば思い出す,
98.228,きらめいて,
101.747,あの日　あの時,
105.306,星に願いを,
108.982,風にプライドのせた時,
113.459,ほらね　小さな願い叶うよ,
120.362,きっとね…,
126.489,,
