time,lyrics,size
00.000,,
03.769,「ハッピー？」「ジャムジャム!!」,
05.739,Yeah...... Let's Dance!,
09.671,,
15.658,腰に手を当て　おしりフリフリ,
19.559,みんなおいでよ　ワンダーランド,
23.425,リズムに乗って　ワン、トゥー、スリー,
26.843,トキメキ　だいすき,
31.916,ハッピー ! ジャムジャム　サイコー !,
34.570,踊ろうよ　いつもの笑顔で,
39.621,ハッピー ! ジャムジャム　ジャンプアップ !,
42.314,飛び出そう,
44.265,ステップ踏めば,
46.157,パラパッパッパパ　パラダイス,
51.292,ジャムジャム !,
54.218,,
55.205,ジャムジャム !,
58.107,,
59.059,ジャムジャム !,
61.997,,
62.891,ジャムジャム !,
65.863,,
66.809,ジャムジャム !,
69.729,,
70.693,ジャムジャム !,
73.630,,
74.582,ジャムジャム !,
77.489,,
78.363,ハッピー ! ジャムジャム　サイコー !,
81.080,踊ろうよ　いつもの笑顔で,
86.130,ハッピー ! ジャムジャム　ジャンプアップ !,
88.824,飛び出そう,
90.635,ステップ踏めば,
92.690,パラパッパッパパ　パラダイス,
94.887,ジャムジャム　サイコー !,
96.568,踊ろうよ　いつもの笑顔で,
101.628,ハッピー ! ジャムジャム　ジャンプアップ !,
104.323,飛び出そう,
106.274,ステップ踏めば,
108.189,パラパッパッパパ　パラダイス,
113.270,Yeah! Yeah! Yeah!,
118.201,,
