id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,213,0,0
2,0,91,,,,0,0
3,1.937046,2,4,4,0,0,0
4,2.421308,2,4,4,0,0,0
5,2.905569,2,2,2,0,0,0
6,3.389831,2,2,2,0,0,0
7,3.874092,1,2,3,0,0,0
8,4.842615,2,2,1,0,1,0
9,4.842615,2,4,5,0,1,0
10,5.326877,2,4,5,0,1,0
11,5.326877,2,2,1,0,1,0
12,5.811138,2,3,2,0,0,0
13,6.2954,2,3,2,0,0,0
14,6.779661,2,4,5,0,1,0
15,6.779661,2,2,1,0,1,0
16,7.263923,2,4,5,0,1,0
17,7.263923,2,2,1,0,1,0
18,7.748184,1,3,4,0,0,0
19,8.716707,1,3,4,0,0,0
20,9.68523,1,3,2,0,0,0
21,10.653753,1,3,2,0,0,0
22,11.622276,1,4,5,0,0,0
23,12.590799,1,4,5,0,0,0
24,13.559322,1,3,4,0,1,0
25,13.559322,1,2,1,0,1,0
26,14.527845,1,3,4,0,1,0
27,14.527845,1,2,1,0,1,0
28,15.496368,1,4,5,0,0,0
29,16.464891,1,3,4,0,0,0
30,17.433414,1,3,3,0,0,0
31,18.401937,1,3,2,0,0,0
32,19.37046,1,2,1,0,0,0
33,20.338983,1,3,2,0,0,0
34,21.307506,1,3,3,0,0,0
35,22.276029,1,2,1,0,1,0
36,22.276029,1,3,4,0,1,0
37,23.244552,1,4,5,0,0,0
38,24.213075,1,3,4,0,0,0
39,25.181598,1,3,3,0,0,0
40,26.150121,1,3,2,0,0,0
41,27.118644,1,2,1,0,1,0
42,27.118644,1,4,5,0,1,0
43,28.087167,1,2,1,0,1,0
44,28.087167,1,4,5,0,1,0
45,29.05569,2,2,1,0,1,0
46,29.05569,2,4,5,0,1,0
47,30.024213,2,4,5,0,1,0
48,30.024213,2,2,1,0,1,0
49,30.992736,1,3,3,0,0,0
50,31.961259,1,3,2,0,1,0
51,31.961259,1,3,4,0,1,0
52,32.929782,2,2,1,0,1,0
53,32.929782,2,4,5,0,1,0
54,33.414044,2,4,5,0,1,0
55,33.414044,2,2,1,0,1,0
56,33.898305,2,3,2,0,1,0
57,33.898305,2,3,4,0,1,0
58,34.382567,2,3,2,0,1,0
59,34.382567,2,3,4,0,1,0
60,34.866828,1,4,5,0,0,0
61,35.35109,1,4,5,0,0,0
62,35.835351,1,4,5,0,0,0
63,36.803874,1,3,4,0,0,0
64,37.772397,1,3,3,0,0,0
65,38.74092,1,2,1,0,0,0
66,39.709443,1,3,2,0,1,0
67,39.709443,1,3,4,0,1,0
68,40.677966,2,2,1,0,1,0
69,40.677966,2,4,5,0,1,0
70,41.162228,2,4,5,0,1,0
71,41.162228,2,2,1,0,1,0
72,41.646489,2,3,2,0,1,0
73,41.646489,2,3,4,0,1,0
74,42.130751,2,3,4,0,1,0
75,42.130751,2,3,2,0,1,0
76,42.615012,1,4,5,0,0,0
77,43.099274,1,4,5,0,0,0
78,43.583535,1,4,5,0,0,0
79,44.552058,1,2,1,0,0,0
80,45.03632,1,2,1,0,0,0
81,45.520581,1,2,1,0,0,0
82,46.489104,1,3,4,0,0,0
83,47.457627,1,3,2,0,0,0
84,48.42615,2,2,1,0,1,0
85,48.42615,2,4,5,0,1,0
86,50.363196,2,4,5,0,1,0
87,50.363196,2,2,1,0,1,0
88,51.331719,2,4,5,0,1,0
89,51.331719,2,2,1,0,1,0
90,51.815981,2,2,1,0,1,0
91,51.815981,2,4,5,0,1,0
92,52.300242,1,3,4,0,0,0
93,53.268765,1,3,2,0,0,0
94,54.237288,1,3,4,0,0,0
95,55.205811,2,4,5,0,1,0
96,55.205811,2,2,1,0,1,0
97,55.690073,2,2,1,0,1,0
98,55.690073,2,4,5,0,1,0
99,56.174334,1,3,2,0,0,0
100,57.142857,1,3,4,0,0,0
101,58.11138,1,3,2,0,0,0
102,59.079903,2,4,5,0,1,0
103,59.079903,2,2,1,0,1,0
104,59.564165,2,2,1,0,1,0
105,59.564165,2,4,5,0,1,0
106,61.016949,1,3,2,0,0,0
107,61.985472,1,3,4,0,0,0
108,62.953995,2,4,5,0,1,0
109,62.953995,2,2,1,0,1,0
110,63.438257,2,2,1,0,1,0
111,63.438257,2,4,5,0,1,0
112,63.922518,1,3,4,0,0,0
113,64.891041,1,3,3,0,0,0
114,65.859564,1,3,2,0,0,0
115,66.828087,2,4,5,0,1,0
116,66.828087,2,2,1,0,1,0
117,67.312349,2,2,1,0,1,0
118,67.312349,2,4,5,0,1,0
119,67.79661,1,3,2,0,0,0
120,68.765133,1,3,3,0,0,0
121,69.733656,1,3,4,0,0,0
122,70.702179,2,4,5,0,1,0
123,70.702179,2,2,1,0,1,0
124,71.186441,2,2,1,0,1,0
125,71.186441,2,4,5,0,1,0
126,71.670702,1,3,4,0,0,0
127,72.639225,1,3,3,0,0,0
128,73.607748,1,3,2,0,0,0
129,74.576271,2,4,5,0,1,0
130,74.576271,2,2,1,0,1,0
131,75.060533,2,2,1,0,1,0
132,75.060533,2,4,5,0,1,0
133,75.544794,1,3,2,0,1,0
134,75.544794,1,3,4,0,1,0
135,76.513317,1,3,2,0,1,0
136,76.513317,1,3,4,0,1,0
137,77.48184,1,3,3,0,0,0
138,78.450363,1,3,2,0,1,0
139,78.450363,1,3,4,0,1,0
140,79.418886,2,2,1,0,1,0
141,79.418886,2,4,5,0,1,0
142,79.903148,2,4,5,0,1,0
143,79.903148,2,2,1,0,1,0
144,80.387409,2,3,2,0,1,0
145,80.387409,2,3,4,0,1,0
146,80.871671,2,3,2,0,1,0
147,80.871671,2,3,4,0,1,0
148,81.355932,1,4,5,0,0,0
149,81.840194,1,4,5,0,0,0
150,82.324455,1,4,5,0,0,0
151,83.292978,1,3,4,0,0,0
152,84.261501,1,3,3,0,0,0
153,85.230024,1,2,1,0,0,0
154,86.198547,1,3,2,0,1,0
155,86.198547,1,3,4,0,1,0
156,87.16707,2,2,1,0,1,0
157,87.16707,2,4,5,0,1,0
158,87.651332,2,4,5,0,1,0
159,87.651332,2,2,1,0,1,0
160,88.135593,2,3,2,0,1,0
161,88.135593,2,3,4,0,1,0
162,88.619855,2,3,4,0,1,0
163,88.619855,2,3,2,0,1,0
164,89.104116,1,4,5,0,0,0
165,89.588378,1,4,5,0,0,0
166,90.072639,1,4,5,0,0,0
167,91.041162,1,2,1,0,0,0
168,91.525424,1,2,1,0,0,0
169,92.009685,1,2,1,0,0,0
170,92.978208,1,3,4,0,0,0
171,93.946731,1,3,2,0,0,0
172,94.915254,2,2,1,0,1,0
173,94.915254,2,4,5,0,1,0
174,95.883777,2,2,1,0,1,0
175,95.883777,2,4,5,0,1,0
176,96.8523,1,4,5,0,0,0
177,97.336562,1,4,5,0,0,0
178,97.820823,1,4,5,0,0,0
179,98.789346,1,3,4,0,0,0
180,99.757869,1,3,3,0,0,0
181,100.726392,1,2,1,0,0,0
182,101.694915,1,3,2,0,1,0
183,101.694915,1,3,4,0,1,0
184,102.663438,2,2,1,0,1,0
185,102.663438,2,4,5,0,1,0
186,103.1477,2,4,5,0,1,0
187,103.1477,2,2,1,0,1,0
188,103.631961,2,3,2,0,1,0
189,103.631961,2,3,4,0,1,0
190,104.116223,2,3,4,0,1,0
