id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,89,0,0
2,0,91,,,,0,0
3,3.178808,1,1,2,0,1,0
4,3.178808,1,4,5,0,1,0
5,4.768212,1,2,1,0,1,0
6,4.768212,1,5,4,0,1,0
7,6.357616,1,4,5,0,1,0
8,6.357616,1,1,2,0,1,0
9,7.94702,1,2,1,0,1,0
10,7.94702,1,5,4,0,1,0
11,8.741722,1,4,5,0,0,0
12,9.536424,1,1,2,0,1,0
13,9.536424,1,5,4,0,1,0
14,11.125828,1,2,1,0,1,0
15,11.125828,1,5,4,0,1,0
16,12.715232,1,5,5,0,0,0
17,14.304636,1,2,2,0,0,0
18,15.89404,1,1,1,0,0,0
19,17.483444,1,4,4,0,0,0
20,19.072848,1,1,1,0,0,0
21,20.662252,1,4,4,0,0,0
22,22.251656,1,1,1,0,0,0
23,23.84106,1,4,4,0,0,0
24,25.430464,1,1,1,0,0,0
25,27.019868,1,5,5,0,0,0
26,28.609272,1,4,4,0,0,0
27,30.198675,1,1,1,0,0,0
28,31.788079,1,4,4,0,0,0
29,33.377483,1,1,1,0,0,0
30,34.966887,1,4,4,0,0,0
31,36.556291,1,3,3,0,0,0
32,38.145695,2,3,3,0,0,0
33,40.529801,2,3,3,0,0,0
34,41.324503,1,4,4,0,0,0
35,42.913907,1,1,1,0,0,0
36,44.503311,1,4,4,0,0,0
37,46.092715,1,1,1,0,0,0
38,47.682119,1,4,4,0,0,0
39,49.271523,1,3,3,0,0,0
40,50.860927,2,3,3,0,0,0
41,53.245033,2,3,3,0,0,0
42,54.039735,2,4,4,0,0,0
43,55.629139,2,4,4,0,0,0
44,57.218543,2,4,4,0,0,0
45,58.807947,2,4,4,0,0,0
46,60.397351,1,4,4,0,0,0
47,61.986755,1,1,1,0,0,0
48,63.576159,1,2,2,0,0,0
49,65.165563,1,5,5,0,0,0
50,66.754967,2,4,4,0,0,0
51,68.344371,2,4,4,0,0,0
52,69.933775,2,4,4,0,0,0
53,71.523179,2,4,4,0,0,0
54,73.112583,1,4,4,0,0,0
55,74.701987,1,1,1,0,0,0
56,76.291391,1,1,2,0,1,0
57,76.291391,1,5,4,0,1,0
58,77.880795,1,1,2,0,1,0
59,77.880795,1,5,4,0,1,0
60,79.470199,1,3,4,0,1,0
61,79.470199,1,3,2,0,1,0
62,81.059603,1,4,4,0,0,0
63,82.649007,1,4,4,0,0,0
64,84.238411,1,2,2,0,0,0
65,85.827815,1,3,4,0,1,0
66,85.827815,1,2,1,0,1,0
67,87.417219,1,2,2,0,0,0
68,89.006623,1,4,4,0,0,0
69,90.596026,1,5,5,0,0,0
70,92.18543,1,3,4,0,1,0
71,92.18543,1,3,2,0,1,0
72,93.774834,1,4,4,0,0,0
73,95.364238,1,4,4,0,0,0
74,96.953642,1,2,2,0,0,0
75,98.543046,1,3,4,0,1,0
76,98.543046,1,3,2,0,1,0
77,100.13245,1,5,5,0,0,0
78,101.721854,1,2,1,0,1,0
79,101.721854,1,3,4,0,1,0
80,103.311258,1,4,5,0,1,0
81,103.311258,1,2,1,0,1,0
82,104.900662,1,4,4,0,0,0
83,106.490066,1,1,1,0,0,0
84,108.07947,1,4,4,0,0,0
85,109.668874,1,1,1,0,0,0
86,111.258278,1,4,4,0,0,0
87,112.847682,1,1,1,0,0,0
88,114.437086,2,2,1,0,1,0
89,114.437086,2,4,5,0,1,0
90,116.02649,2,2,1,0,1,0
91,116.02649,2,4,5,0,1,0
92,120.397351,92,,,,0,0
