time,lyrics,size
0,,
9.5,"(Um, dois, três, êeee ! )",
14.767,,
29.933,ねえキミを待ってたんだずっと,
32.483,迎えにきたよ,
34.467,見せたいものたくさんあるんだ,
38.767,笑わないよ,
40.217,ワタシだってソウ,
41.967,ひとりだった,
45.417,しかめっ面の北風もきっと笑う,
49.9,魔法の歌うたってみよう,
53.583,ホラ,
54.25,レレヤレレヤレヤ,
56.183,レレヤレレヤレヤ,
58.167,ワタシが照らすよ ! ,
62.533,おおげさな声あげて,
66.35,地球の裏側まで,
70.217,好きな色を,
72.15,好きな歌を,
75.067,思いきり叫んでよ,
77.933,太陽は描くのさ,
81.833,12時の物語,
85.7,カエルだって,
87.633,アメンボだって,
89.567,手をつないで,
93.45,キミがどこの誰だってさ,
97.367,かまわないぜ,
101.183,踊ろう,
102.4,ネ ! ,
104.083,,
110.867,踊ろう,
112.067,ネ,
118,,
