time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,1,0
0.348837,Pause,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,0,0
18.139535,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,47,0
20.930233,Oioi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,172,0
21.31907,Pause,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,0,0
021.976744,Oioi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,172,8
23.72093,Oioi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,172,0
83.72093,Oioi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,172,0
99.069767,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,57.33333,0
100.116279,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,172,8
100.465116,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,57.33333,0
101.511628,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,172,8
101.860465,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,57.33333,0
102.906977,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,172,8
103.255814,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,57.33333,0
104.302326,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,172,8
104.651163,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,57.33333,0
105.697674,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,172,8
106.046512,Uhoi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Uhoi,43,0
107.354651,Pause,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
108.488372,Oioi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,172,8
108.837209,Oioi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,172,0
109.126047,Pause,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,0,0
113.023256,Oioi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,172,0
121.395349,Oioi,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Oioi,172,0
121.744186,Pause,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Pause,1,0
130.465116,Bye,5,Random3,Pink01,Blue01,Yellow01,,,,,,,,Bye,350,0
