time,lyrics,size
0,,
13.988245,今日が「またね」って 終わっていくね,
18.922103,みんな手を振って それぞれの帰り道,
25.364053,気になって 少し振り返る,
29.675258,今日を精⼀杯 がんばったかな…？\n（がんばったよねっ ! ）,
36.373202,みんなで歌った あの歌,
41.316512,何気ない会話に笑った　あの笑顔も,
47.937827,ココロのポッケにしまえば,
52.246218,きっといつか キラキラ宝物だよ,
60.902592,グッデイ・グッナイ,
63.632952,今日も楽しかったね,
67.079664,やさしい夜のメロディー,
72.113677,朝には まだ知らないステキが,
80.458349,待っているはず,
83.632952,大丈夫だよ,
85.764471,じゃあね また明日,
91.570366,グッデイ・グッナイ,
94.382157,今日も楽しかったね,
97.828869,やさしい夜のメロディー,
102.77218,朝には まだ知らないステキが,
111.162203,待っているはず,
114.246103,大丈夫だよ,
116.393223,じゃあね また明日,
124.673,,
