2.56641,1,1-2,,,
2.56641,2,1-2,,,
2.56641,3,1-2,,,
2.96637,1,lp2,,,
2.96637,2,lp2,,,
2.96637,3,lp2,,,
3.49965,2,2-3,l1,,
3.9662699999999997,3,2-3,r1,,
4.3328999999999995,1,2-3,,,
4.3328999999999995,2,3-4,,,
4.3328999999999995,3,3-4,,,
4.76619,1,lp3,,,
4.76619,2,lp4,,,
4.76619,3,lp4,,,
5.79942,1,j3-4,,,
6.13272,2,j4-1,,,
6.13272,3,j4-1,,,
6.8659799999999995,1,w4,,,
6.932639999999999,2,1-2,,,
6.932639999999999,3,1-2,,,
7.26594,1,4-1,,,
7.86588,3,w2,,,
7.86588,2,w2,,,
7.9325399999999995,1,1-2,,,
7.9325399999999995,2,2-3,,,
7.9325399999999995,3,2-3,,,
8.365829999999999,1,lp2,,,
8.365829999999999,2,lp3,,,
8.365829999999999,3,lp3,,,
9.599039999999999,2,sp3-4,,,
10.03233,3,sp3-4,,,
10.398959999999999,1,sp2-3,,,
11.23221,1,3-4,,,
11.23221,2,4-1,,,
11.23221,3,4-1,,,
11.6655,MOT_mc_stage_color_00,b-flash,,
11.6655,MOT_mc_light_center_00,in00,,
11.6655,MOT_control_all,in000,,
11.79882,1,j4-1,,,
11.79882,2,1-2,lb0,,
11.79882,3,1-2,rb0,,
12.29877,1,lp1,,,
12.29877,2,lp2,,,
12.29877,3,lp2,,,
12.732059999999999,1,1-2,,,
12.732059999999999,2,2-3,,,
12.732059999999999,3,2-3,,,
13.132019999999999,MOT_control_all,in000_2,,
13.19868,1,2-3,,,
13.19868,2,3-4,,,
13.19868,3,3-4,,,
13.631969999999999,1,lp3,,,
13.631969999999999,2,lp4,,,
13.631969999999999,3,lp4,,,
15.09849,1,3-4,,,
15.09849,2,4-1,,,
15.09849,3,4-1,,,
15.53178,1,j4-1,,,
15.53178,2,1-2,l1,,
15.53178,3,1-2,r1,,
15.9984,1,lp1,,,
15.9984,2,lp2,,,
15.9984,3,lp2,,,
16.36503,1,j1-2,,,
16.36503,2,2-3,l2,,
16.36503,3,2-3,r2,,
16.89831,1,lp2,,,
16.89831,2,lp3,,,
16.89831,3,lp3,,,
18.23151,1,j2-3,,,
18.23151,2,3-4,lb1,,
18.23151,3,3-4,rb1,,
18.6648,1,j3-4,,,
19.09809,2,j4-1,,,
19.164749999999998,3,w4,,,
19.49805,1,j4-1,,,
19.53138,3,j4-1,,,
19.86468,2,j1-2,,,
20.23131,3,j1-2,,,
20.53128,1,j1-2,,,
20.93124,2,w2,,,
20.96457,2,j2-3,,,
21.26454,1,j2-3,,,
21.29787,3,w2,,,
21.397859999999998,3,j2-3,,,
21.631169999999997,2,j3-4,,,
21.997799999999998,3,j3-4,,,
22.197779999999998,1,sp3-4,,,
22.56441,2,sp4-1,,,
22.93104,3,sp4-1,,,
25.29747,1,sj4,,,
25.29747,2,sj1,,,
25.29747,3,sj1,,,
25.59744,MOT_mc_stage_color_00,b-flash,,
25.59744,MOT_mc_light_center_00,l1,,
25.59744,MOT_control_all,in00,,
25.697429999999997,1,4-1,,f1,
25.697429999999997,2,1-2,,f1,
25.697429999999997,3,1-2,,f1,
25.697429999999997,MOT_all,cut1,,
26.064059999999998,1,sj1,,,
26.064059999999998,2,sj2,,,
26.064059999999998,3,sj2,,,
26.39736,1,j1-2,,,
26.39736,2,j2-3,,,
26.39736,3,j2-3,,,
26.697329999999997,MOT_control_all,in00_2,,
26.863979999999998,1,2-3,,b0,
26.863979999999998,2,3-4,,b0,
26.863979999999998,3,3-4,,b0,
27.36393,1,3-4,r1,,
27.36393,2,4-1,lb0,,
27.36393,3,4-1,r2,,
27.76389,1,,r2,,
27.76389,2,,r1,,
27.76389,3,,r3,,
28.16385,1,4-1,,,
28.16385,2,1-2,,,
28.16385,3,1-2,,,
28.56381,1,j1-2,,,
28.56381,2,j2-3,,,
28.56381,3,j2-3,,,
28.9971,1,lp2,,,
28.9971,2,lp3,,,
28.9971,3,lp3,,,
29.730359999999997,1,2-3,rb1,,
29.730359999999997,2,3-4,rb0,,
29.730359999999997,3,3-4,rb2,,
30.130319999999998,1,lp3,,,
30.130319999999998,2,lp4,,,
30.130319999999998,3,lp4,,,
30.563609999999997,1,3-4,rb0,,
30.563609999999997,2,4-1,l1,,
30.563609999999997,3,4-1,rb1,,
30.963569999999997,1,,l1,,
30.963569999999997,2,,l2,,
30.963569999999997,3,,rb0,,
31.363529999999997,1,4-1,,,
31.363529999999997,2,1-2,,,
31.363529999999997,3,1-2,,,
31.763489999999997,1,j1-2,,,
31.763489999999997,2,j2-3,,,
31.763489999999997,3,j2-3,,,
32.230109999999996,1,lp2,,,
32.230109999999996,2,lp3,,,
32.230109999999996,3,lp3,,,
32.79672,1,2-3,lb0,,
32.79672,2,3-4,lb1,,
32.79672,3,3-4,r1,,
33.19668,1,lp3,,,
33.19668,2,lp4,,,
33.19668,3,lp4,,,
33.62997,1,3-4,r1,,
33.62997,2,4-1,lb0,,
33.62997,3,4-1,r2,,
34.02993,1,,r2,,
34.02993,2,,r1,,
34.02993,3,,r3,,
34.42989,1,4-1,,,
34.42989,2,1-2,,,
34.42989,3,1-2,,,
34.82985,1,j1-2,,,
34.82985,2,j2-3,,,
34.82985,3,j2-3,,,
35.3298,1,lp2,,,
35.3298,2,lp3,,,
35.3298,3,lp3,,,
35.929739999999995,1,2-3,rb1,,
35.929739999999995,2,3-4,rb0,,
35.929739999999995,3,3-4,rb2,,
36.329699999999995,1,lp3,,,
36.329699999999995,2,lp4,,,
36.329699999999995,3,lp4,,,
36.89631,3,4-1,rb1,,
37.29627,1,3-4,rb0,,
37.69623,2,4-1,l1,,
37.82955,3,w1,,,
38.09619,1,4-1,l1,,
38.09619,2,1-2,l2,,
38.09619,3,1-2,rb0,,
38.69613,1,,lb0,,
38.69613,2,,lb1,,
38.69613,3,,r1,,
39.02943,3,w2,,,
39.02943,2,w2,,,
39.02943,1,w1,,,
39.196079999999995,1,lp1,,,
39.196079999999995,2,lp2,,,
39.196079999999995,3,lp2,,,
40.362629999999996,MOT_control_all,in01,,
40.829249999999995,2,2-3,,f1,
40.829249999999995,1,1-2,,,
40.829249999999995,3,2-3,,,
40.829249999999995,MOT_all,cut2,,
41.46252,2,3-4,lb0,,
41.76249,3,w3,,,
41.76249,1,w2,,,
41.89581,2,lp4,,,
42.16245,2,4-1,l1,,
42.52908,2,,l2,,
42.9957,2,lp1,,,
43.42899,2,1-2,,,
43.86228,2,lp2,,,
43.995599999999996,2,2-3,,,
44.428889999999996,2,sj3,,,
44.795519999999996,2,lp3,,,
44.9955,2,3-4,,,
45.39546,2,lp4,,,
45.662099999999995,2,4-1,l3,,
46.062059999999995,2,lp1,,,
46.22871,2,w1,l4,,
46.62867,2,lp1,,,
47.295269999999995,2,1-2,lb3,,
47.76189,2,lp2,,,
48.36183,2,2-3,lb2,,
49.02843,2,lp3,,,
49.661699999999996,2,w3,lb1,,
50.061659999999996,2,lp3,,,
50.29497,2,3-4,,,
50.6616,2,lp4,,,
51.09489,2,w4,l2,,
51.52818,2,lp4,,,
51.96147,2,4-1,,,
52.3281,2,lp1,,,
53.02803,MOT_control_all,in02,,
54.02793,1,2-3,,f1,
54.02793,2,1-2,,b0,
54.02793,MOT_all,cut3,,
54.49455,1,3-4,,,
54.961169999999996,2,w2,,,
55.027829999999994,1,j4-1,,,
55.56111,1,lp1,,,
55.861079999999994,1,1-2,r1,,
56.29437,1,,r2,,
56.69433,1,lp2,,,
57.060959999999994,1,sp2-3,,,
57.760889999999996,1,sj3,,,
58.260839999999995,1,w3,,,
58.46082,1,3-4,rb1,,
58.96077,1,lp4,,,
59.22741,1,4-1,rb0,,
59.76069,1,j1-2,,,
60.227309999999996,1,2-3,l1,,
60.76059,1,,l2,,
61.16055,1,j3-4,,,
61.69383,1,lp4,,,
61.9938,1,4-1,lb1,,
62.56041,1,sp1-2,,,
63.093689999999995,1,2-3,lb0,,
63.860279999999996,1,3-4,,,
64.22691,1,sj4,,,
64.72686,1,4-1,,,
65.19348,1,j1-2,,,
65.9934,MOT_control_all,in03,,
66.02673,1,sp2-3,,,
66.62666999999999,1,sj3,,,
66.95997,1,3-4,,b0,
66.95997,3,3-4,,f1,
66.95997,MOT_all,cut4,,
67.39326,3,4-1,,,
67.79321999999999,3,j1-2,,,
67.89321,1,w4,,,
68.45982,3,2-3,rb0,,
69.05976,3,,l1,,
69.39305999999999,3,w3,,,
69.55971,3,sp3-4,,,
70.12631999999999,3,sj4,,,
70.62626999999999,3,w4,,,
70.79292,3,4-1,lb0,,
71.29287,3,,r1,,
71.72616,3,w1,,,
71.89281,3,1-2,,,
72.25944,3,j2-3,,,
72.85938,3,3-4,r2,,
73.35933,MOT_control_all,in04,,
73.52597999999999,3,,rb1,,
73.79262,3,w4,,,
74.29257,3,4-1,,b0,
74.29257,2,2-3,,f1,
74.29257,MOT_all,cut5,,
74.69252999999999,2,3-4,,,
75.05915999999999,2,lp4,,,
75.22581,3,w1,,,
75.35913,MOT_control_all,in05,,
75.35913,2,4-1,,,
75.69243,2,sj1,,,
75.85907999999999,1,4-1,,f1,
75.85907999999999,MOT_all,cut6,,
76.19238,2,w1,,,
76.22570999999999,1,1-2,,,
76.69233,1,2-3,,,
77.09228999999999,1,j3-4,,,
77.25894,MOT_control_all,in06,,
77.39226,3,1-2,,f1,
77.39226,2,1-2,,,
77.39226,1,4-1,,,
77.39226,MOT_all,cut7,,
77.9922,3,2-3,,,
77.9922,2,2-3,,,
77.9922,1,1-2,,,
78.42549,3,3-4,r2,,
78.42549,2,3-4,l3,,
78.42549,1,2-3,,,
78.9921,1,sj3,,,
78.9921,2,sj4,,,
78.9921,3,sj4,,,
79.39206,1,j3-4,,,
79.39206,2,j4-1,,,
79.39206,3,j4-1,,,
79.89201,1,4-1,,,
79.89201,2,1-2,,,
79.89201,3,1-2,,,
80.3253,1,lp1,,,
80.3253,2,lp2,,,
80.3253,3,lp2,,,
