time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,1,1,1,,,,12,0.54
0,2,2,1,,,,-12,0.54
0,3,3,1,,,,12,0.54
0,4,4,1,,,,-12,0.54
5.601,1,1,1,,,,12,0.75
5.601,2,2,1,,,,-12,0
8.144,1,1,1,,,,12,0
8.144,2,2,1,,,,-12,0.75
16.695,1,1,1,,,,9,0.75
16.695,2,2,1,,,,-9,0
19.843,1,1,1,,,,9,0
19.843,2,2,1,,,,-9,0.75
20.918,1,1,1,,,,9,0.75
20.918,2,2,1,,,,-9,0
22.642,1,1,1,,,,9,0.54
22.642,2,2,1,,,,-9,0.54
27.054,1,1,1,,,,9,0
27.054,2,2,1,,,,-9,0.75
28.205,1,1,1,,,,9,0.75
28.205,2,2,1,,,,-9,0
29.268,1,1,1,,,,9,0
29.268,2,2,1,,,,-9,0.75
31.01,1,1,1,,,,9,0.54
31.01,2,2,1,,,,-9,0.54
35.075,1,1,1,,,,9,0.75
35.075,2,2,1,,,,-9,0
42.949,1,1,1,,,,9,0
42.949,2,2,1,,,,-9,0.75
43.796,1,1,1,,,,9,0.75
43.796,2,2,1,,,,-9,0
44.807,1,1,1,,,,9,0
44.807,2,2,1,,,,-9,0.75
45.861,1,1,1,,,,9,0.75
45.861,2,2,1,,,,-9,0
46.901,1,1,1,,,,9,0
46.901,2,2,1,,,,-9,0.75
48.188,1,1,1,,,,9,0.54
48.188,2,2,1,,,,-9,0.54
60.321,1,1,1,,,,9,0.75
60.321,2,2,1,,,,-9,0
62.499,1,1,1,,,,9,0.54
62.499,2,2,1,,,,-9,0.54
64.455,1,1,1,,,,9,0
64.455,2,2,1,,,,-9,0.75
65.668,1,1,1,,,,9,0.54
65.668,2,2,1,,,,-9,0.54
77.229,1,1,1,,,,9,0
77.229,2,2,1,,,,-9,0.75
82.362,1,1,1,,,,9,0.75
82.362,2,2,1,,,,-9,0
83.42,1,1,1,,,,9,0
83.42,2,2,1,,,,-9,0.75
84.449,1,1,1,,,,9,0.75
84.449,2,2,1,,,,-9,0
85.752,1,1,1,,,,9,0.54
85.752,2,2,1,,,,-9,0.54
88.479,3,3,1,,,,13,0.75
88.479,4,4,1,,,,-13,0
91.511,3,3,1,,,,13,0
91.511,4,4,1,,,,-13,0.75
