0.03333,MOT_mc_light_up_00,l3,,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
1.63317,MOT_mc_stage_color_00,r-flash,,
2.23311,1,sj1,,
2.23311,2,sj1,,
2.73306,2,w1,,
2.73306,1,w1,,
2.83305,1,sj1,,
2.83305,2,sj1,,
3.3329999999999997,2,w1,,
3.3329999999999997,1,w1,,
3.5663099999999996,MOT_mc_stage_color_00,y-flash,,
3.6662999999999997,1,j1-2,,
3.6662999999999997,2,j1-2,,
4.1329199999999995,1,sj2,,
4.1329199999999995,2,sj2,,
4.63287,2,w2,,
4.63287,1,w2,,
4.93284,1,j2-3,,
4.93284,2,j2-3,,
5.36613,MOT_mc_stage_color_00,b-flash,,
5.43279,1,sj3,,
5.43279,2,sj3,,
5.89941,1,j3-4,,
5.89941,2,j3-4,,
6.39936,1,sj4,,
6.39936,2,sj4,,
6.89931,2,w4,,
6.89931,1,w4,,
6.932639999999999,1,j4-1,,
6.932639999999999,2,j4-1,,
7.26594,MOT_mc_stage_color_00,r-flash,,
7.39926,1,lp1,,
7.39926,2,lp1,,
8.765789999999999,1,j1-2,,
8.765789999999999,2,j1-2,,
9.09909,MOT_mc_stage_color_00,r-flash,,
9.16575,MOT_mc_speaker_00,l1,,
9.16575,1,lp2,,
9.16575,2,lp2,,
9.83235,MOT_mc_light_up_00,l2,,
10.63227,1,2-3,,
10.63227,2,2-3,,
11.03223,1,lp3,,
11.03223,2,lp3,,
12.432089999999999,1,sj3,,
12.432089999999999,2,sj3,,
12.76539,MOT_mc_stage_color_00,r-flash,,
12.89871,MOT_mc_light_under_00,l2,,
12.89871,1,j3-4,,
12.89871,2,j3-4,,
13.36533,1,j4-1,,
13.36533,2,j4-1,,
13.731959999999999,1,lp1,,
13.731959999999999,2,lp1,,
14.39856,1,1-2,,
14.39856,2,1-2,,
14.765189999999999,1,2-3,,
14.765189999999999,2,2-3,,
15.09849,1,sj3,,
15.09849,2,sj3,,
15.43179,1,lp3,,
15.43179,2,lp3,,
16.26504,1,3-4,l1,
16.26504,2,3-4,l1,
16.63167,1,4-1,lb0,
16.63167,2,4-1,lb0,
17.03163,1,j1-2,,
17.03163,2,j1-2,,
17.43159,1,lp2,,
17.43159,2,lp2,,
18.19818,1,j2-3,,
18.19818,2,j2-3,,
18.83145,1,j3-4,,
18.83145,2,j3-4,,
19.198079999999997,1,4-1,,
19.198079999999997,2,4-1,,
19.53138,1,1-2,,
19.53138,2,1-2,,
19.83135,2,2-3,,f1
20.09799,MOT_mc_stage_color_00,b-flash,,
