time,lyrics,size
0.00 ,,
20.167 ,まだまだ成長期だよ　オレたちは敏感で,
27.217 ,"多感な Every day, Every Night",
32.817 ,ハメ外すけど,
34.950 ,複雑すぎる　世の中の仕組みアレやコレ,
41.983 ,理解する程　わからないコトが増えます,
49.950 ,オレのキックと,
51.733 ,アタシのダンス,
53.633 ,コンビネーション,
55.017 ,最高の二人で　叶えるしかない,
59.117 ,なんでもやれちゃうね,
60.817 ,夢にはばたけ　さぁ　行こう !,
66.333 ,ライバルだけど\nパパはいってたの「梨沙はできる ! 」って,
70.017 ,おんなじゴールへ　おんなじ瞬間を,
73.483 ,走り出すよ　夜明け前の街を　朝陽に向かって,
81.100 ,ライバルだから\n絶対負けない ! ステージの上,
84.700 ,手加減無しで,
86.583 ,逆転のシュート　決めてみせる,
90.100 ,最高の笑顔で　応援（エール）に応える,
95.867 ,ライバル同士,
99.517 ,ぶつかりながら　限界は無い !,
104.817 ,どこまでも二人,
108.783 ,ビートシューター輝け,
116.017 ,,
