time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0.1,,1,,BUS_0007,0,0.1,,
0.2,,2,,MasterOut,0,1,,
0.3,,2,,BUS_0007,0,0.1,,
0.4,,3,,MasterOut,0,1,,
0.5,,3,,BUS_0007,0,0.1,,
0.6,,4,,MasterOut,0,1,,
0.7,,4,,BUS_0007,0,0.1,,
0.8,,5,,MasterOut,0,1,,
0.9,,5,,BUS_0007,0,0.1,,
1,1,1,1,,,,0,0
1.1,2,2,1,,,,0,0.78
1.2,3,3,1,,,,0,0
1.3,4,4,1,,,,0,0
1.4,5,5,1,,,,0,0
1.5,6,6,1,,,,0,0
1.6,7,6,1,,,,0,0.54
1.7,8,6,1,,,,0,0
1.8,9,6,1,,,,0,0.54
28.742,2,2,1,,,,0,0
28.742,3,3,1,,,,0,0.78
35.12,3,3,1,,,,0,0
35.12,4,4,1,,,,0,0.78
42.452,4,4,1,,,,0,0
42.452,5,5,1,,,,0,0.78
49.325,5,5,1,,,,0,0
49.325,1,1,1,,,,0,0.78
55.858,1,1,1,,,,0,0
55.858,2,2,1,,,,-12,0.55
55.858,3,3,1,,,,12,0.55
59.379,2,2,1,,,,0,0
59.379,3,3,1,,,,0,0
59.379,4,4,1,,,,-12,0.55
59.379,5,5,1,,,,12,0.55
62.548,4,4,1,,,,0,0
62.548,5,5,1,,,,0,0
62.548,1,1,1,,,,0,0.78
64.372,7,6,1,,,,0,0
64.372,9,6,1,,,,0,0
64.372,6,6,1,,,,0,0.54
64.372,8,6,1,,,,0,0.54
64.683,1,1,1,,,,0,0.53
64.683,2,2,1,,,,-9,0.39
64.683,3,3,1,,,,9,0.39
64.683,4,4,1,,,,-18,0.3
64.683,5,5,1,,,,18,0.3
