time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,0,,
0,,2,,BUS_0007,0,0,,
0,,3,,MasterOut,0,0,,
0,,3,,BUS_0007,0,0,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,,6,,MasterOut,0,1,,
0,,6,,BUS_0007,0,0.1,,
0.1,1,1,1,,,,0,0.78
0.2,2,2,1,,,,0,0.78
0.3,3,3,1,,,,0,0.78
0.4,4,4,1,,,,0,0
0.5,5,5,1,,,,-18,0.38
0.6,6,6,1,,,,18,0.38
29.056,,1,,MasterOut,0.05,0,,
29.056,,1,,BUS_0007,0.2,0,,
29.26,,3,,MasterOut,0,1,,
29.26,,3,,BUS_0007,0,0.1,,
36.144,,3,,MasterOut,0.05,0,,
36.144,,3,,BUS_0007,0.2,0,,
36.46,,2,,MasterOut,0,1,,
36.46,,2,,BUS_0007,0,0.1,,
43.675,,1,,MasterOut,0,1,,
43.675,,1,,BUS_0007,0,0.1,,
43.675,,3,,MasterOut,0,1,,
43.675,,3,,BUS_0007,0,0.1,,
43.675,1,1,1,,,,0,0.54
43.675,2,2,1,,,,-18,0.4
43.675,3,3,1,,,,18,0.4
50.548,,2,,MasterOut,0.05,0,,
50.548,,2,,BUS_0007,0.2,0,,
50.548,,3,,MasterOut,0.05,0,,
50.548,,3,,BUS_0007,0.2,0,,
51.247,1,1,1,,,,0,0.78
50.052,5,5,1,,,,0,0
50.052,4,4,1,,,,-18,0.38
52.802,1,1,1,,,,0,0
52.802,2,2,1,,,,0,0.78
52.802,,2,,MasterOut,0,1,,
52.802,,2,,BUS_0007,0,0.1,,
53.856,6,6,1,,,,0,0
53.856,4,4,1,,,,18,0.38
53.856,5,5,1,,,,-18,0.38
54.666,2,2,1,,,,0,0
54.666,3,3,1,,,,0,0.78
54.666,,3,,MasterOut,0,1,,
54.666,,3,,BUS_0007,0,0.1,,
57.092,4,4,1,,,,0,0.31
57.092,5,4,1,,,,-18,0.23
57.092,6,5,1,,,,18,0.23
58.148,1,1,1,,,,0,0.54
58.148,2,2,1,,,,-18,0.4
58.148,3,3,1,,,,18,0.4
76.032,1,1,1,,,,0,0.78
76.032,2,2,1,,,,0,0
76.032,3,3,1,,,,0,0
82.343,1,1,1,,,,0,0.54
82.343,2,2,1,,,,-18,0.4
82.343,3,3,1,,,,18,0.4
90.424,1,1,1,,,,0,0
90.424,2,2,1,,,,0,0.78
90.424,3,3,1,,,,0,0
93.497,2,2,1,,,,0,0
93.497,1,1,1,,,,0,0.78
96.904,1,1,1,,,,0,0
96.904,3,3,1,,,,0,0.78
99.897,1,1,1,,,,0,0.54
99.897,2,2,1,,,,-18,0.4
99.897,3,3,1,,,,18,0.4
