0.03333,MOT_all,cut1,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,,,,D80
0.03333,2,,,,D80
0.03333,3,,,,D80
0.03333,4,,,,D80
0.03333,5,,,,D80
3.09969,MOT_control_all,zoom01,,
3.16635,1,,,,D60
3.16635,2,,,,D60
3.16635,3,,,,D60
3.16635,4,,,,D60
3.16635,5,,,,D60
3.26634,MOT_mc_stage_color_00,r-flash,,
3.26634,MOT_mc_bg_black_00,b80-65,,
3.26634,MOT_mc_back_00,l1,,
3.26634,MOT_mc_special_01,l4,,
3.39966,4,1-2,,f1,L0
3.39966,2,sort,-500,
3.89961,4,2-3,,,
4.2329099999999995,4,lp3,,,
4.49955,4,j3-4,,,
4.899509999999999,4,lp4,,,
6.73266,4,,,,D60
6.83265,MOT_control_all,zoom02,,
6.9993,MOT_mc_stage_color_00,b-flash,,
6.9993,MOT_mc_special_01,l5,,
7.132619999999999,5,1-2,,f1,L0
7.132619999999999,4,,,b0,D80
7.132619999999999,3,sort,-500,
7.56591,5,2-3,,,
8.09919,5,j3-4,,,
8.465819999999999,5,lp4,,,
10.43229,5,,,,D60
10.56561,MOT_control_all,zoom03,,
10.63227,MOT_mc_stage_color_00,b-flash,,
10.63227,MOT_mc_special_01,l1,,
10.76559,1,1-2,,f1,L0
10.76559,5,,,b0,D80
10.76559,2,sort,-500,
10.76559,3,sort,-500,
11.16555,1,2-3,,,
11.6655,1,j3-4,,,
12.06546,1,lp4,,,
13.965269999999999,MOT_control_all,zoom04,,
14.165249999999999,MOT_mc_stage_color_00,r-flash,,
14.165249999999999,MOT_mc_special_01,l2l3,,
14.23191,2,1-2,,f1,L0
14.23191,3,1-2,,f1,L0
14.23191,1,4-1,,b0,D80
14.23191,1,sort,-500,
14.23191,4,sort,-500,
14.23191,5,sort,-500,
14.765189999999999,2,2-3,,,
14.765189999999999,3,2-3,,,
15.13182,2,j3-4,,,
15.13182,3,j3-4,,,
15.165149999999999,1,w1,,,
15.59844,2,lp4,,,
15.59844,3,lp4,,,
16.56501,1,1-2,,,L0
16.56501,4,4-1,,,L0
16.56501,5,4-1,,,L0
16.89831,1,lp2,,,
16.89831,4,lp1,,,
16.89831,5,lp1,,,
17.29827,1,2-3,,,
17.29827,2,4-1,,,
17.29827,3,4-1,,,
17.29827,4,1-2,,,
17.29827,5,1-2,,,
17.6649,1,lp3,,,
17.6649,2,lp1,,,
17.6649,3,lp1,,,
17.6649,4,lp2,,,
17.6649,5,lp2,,,
18.06486,1,3-4,,,
18.06486,2,1-2,,,
18.06486,3,1-2,,,
18.06486,4,2-3,,,
18.06486,5,2-3,,,
18.43149,1,lp4,,,
18.43149,2,lp2,,,
18.43149,3,lp2,,,
18.43149,4,lp3,,,
18.43149,5,lp3,,,
19.86468,MOT_control_all,zoom05,,
19.89801,1,4-1,,,D40
19.89801,2,2-3,,b0,D40
19.89801,3,2-3,,b0,D40
19.89801,4,3-4,,,D40
19.89801,5,3-4,,f1,
19.89801,3,sort,-500,
20.06466,MOT_mc_stage_color_00,r-flash,,
20.06466,MOT_mc_bg_black_00,b65-45,,
20.06466,MOT_mc_back_00,l2,,
20.06466,MOT_mc_special_01,stay,,
20.197979999999998,5,j4-1,,,
20.597939999999998,5,lp1,,,
20.83125,4,w4,,,
20.83125,3,w3,,,
20.83125,2,w3,,,
20.83125,1,w1,,,
20.83125,5,sp1-2,l1,,
22.09779,5,sj2,,,
22.431089999999998,5,2-3,lb0,,
22.797719999999998,5,lp3,,,
23.16435,5,j3-4,,,
23.630969999999998,5,4-1,r1,,
23.96427,5,lp1,,,
24.16425,5,1-2,,,
24.56421,5,j2-3,,,
