time,lyrics,size
0,,
1.933,今　風を受け止めて,
4.967,進もう,
5.9,真っ白な地図を広げて,
9.917,キラキラの新世界,
13.483,水飛沫をあげて,
16.15,Let's Sail Away !!!,
21.317,,
25.617,旅立ちの空は,
28.35,『楽しい』がブルーを　塗り替えてレインボー,
33.3,憧れの大海原,
37.233,いよいよ始まる My Story,
41.15,コンパスの針（何時？）,
43.183,12時　ピッタリ（I See）,
44.933,やっぱり目的地はステージ !,
48.817,ニコニコ照らす太陽に,
52.25,負けないくらいスマイルがいいよね !,
58.4,今　風に運ばれて　わたし,
62.5,こんな遠くまで来れたよ,
66.45,目指す場所は　ただ　ひ・と・つ,
69.817,憧れのきらめきまで,
73.233,だから,
74,今　風を声にして　歌おう,
78.167,水平線の向こうまで,
82,ワクワクは別次元,
85.717,楽しみにしててね,
88.35,Let's Sail Away !!!,
92.367,,
93.95,わたし　今　風に包まれ,
99.567,あなたの声を感じたの,
103.483,いつも　そばにいてくれた,
106.933,喜びを伝えなくちゃ,
111.283,誰も知らない　わたしを,
116.983,見せてあげるからね,
119.567,Let's Sail Away !!!,
123.15,,
