0.03333,MOT_mc_bg_black_00,seat100-0,,
3.3329999999999997,MOT_mc_stage_color_00,b-flash,,
3.3329999999999997,MOT_mc_speaker_00,temp4,,
3.3329999999999997,1,,,,D20
3.3329999999999997,2,,,,D20
3.3329999999999997,3,,,,D20
3.3329999999999997,4,,,,D20
3.3329999999999997,5,,,,D20
3.3329999999999997,1,1-2,,,
3.3329999999999997,2,1-2,,,
3.3329999999999997,3,1-2,,,
3.3329999999999997,4,1-2,,,
3.3329999999999997,5,1-2,,,
4.26624,5,w2,,,
4.26624,4,w2,,,
4.26624,3,w2,,,
4.26624,2,w2,,,
4.26624,1,w2,,,
5.13282,1,2-3,,,
5.13282,2,2-3,,,
5.13282,3,2-3,,,
5.13282,4,2-3,,,
5.13282,5,2-3,,,
5.16615,MOT_mc_stage_color_00,b-flash,,
6.066059999999999,5,w3,,,
6.066059999999999,4,w3,,,
6.066059999999999,3,w3,,,
6.066059999999999,2,w3,,,
6.066059999999999,1,w3,,,
6.83265,1,3-4,,,
6.83265,2,3-4,,,
6.83265,3,3-4,,,
6.83265,4,3-4,,,
6.83265,5,3-4,,,
6.8659799999999995,MOT_mc_stage_color_00,b-flash,,
7.76589,5,w4,,,
7.76589,4,w4,,,
7.76589,3,w4,,,
7.76589,2,w4,,,
7.76589,1,w4,,,
8.365829999999999,5,4-1,,,
8.465819999999999,MOT_mc_stage_color_00,b-flash,,
8.565809999999999,3,4-1,,,
8.765789999999999,1,4-1,,,
8.96577,2,4-1,,,
9.16575,4,4-1,,,
9.29907,5,w1,,,
9.39906,1,1-2,,,
9.39906,2,1-2,,,
9.39906,3,1-2,,,
9.39906,4,1-2,,,
9.39906,5,1-2,,,
9.46572,MOT_mc_stage_color_00,b-flash,,
9.799019999999999,1,2-3,,,
9.799019999999999,2,2-3,,,
9.799019999999999,3,2-3,,,
9.799019999999999,4,2-3,,,
9.799019999999999,5,2-3,,,
10.298969999999999,1,j3-4,,,
10.298969999999999,2,j3-4,,,
10.298969999999999,3,j3-4,,,
10.298969999999999,4,j3-4,,,
10.298969999999999,5,j3-4,,,
10.398959999999999,MOT_mc_stage_color_00,b-flash,,
11.36553,5,w4,,,
11.36553,4,w4,,,
11.36553,3,w4,,,
11.36553,2,w4,,,
11.36553,1,w4,,,
11.9988,1,4-1,,,
11.9988,2,4-1,,,
11.9988,3,4-1,,,
11.9988,4,4-1,,,
11.9988,5,4-1,,,
12.132119999999999,MOT_mc_stage_color_00,b-flash,,
12.332099999999999,1,lp1,,,
12.332099999999999,2,lp1,,,
12.332099999999999,3,lp1,,,
12.332099999999999,4,lp1,,,
12.332099999999999,5,lp1,,,
14.565209999999999,1,j1-2,,,
14.565209999999999,2,j1-2,,,
14.565209999999999,3,j1-2,,,
14.59854,MOT_mc_stage_color_00,b-flash,,
14.89851,4,j1-2,,,
14.89851,5,j1-2,,,
14.965169999999999,MOT_mc_stage_color_00,r-flash,,
15.43179,1,2-3,,,
15.43179,2,2-3,l1,,
15.43179,3,2-3,r1,,
15.43179,4,2-3,l1,,
15.43179,5,2-3,r1,,
15.565109999999999,MOT_mc_bg_black_00,b65-45,,
15.565109999999999,MOT_mc_speaker_00,temp2,,
15.565109999999999,MOT_mc_light_up_00,l1,,
15.565109999999999,MOT_mc_light_center_00,l1,,
15.565109999999999,MOT_mc_light_under_00,l3,,
15.59844,MOT_mc_stage_color_00,b-flash,,
16.03173,1,3-4,,,
16.03173,4,3-4,,,
16.03173,5,3-4,,,
16.23171,MOT_mc_stage_color_00,y-flash,,
16.36503,3,w3,,,
16.36503,2,3-4,,,
16.36503,3,3-4,,,
16.731659999999998,1,4-1,,,
16.731659999999998,2,4-1,,,
16.731659999999998,3,4-1,,,
16.731659999999998,4,4-1,,,
16.731659999999998,5,4-1,,,
16.89831,MOT_mc_stage_color_00,r-flash,,
17.6649,5,w1,,,
17.6649,4,w1,,,
17.6649,3,w1,,,
17.6649,2,w1,,,
17.6649,1,w1,,,
18.13152,2,j1-2,,,
18.13152,4,j1-2,,,
18.164849999999998,MOT_mc_stage_color_00,b-flash,,
18.46482,3,j1-2,,,
18.46482,5,j1-2,,,
18.564809999999998,MOT_mc_stage_color_00,b-flash,,
18.89811,1,1-2,,,
19.06476,MOT_mc_stage_color_00,y-flash,,
19.198079999999997,4,w2,,,
19.198079999999997,2,w2,,,
19.26474,2,2-3,,,
19.26474,3,2-3,,,
19.26474,4,2-3,,,
19.26474,5,2-3,,,
19.6647,MOT_mc_stage_color_00,b-flash,,
19.6647,1,2-3,,,
19.6647,2,3-4,lb0,,
19.6647,3,3-4,rb0,,
19.6647,4,3-4,lb0,,
19.6647,5,3-4,rb0,,
20.09799,1,j3-4,,,
20.09799,2,j4-1,,,
20.09799,3,j4-1,,,
20.09799,4,j4-1,,,
20.09799,5,j4-1,,,
20.29797,MOT_mc_stage_color_00,y-flash,,
21.16455,5,w1,,,
21.16455,4,w1,,,
21.16455,3,w1,,,
21.16455,2,w1,,,
21.16455,1,w4,,,
21.53118,4,1-2,,,
21.53118,5,1-2,,,
21.56451,MOT_mc_stage_color_00,b-flash,,
21.93114,1,4-1,,,
21.93114,2,1-2,,,
21.93114,3,1-2,,,
21.997799999999998,MOT_mc_stage_color_00,b-flash,,
22.36443,2,2-3,l1,,
22.36443,3,2-3,r1,,
22.46442,5,w2,,,
22.46442,4,w2,,,
22.46442,MOT_mc_stage_color_00,r-flash,,
22.69773,4,2-3,l1,,
22.69773,5,2-3,r1,,
22.86438,1,w1,,,
23.06436,1,sp1-2,,,
23.06436,2,sp3-4,,,
23.06436,3,sp3-4,,,
23.06436,4,sp3-4,,,
23.06436,5,sp3-4,,,
23.09769,MOT_mc_stage_color_00,b-flash,,
23.76429,1,j2-3,,,
23.76429,2,j4-1,,,
23.76429,3,j4-1,,,
23.76429,4,j4-1,,,
23.76429,5,j4-1,,,
