time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.53
0,2,2,1,,,,-12,0.39
0,3,3,1,,,,12,0.39
0,4,4,1,,,,0,0
0,5,5,1,,,,0,0
34.258,1,1,1,,,,0,0
34.258,2,2,1,,,,0,0
34.258,3,3,1,,,,12,0.39
34.258,4,4,1,,,,-12,0.39
34.258,5,5,1,,,,0,0.53
39.588,3,3,1,,,,0,0.53
39.588,4,4,1,,,,-12,0.39
39.588,5,5,1,,,,12,0.39
45.696,1,1,1,,,,0,0
45.696,2,2,1,,,,-12,0.39
45.696,3,3,1,,,,0,0
45.696,4,4,1,,,,0,0.53
45.696,5,5,1,,,,12,0.39
51.507,3,3,1,,,,-12,0.39
51.507,4,4,1,,,,0,0.53
51.507,5,5,1,,,,12,0.39
56.944,1,1,1,,,,0,0.53
56.944,2,2,1,,,,-9,0.39
56.944,3,3,1,,,,9,0.39
56.944,4,4,1,,,,-18,0.3
56.944,5,5,1,,,,18,0.3
78.604,1,1,1,,,,0,0
78.604,2,2,1,,,,0,0
78.604,3,3,1,,,,12,0.54
78.604,4,4,1,,,,0,0
78.604,5,5,1,,,,-12,0.54
81.207,2,2,1,,,,-12,0.54
81.207,3,3,1,,,,0,0
81.207,4,4,1,,,,12,0.54
81.207,5,5,1,,,,0,0
83.769,1,1,1,,,,0,0.53
83.769,2,2,1,,,,-9,0.39
83.769,3,3,1,,,,9,0.39
83.769,4,4,1,,,,-18,0.3
83.769,5,5,1,,,,18,0.3
