time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.78
0,2,2,1,,,,0,0
0,3,3,1,,,,0,0
0,4,4,1,,,,0,0
0,5,5,1,,,,0,0
34.258,1,1,1,,,,0,0
34.258,5,5,1,,,,0,0.78
39.588,5,5,1,,,,0,0
39.588,3,3,1,,,,0,0.78
45.696,3,3,1,,,,0,0
45.696,4,4,1,,,,0,0.78
51.507,4,4,1,,,,0,0
51.507,2,2,1,,,,0,0.78
56.944,1,1,1,,,,0,0.53
56.944,2,2,1,,,,-9,0.39
56.944,3,3,1,,,,9,0.39
56.944,4,4,1,,,,-18,0.3
56.944,5,5,1,,,,18,0.3
