time,lyrics,size
0.00 ,,
2.500 ,いつか見つけられるよね　AnemoneStar,
9.517,"-All I met you has changed..-",
12.333,"-If I don't understanding-",
15.150,"-But you call me, I trust you.-",
17.800,"-I want to go to find with you...-",
20.557,,
21.317 ,現実が迷ってた　出口のない迷路？,
32.400 ,灰色に曇った空も　蒼く晴れたらいいね,
42.917,綺麗な嘘はいらないよ,
48.617,夢のような本物だけ見つめてたい,
54.217,どこまでも　どこまでも　追いかけていくから,
59.650,心に触れるあの瞬間を,
65.350,何も分からないまま走ってるけど,
70.683,いつか見つけられるよね　信じてる,
79.319,,
87.317,いつまでも　いつまでも　歌い続けるから,
92.900,心に触れるこの瞬間を,
98.267,あの日あなたがくれた言葉　今も,
103.917,抱きしめて歌ってる　AnemoneStar,
109.517,"抱きしめて歌ってる　AnemoneStar\n-All I met you has changed..-",
112.417,"-If I don't understanding-",
115.033,"-But you call me, I trust you.-",
119.090,,
