time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,0,,
0,,5,,BUS_0007,0,0,,
0,1,1,1,,,,0,0.53
0,2,2,1,,,,-18,0.39
0,3,3,1,,,,18,0.39
0,4,4,1,,,,0,0.78
0,5,5,1,,,,0,0.78
18.596,,4,,MasterOut,0.05,0,,
18.596,,4,,BUS_0007,0.2,0,,
18.596,,5,,MasterOut,0,1,,
18.596,,5,,BUS_0007,0,0.1,,
26.662,,2,,MasterOut,0.05,0,,
26.662,,2,,BUS_0007,0.2,0,,
26.662,,3,,MasterOut,0.05,0,,
26.662,,3,,BUS_0007,0.2,0,,
26.662,1,1,1,,,,0,0.78
42.417,,1,,MasterOut,0.05,0,,
42.417,,1,,BUS_0007,0.2,0,,
42.722,,2,,MasterOut,0,1,,
42.722,,2,,BUS_0007,0,0.1,,
42.722,2,2,1,,,,0,0.78
52.41,,2,,MasterOut,0.05,0,,
52.41,,2,,BUS_0007,0.2,0,,
52.622,,3,,MasterOut,0,1,,
52.622,,3,,BUS_0007,0,0.1,,
52.622,3,3,1,,,,0,0.78
65.5,,3,,MasterOut,0.05,0,,
65.5,,3,,BUS_0007,0.2,0,,
66.393,,1,,MasterOut,0,1,,
66.393,,1,,BUS_0007,0,0.1,,
66.393,,2,,MasterOut,0,1,,
66.393,,2,,BUS_0007,0,0.1,,
66.393,,3,,MasterOut,0,1,,
66.393,,3,,BUS_0007,0,0.1,,
66.393,1,1,1,,,,0,0.53
66.393,2,2,1,,,,-18,0.39
66.393,3,3,1,,,,18,0.39
71.597,,1,,MasterOut,0.05,0,,
71.597,,1,,BUS_0007,0.2,0,,
71.597,,2,,MasterOut,0.05,0,,
71.597,,2,,BUS_0007,0.2,0,,
71.597,,3,,MasterOut,0.05,0,,
71.597,,3,,BUS_0007,0.2,0,,
71.946,,1,,MasterOut,0,1,,
71.946,,1,,BUS_0007,0,0.1,,
71.946,1,1,1,,,,0,0.78
75.792,,2,,MasterOut,0,1,,
75.792,,2,,BUS_0007,0,0.1,,
75.792,,3,,MasterOut,0,1,,
75.792,,3,,BUS_0007,0,0.1,,
75.792,1,1,1,,,,0,0.53
75.792,2,2,1,,,,-18,0.39
75.792,3,3,1,,,,18,0.39
82.024,,1,,MasterOut,0.05,0,,
82.024,,1,,BUS_0007,0.2,0,,
82.024,,2,,MasterOut,0.05,0,,
82.024,,2,,BUS_0007,0.2,0,,
82.024,,3,,MasterOut,0.05,0,,
82.024,,3,,BUS_0007,0.2,0,,
82.147,,3,,MasterOut,0,1,,
82.147,,3,,BUS_0007,0,0.1,,
82.147,3,3,1,,,,0,0.78
87.166,,1,,MasterOut,0,1,,
87.166,,1,,BUS_0007,0,0.1,,
87.166,,2,,MasterOut,0,1,,
87.166,,2,,BUS_0007,0,0.1,,
87.166,1,1,1,,,,0,0.53
87.166,2,2,1,,,,-18,0.39
87.166,3,3,1,,,,18,0.39
92.932,,1,,MasterOut,0.05,0,,
92.932,,1,,BUS_0007,0.2,0,,
92.932,,2,,MasterOut,0.05,0,,
92.932,,2,,BUS_0007,0.2,0,,
92.932,,3,,MasterOut,0.05,0,,
92.932,,3,,BUS_0007,0.2,0,,
93.233,,2,,MasterOut,0,1,,
93.233,,2,,BUS_0007,0,0.1,,
93.233,2,2,1,,,,0,0.78
95.968,,1,,MasterOut,0,1,,
95.968,,1,,BUS_0007,0,0.1,,
95.968,,2,,MasterOut,0,1,,
95.968,,2,,BUS_0007,0,0.1,,
95.968,,3,,MasterOut,0,1,,
95.968,,3,,BUS_0007,0,0.1,,
95.968,1,1,1,,,,0,0.53
95.968,2,2,1,,,,-18,0.39
95.968,3,3,1,,,,18,0.39
103.565,,1,,MasterOut,0.05,0,,
103.565,,1,,BUS_0007,0.2,0,,
103.565,,2,,MasterOut,0.05,0,,
103.565,,2,,BUS_0007,0.2,0,,
103.565,,3,,MasterOut,0.05,0,,
103.565,,3,,BUS_0007,0.2,0,,
103.952,,1,,MasterOut,0,1,,
103.952,,1,,BUS_0007,0,0.1,,
103.952,1,1,1,,,,0,0.78
106.637,,2,,MasterOut,0,1,,
106.637,,2,,BUS_0007,0,0.1,,
106.637,,3,,MasterOut,0,1,,
106.637,,3,,BUS_0007,0,0.1,,
106.637,1,1,1,,,,0,0.53
106.637,2,2,1,,,,-18,0.39
106.637,3,3,1,,,,18,0.39
