id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,566,0,0,127,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,3.546296,8,4,2,0,0,0,-35,200,3.546296
5,3.555556,93,,,90,0,0,,,
6,3.555556,3,4,2,0,0,150,35,,3.555556
7,3.555556,8,1,5,0,0,0,,,3.555556
8,3.611111,93,,,80,0,0,,,
9,3.666667,93,,,70,0,0,,,
10,3.722222,93,,,60,0,0,,,
11,3.768519,8,5,5,0,0,0,-35,200,3.716667
12,3.777778,93,,,50,0,0,,,
13,3.777778,3,3,5,0,0,150,35,,3.722222
14,3.777778,8,3,3,0,0,0,,,3.722222
15,3.833333,93,,,60,0,0,,,
16,3.888889,93,,,70,0,0,,,
17,3.944444,93,,,80,0,0,,,
18,3.990741,8,5,3,0,0,0,-35,200,3.859259
19,4,93,,,90,0,0,,,
20,4,3,5,3,0,0,150,35,,3.866667
21,4,8,5,1,0,0,0,,,3.866667
22,4.055556,93,,,80,0,0,,,
23,4.111111,93,,,70,0,0,,,
24,4.166667,93,,,60,0,0,,,
25,4.212963,8,4,4,0,0,0,-35,200,4.027778
26,4.222222,93,,,50,0,0,,,
27,4.222222,3,2,4,0,0,150,35,,4.033333
28,4.222222,8,3,3,0,0,0,,,4.033333
29,4.277778,93,,,60,0,0,,,
30,4.333333,93,,,70,0,0,,,
31,4.388889,93,,,80,0,0,,,
32,4.435185,8,4,2,0,0,0,-35,200,4.17037
33,4.444444,93,,,90,0,0,,,
34,4.444444,3,4,2,0,0,150,35,,4.177778
35,4.444444,8,1,5,0,0,0,,,4.177778
36,4.5,93,,,80,0,0,,,
37,4.555556,93,,,70,0,0,,,
38,4.611111,93,,,60,0,0,,,
39,4.657407,8,2,5,0,0,0,-35,200,4.338889
40,4.666667,93,,,50,0,0,,,
41,4.666667,3,2,5,0,0,150,35,,4.344444
42,4.666667,8,3,3,0,0,0,,,4.344444
43,4.722222,93,,,60,0,0,,,
44,4.777778,93,,,70,0,0,,,
45,4.833333,93,,,80,0,0,,,
46,4.87963,8,5,3,0,0,0,-35,200,4.481481
47,4.888889,93,,,90,0,0,,,
48,4.888889,3,5,3,0,0,150,35,,4.488889
49,4.888889,8,5,1,0,0,0,,,4.488889
50,4.944444,93,,,80,0,0,,,
51,5,93,,,70,0,0,,,
52,5.055556,93,,,60,0,0,,,
53,5.101852,8,2,4,0,0,0,-35,200,4.65
54,5.111111,93,,,50,0,0,,,
55,5.111111,3,2,4,0,0,150,35,,4.655556
56,5.111111,8,3,3,0,0,0,,,4.655556
57,5.166667,93,,,60,0,0,,,
58,5.222222,93,,,70,0,0,,,
59,5.277778,93,,,80,0,0,,,
60,5.324074,8,4,2,0,0,0,-35,200,4.792593
61,5.333333,93,,,90,0,0,,,
62,5.333333,3,4,2,0,0,150,35,,4.8
63,5.444444,93,,,80,0,0,,,
64,5.555556,93,,,70,0,0,,,
65,5.666667,93,,,60,0,0,,,
66,6.212963,8,3,3,0,0,0,-35,200,5.394444
67,6.222222,3,3,3,0,1,150,35,,5.4
68,6.222222,1,4,4,0,1,0,,,5.4
69,6.333333,1,3,3,0,0,0,,,5.466667
70,6.555556,1,3,3,0,0,0,,,5.6
71,6.777778,1,3,3,0,0,0,,,5.733333
72,6.888889,1,4,4,0,0,0,,,5.8
73,7,1,3,3,0,0,0,,,5.866667
74,7.111111,1,3,4,2,1,151,40,,5.933333
75,7.111111,9,2,1,78,0,205,40,80,5.933333
76,7.111111,9,4,5,78,0,206,40,80,5.933333
77,7.111111,1,3,2,1,1,285,40,,5.933333
78,7.12037,9,2,1,78,0,205,40,80,5.938889
79,7.12037,9,4,5,78,0,206,40,80,5.938889
80,7.166667,1,3,5,2,1,151,40,,5.966667
81,7.166667,1,3,1,1,1,285,40,,5.966667
82,7.555556,1,3,4,0,1,0,40,160,6.2
83,7.555556,8,3,3,0,0,0,40,,6.2
84,7.555556,9,4,5,78,0,207,40,80,6.2
85,7.555556,9,2,1,78,0,208,40,80,6.2
86,7.555556,1,3,2,0,1,0,40,160,6.2
87,7.564815,9,4,5,78,0,207,40,80,6.205556
88,7.564815,9,2,1,78,0,208,40,80,6.205556
89,7.777778,1,3,3,0,0,0,40,,6.333333
90,7.777778,8,3,4,0,0,0,40,,6.333333
91,7.777778,8,3,2,0,0,0,40,,6.333333
92,8,1,3,4,0,1,0,40,160,6.466667
93,8,8,3,3,0,0,0,40,,6.466667
94,8,9,2,1,78,0,209,40,80,6.466667
95,8,9,4,5,78,0,211,40,80,6.466667
96,8,1,3,2,0,1,0,40,160,6.466667
97,8.009259,9,2,1,78,0,209,40,80,6.472222
98,8.009259,9,4,5,78,0,211,40,80,6.472222
99,8.444444,9,2,1,78,0,210,40,80,6.733333
100,8.444444,9,4,5,78,0,212,40,80,6.733333
101,8.444444,1,3,4,0,1,0,40,160,6.733333
102,8.444444,8,3,3,0,0,0,40,,6.733333
103,8.444444,1,3,2,0,1,0,40,160,6.733333
104,8.453704,9,2,1,78,0,210,40,80,6.738889
105,8.453704,9,4,5,78,0,212,40,80,6.738889
106,8.666667,1,3,3,0,0,0,40,,6.866667
107,8.666667,8,3,4,0,0,0,40,,6.866667
108,8.666667,8,3,2,0,0,0,40,,6.866667
