time,lyrics,size
0.00 ,,
14.633 ,Full Full　ふるえるハートに,
18.383 ,降る星のように,
20.517 ,君に出会った時,
22.883 ,はじめてのトキメキが降りてきた,
27.383 ,Demo Demo　目が合うと,
30.383 ,なぜ　ぎこちなく,
32.373 ,瞳そらしちゃうのかな,
36.567 ,いつだって,
38.117 ,帰り道　偶然に,
44.450 ,君の背中　見つけた私,
50.267 ,近づいて　近づけなくて,
56.483 ,ああ　あと一歩,
58.050 ,そう　もう一歩,
59.533 ,急いで,
62.333 ,肩が並んだ !,
65.817 ,胸キュンで　はにかんで,
68.633 ,右手を振ったけれど,
71.817 ,チャンスを追い越した,
74.817 ,青春の道,
77.817 ,胸キュンで　はにかんで,
80.600 ,息ができないくらい,
83.817 ,夕焼けの色に,
86.633 ,染まってる心,
89.817 ,胸キュンで　はにかんで,
92.633 ,告白できないけど,
95.817 ,予感が流れ出す,
98.817 ,今日はいい日だ,
101.817 ,胸キュンで　はにかんで,
105.383 ,青空は続いてゆく,
112.100 ,,
