time,lyrics,size
0,,
20.3933,始まりの合図が聞こえたら　走り出さなきゃ,
26.233,今しかできないことがあるの　止まれない,
32.00,ゴールがどんなに遠くたって　あきらめないよ,
37.665,いつかはたどり着けるよ　きっと,
43.7848,迷った時には　声をかけてくれる,
49.617823,そんな仲間たち　スペシャルの応援歌,
57.1,絶対だよ　絶対だよ　何千何万回と続けたこと,
63.8493,叶うはずだよ 神様見ててね,
68.7606,絶対だよ　絶対だよ　光るジュエルのような輝きみせて,
75.4753,みんなの笑顔のために　全力で歌うよ,
87.317,,
92.05,絶対だよ　絶対だよ　頑張ってるこの姿を 神様は,
98.762,見逃さないよ 信じているから,
103.683,絶対だよ　絶対だよ　何度もチャレンジしてるその夢まで,
110.417,飛んでいけるはずだから　みんなで一緒に,
116.215,Jump Jump 上げて Dance Dance 踊ろ,
122.0272,Sing Sing 合わせ　世界へ届けにいこう,
132.4602,,
