0.03333,MOT_all,cut1,,
2.83305,1,1-2,,,
2.89971,MOT_mc_stage_color_00,r-flash,,
3.29967,2,1-2,,,
3.29967,3,1-2,,,
3.7662899999999997,1,w2,,,
3.79962,4,1-2,,,
3.79962,5,1-2,,,
4.2329099999999995,3,w2,,,
4.2329099999999995,2,w2,,,
4.29957,1,2-3,,,
4.29957,2,2-3,,,
4.29957,3,2-3,,,
4.29957,4,2-3,,,
4.29957,5,2-3,,,
4.899509999999999,1,j3-4,,,
4.899509999999999,4,j3-4,,,
4.899509999999999,5,j3-4,,,
5.23281,3,w3,,,
5.23281,2,w3,,,
5.26614,2,j3-4,,,
5.26614,3,j3-4,,,
5.76609,1,4-1,,,
5.76609,4,4-1,,,
5.76609,5,4-1,,,
6.266039999999999,2,4-1,,,
6.266039999999999,3,4-1,,,
6.69933,5,w1,,,
6.69933,4,w1,,,
6.69933,1,w1,,,
6.73266,1,1-2,,,
6.73266,2,1-2,,,
6.73266,3,1-2,,,
6.73266,4,1-2,,,
6.73266,5,1-2,,,
7.06596,MOT_control_all,zoom_01,,
7.09929,1,2-3,,f1,
7.132619999999999,MOT_mc_stage_color_00,b-flash,,
7.36593,2,2-3,,f1,
7.36593,3,2-3,,f1,
7.39926,MOT_mc_stage_color_00,r-flash,,
7.632569999999999,4,2-3,,f1,
7.632569999999999,5,2-3,,f1,
7.69923,MOT_mc_stage_color_00,b-flash,,
8.03253,1,w3,,,
8.09919,1,hj3,,,
8.09919,2,hj3,,,
8.09919,3,hj3,,,
8.09919,4,hj3,,,
8.09919,5,hj3,,,
8.13252,MOT_mc_stage_color_00,b-flash,,
8.665799999999999,MOT_control_all,zoom_02,,
8.69913,MOT_mc_stage_color_00,b-flash,,
8.69913,1,,,b0,
8.69913,2,,,b0,
8.69913,3,,,b0,
8.69913,4,,,b0,
8.69913,5,,,b0,
8.69913,1,,,,D20
8.69913,2,,,,D20
8.69913,3,,,,D20
8.69913,4,,,,D20
8.69913,5,,,,D20
9.19908,2,3-4,l1,,
9.19908,3,3-4,r1,,
9.19908,4,3-4,l1,,
9.19908,5,3-4,r1,,
9.3324,1,w3,,,
9.6657,1,3-4,,,
9.6657,2,4-1,,,
9.6657,3,4-1,,,
9.6657,4,4-1,,,
9.6657,5,4-1,,,
10.16565,2,,lb0,,
10.16565,3,,rb0,,
10.16565,4,,lb0,,
10.16565,5,,rb0,,
10.598939999999999,5,w1,,,
10.598939999999999,4,w1,,,
10.598939999999999,3,w1,,,
10.598939999999999,2,w1,,,
10.598939999999999,1,w4,,,
10.6656,1,j4-1,,,
10.6656,2,j1-2,,,
10.6656,3,j1-2,,,
11.03223,4,j1-2,,,
11.03223,5,j1-2,,,
11.59884,MOT_mc_stage_color_00,r-flash,,
11.59884,1,1-2,,,
11.73216,3,w2,,,
11.73216,2,w2,,,
12.09879,5,w2,,,
12.09879,4,w2,,,
12.26544,2,2-3,,,
12.26544,3,2-3,,,
12.532079999999999,1,w2,,,
12.932039999999999,4,2-3,,,
12.932039999999999,5,2-3,,,
13.19868,3,w3,,,
13.19868,2,w3,,,
13.59864,2,,r1,,
13.59864,3,,l1,,
13.59864,4,,r1,,
13.59864,5,,l1,,
13.865279999999998,5,w3,,,
13.865279999999998,4,w3,,,
13.965269999999999,1,2-3,,,
13.965269999999999,2,3-4,,,
13.965269999999999,3,3-4,,,
13.965269999999999,4,3-4,,,
13.965269999999999,5,3-4,,,
14.39856,4,,rb0,,
14.39856,5,,lb0,,
14.765189999999999,4,4-1,,,
14.765189999999999,5,4-1,,,
14.83185,MOT_mc_stage_color_00,r-flash,,
14.89851,3,w4,,,
14.89851,2,w4,,,
14.89851,1,w3,,,
15.13182,2,,rb0,,
15.13182,3,,lb0,,
15.465119999999999,2,4-1,,,
15.465119999999999,3,4-1,,,
15.53178,MOT_mc_stage_color_00,b-flash,,
15.69843,5,w1,,,
15.69843,4,w1,,,
15.83175,1,3-4,,,
16.16505,1,4-1,,,
16.16505,2,1-2,,,
16.16505,3,1-2,,,
16.16505,4,1-2,,,
16.16505,5,1-2,,,
16.19838,MOT_mc_stage_color_00,r-flash,,
16.56501,1,j1-2,,,
16.56501,2,j2-3,,,
16.56501,3,j2-3,,,
16.89831,4,j2-3,,,
16.89831,5,j2-3,,,
16.96497,MOT_mc_stage_color_00,b-flash,,
17.49825,1,sp2-3,,,
17.49825,2,sp3-4,,,
17.49825,3,sp3-4,,,
17.49825,4,sp3-4,,,
17.49825,5,sp3-4,,,
18.26484,1,3-4,,,
18.26484,2,4-1,,,
18.26484,3,4-1,,,
18.26484,4,4-1,,,
18.26484,5,4-1,,,
18.63147,1,j4-1,,,
18.63147,4,j1-2,,,
18.63147,5,j1-2,,,
18.73146,MOT_mc_stage_color_00,r-flash,,
19.09809,2,j1-2,,,
19.09809,3,j1-2,,,
19.23141,MOT_mc_stage_color_00,b-flash,,
19.63137,1,j1-2,,,
19.63137,2,j2-3,,,
19.63137,3,j2-3,,,
19.63137,4,j2-3,,,
19.63137,5,j2-3,,,
19.798019999999998,MOT_mc_stage_color_00,r-flash,,
20.23131,MOT_control_all,zoom_03,,
20.29797,2,3-4,,f1,
20.29797,2,,,,L0
20.29797,1,sort,-500,
20.29797,4,sort,-500,
20.397959999999998,MOT_mc_stage_color_00,b-flash,,
20.69793,5,w3,,,
20.69793,4,w3,,,
20.69793,3,w3,,,
20.69793,1,w2,,,
20.76459,2,4-1,,,
21.23121,2,1-2,,,
21.631169999999997,2,,l1,,
21.997799999999998,2,hj2,,,
22.631069999999998,2,,lb0,,
22.96437,2,j2-3,,,
23.96427,1,2-3,,,
23.96427,2,3-4,r1,,
23.96427,3,3-4,,,
23.96427,4,3-4,,,
23.96427,5,3-4,,,
24.49755,2,4-1,,,
24.864179999999998,2,,rb0,,
24.89751,5,w4,,,
24.89751,4,w4,,,
24.89751,3,w4,,,
24.89751,1,w3,,,
25.230809999999998,1,3-4,,,
25.230809999999998,2,1-2,,,
25.230809999999998,3,4-1,,,
25.230809999999998,4,4-1,,,
25.230809999999998,5,4-1,,,
25.59744,1,4-1,,,
25.59744,2,hj2,,,
25.59744,3,1-2,,,
25.59744,4,1-2,,,
25.59744,5,1-2,,,
25.664099999999998,MOT_mc_stage_color_00,b-flash,,
26.097389999999997,MOT_control_all,zoom_04,,
26.19738,2,2-3,,b0,
26.19738,3,2-3,,f1,
26.19738,2,,,,D20
26.19738,3,,,,L0
26.19738,1,sort,-500,
26.19738,5,sort,-500,
26.264039999999998,MOT_mc_stage_color_00,r-flash,,
26.53068,5,w2,,,
26.53068,4,w2,,,
26.53068,1,w1,,,
26.56401,3,3-4,,,
26.9973,3,4-1,l1,,
27.13062,2,w3,,,
27.56391,3,1-2,,,
28.130519999999997,3,2-3,,,
28.497149999999998,3,3-4,lb0,,
28.897109999999998,1,1-2,,,
28.897109999999998,2,3-4,,,
28.897109999999998,3,j4-1,,,
28.897109999999998,4,2-3,,,
28.897109999999998,5,2-3,,,
29.63037,3,1-2,,,
29.83035,5,w3,,,
29.83035,4,w3,,,
29.83035,2,w4,,,
29.83035,1,w2,,,
30.296969999999998,1,2-3,,,
30.296969999999998,2,4-1,,,
30.296969999999998,3,sp2-3,,,
30.296969999999998,4,3-4,,,
30.296969999999998,5,3-4,,,
30.330299999999998,MOT_mc_stage_color_00,b-flash,,
30.930239999999998,1,3-4,,,
30.930239999999998,2,1-2,,,
30.930239999999998,3,j3-4,,,
30.930239999999998,4,4-1,,,
30.930239999999998,5,4-1,,,
31.563509999999997,MOT_mc_stage_color_00,r-flash,,
31.563509999999997,1,4-1,,,
31.563509999999997,2,2-3,,,
31.563509999999997,3,4-1,,b0,
31.563509999999997,4,1-2,,,
31.563509999999997,5,1-2,,,
31.563509999999997,3,,,,D20
31.730159999999998,MOT_control_all,zoom_05,,
31.930139999999998,4,2-3,,f1,
31.930139999999998,4,,,,L0
31.930139999999998,2,sort,-500,
31.9968,MOT_mc_stage_color_00,b-flash,,
32.36343,4,3-4,,,
32.49675,5,w2,,,
32.49675,3,w1,,,
32.49675,2,w3,,,
32.49675,1,w1,,,
