time,lyrics,size
0.00 ,,
3.567 ,大好きはとめらんない\n（ノンストップマイラブ）,
7.033 ,運命の三角形\n（しるぶぷれしゃす）,
10.517 ,「私はいいや」なんて\n（遠慮なし）,
13.600 ,真剣勝負です\n（ひ・うぃ・ごー）,
17.267 ,キミは　キミは　ひとりだけだから\n（独占したい）,
24.25 ,あまい　あまい　くちづけひとつ\n（独占したい）,
27.483 ,いただきます（ぬけがけはNGです）,
30.95 ,好きの気持ち　アピールしましょう wowow,
38.00 ,I love I love I’m lovin’ you !,
40.517 ,好きだよ !,
42.033 ,あなたのこと　全部　全部,
45.133 ,とろけちゃうみたい,
48.083 ,見てるだけじゃ　やっぱたんない,
50.083 ,ものたんない,
51.862 ,I love I love I’m lovin’ you !,
54.350 ,今以上,
55.950,あなたのこと　欲しいことはない,
59.430,よっきゅーにちゅーじつなかわいい,
63.350,トライアングルなんだから（ね？）,
69.500,恋がいつか叶いますように\n（そうぞうしよう）,
76.550,ここぞって時に躊躇しないように\n（そうぞうしよう）,
79.600,ぱぴぷぺぽ（テキトーに魔法かけて）,
83.133,気持ち伝える勇気の練習 wowow,
90.200,I love I love I’m lovin’ you !,
92.700,好きだよ !,
94.217,あなたのこと　全部　全部,
97.553,独り占めしたい,
100.300,だって好きなんだ　好きなんだ,
102.400,好きなんだもん !,
103.933,I love I love I’m lovin’ you !,
106.600,好きだよ !,
107.867,あなためぐる　この時間も,
111.600,今日のところは仲良くさんぶんこ,
118.400,だって私たち　最強な,
122.483,トライアングルなんだから（ね ! ）,
129.700,,
