time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,1,0
3,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,0
34.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
35.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
36,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
37.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
37.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
38.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
39,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
40.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
40.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
41.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
42,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
43.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
43.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
44.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
45,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
46.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
46.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
47.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
48,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
49.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
49.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
50.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
51,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
52.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
52.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,80,0
57,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
58.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
58.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
59.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
60,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
61.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
61.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
62.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
63,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,80,0
76.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
77.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
78,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
79.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
79.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
80.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
81,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
82.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
82.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
83.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
84,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
85.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
85.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
86.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
87,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
88.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
88.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
89.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
90,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
91.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
91.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,80,0
97.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
98.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
99,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
100.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
100.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
101.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
102,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
103.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
103.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
104.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
105,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
106.125,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
106.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,53.33,0
107.625,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,160,8
108,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,80,0
115.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,20,0
118.5,Oioi,5,Random2,Red05,Red05,,,,,,,,,Uhoi,1,7
124.125,Uhoi,5,Random2,Red05,Red05,,,,,,,,,Bye,350,0
