0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
2.23311,1,j1-2,,,
2.23311,2,j1-2,,,
2.23311,3,j1-2,,,
2.23311,4,j1-2,,,
2.56641,MOT_mc_stage_color_00,r-flash,,
2.5997399999999997,1,lp2,,,
2.5997399999999997,2,lp2,,,
2.5997399999999997,3,lp2,,,
2.5997399999999997,4,lp2,,,
2.89971,1,j2-3,,,
2.89971,2,j2-3,,,
2.89971,3,j2-3,,,
2.89971,4,j2-3,,,
3.26634,1,lp3,,,
3.26634,2,lp3,,,
3.26634,3,lp3,,,
3.26634,4,lp3,,,
3.5663099999999996,1,3-4,,,
3.5663099999999996,2,3-4,,,
3.5663099999999996,3,3-4,,,
3.5663099999999996,4,3-4,,,
3.8662799999999997,1,sj4,,,
3.8662799999999997,2,sj4,,,
3.8662799999999997,3,sj4,,,
3.8662799999999997,4,sj4,,,
4.2329099999999995,1,sj4,,,
4.2329099999999995,2,sj4,,,
4.2329099999999995,3,sj4,,,
4.2329099999999995,4,sj4,,,
4.63287,1,sp4-1,,,
4.63287,2,sp4-1,,,
4.63287,3,sp4-1,,,
4.63287,4,sp4-1,,,
6.43269,1,j1-2,,,
6.43269,2,j1-2,,,
6.43269,3,j1-2,,,
6.43269,4,j1-2,,,
6.69933,MOT_mc_stage_color_00,r-flash,,
6.79932,1,lp2,,,
6.79932,2,lp2,,,
6.79932,3,lp2,,,
6.79932,4,lp2,,,
7.632569999999999,1,j2-3,,,
7.632569999999999,2,j2-3,,,
7.632569999999999,3,j2-3,,,
7.632569999999999,4,j2-3,,,
8.065859999999999,1,lp3,,,
8.065859999999999,2,lp3,,,
8.065859999999999,3,lp3,,,
8.065859999999999,4,lp3,,,
8.53248,1,3-4,,,
8.53248,2,3-4,,,
8.53248,3,3-4,,,
8.53248,4,3-4,,,
8.93244,1,hj4,,,
8.93244,2,hj4,,,
8.93244,3,hj4,,,
8.93244,4,hj4,,,
9.53238,1,lp4,,,
9.53238,2,lp4,,,
9.53238,3,lp4,,,
9.53238,4,lp4,,,
10.498949999999999,3,4-1,,,
10.498949999999999,2,4-1,,,
10.83225,1,4-1,,,
10.83225,4,4-1,,,
11.13222,3,1-2,,,
11.13222,2,1-2,,,
11.43219,1,1-2,,,
11.43219,4,1-2,,,
11.73216,1,j2-3,,,
11.73216,2,j2-3,,,
11.73216,3,j2-3,,,
11.73216,4,j2-3,,,
12.09879,1,3-4,,,
12.09879,2,3-4,,,
12.09879,3,3-4,,,
12.09879,4,3-4,,,
12.232109999999999,MOT_mc_stage_color_00,r-flash,,
12.36543,1,4-1,,,
12.36543,2,4-1,,,
12.36543,3,4-1,,,
12.36543,4,4-1,,,
12.632069999999999,1,1-2,,,
12.632069999999999,2,1-2,,,
12.632069999999999,3,1-2,,,
12.632069999999999,4,1-2,,,
13.132019999999999,1,j2-3,,,
