time,lyrics,size
0,,
4.283 ,（Sun! Sun! High! uh～Yeah!）,
9.333 ,太陽が呼んでるよ !,
12.500 ,君ん家のチャイム鳴らし,
16.183 ,「いっしょに出かけよう ! 」,
19.183 ,金色の季節だ,
23.117 ,（Sun! High! Sun! High!）,
26.700 ,,
29.100 ,（Sun! High! Sun! High!）,
32.683 ,,
35.700 ,君に見せたくて　ぜったい見せたくて,
41.183 ,おまたせ !　咲いたんだ　ひまわりが,
47.667 ,思い出に順位はないけれど,
52.900 ,この瞬間はやっぱり金色,
59.367 ,遅れて咲いた花ほど,
62.583 ,元気をためている,
65.533 ,バクハツ寸前だよ,
66.900 ,あふれる希望は,
68.333 ,君の…,
70.580 ,太陽になりたいよ !,
73.600 ,笑顔のおかえし,
76.217 ,君がくれた分　それ以上,
80.317 ,笑っちゃおう !,
82.467 ,太陽を浴びながら,
85.533 ,一面に咲く金色を見ようよ,
90.817 ,いっしょに　いつまでも,
95.167 ,さんたんたる　さんざんなる,
96.717 ,ざんざん降り　越えて,
98.200 ,さんさんたる　さんぜんなる,
99.700 ,SUNSUN晴れ　浴びて,
101.183 ,君とね　過ごした,
103.800 ,キンピカのDays\n（Sun! High! Sun! High!）,
108.683 ,,
111.067 ,（Sun! High! Sun! High!）,
114.750 ,,
