time,lyrics,size
00.000,,
12.000,チョコレート？レモネード？どっち？？,
15.750,チョコレート？レモネード？どっち？？,
19.500,uh uh どっちが好きなの？\nどっち？　どっち？　どっち？　どっち？　どっち？,
26.500,uh uh どっちが好きなの？\nDo you like チョコレート？,
36.033,,
37.017,まずはチョコレート　甘く溶ける　ストロベリーな　ピ・ン・クのテイスト !,
44.433,だけどチョコレート　それだけじゃない　意外な面も召し上がれ,
51.000,お好みはどれくらい？　カカオ次第 !,
54.517,濃い味も薄味も　どちらでも,
58.000,教えてそっと　お願い !,
61.800,ひとくちで　始まっちゃうかも？（かも?!）,
65.383,ビター・スウィートな I love you♡,
70.683,と・ろ・け・ちゃうの,
72.167,チョチョチョチョチョチョチョチョチョコレート,
75.700,レモレモレモレモレモネード,
79.237,甘くてほんのりほろ苦い　ちょっと大人なチョコレート,
86.000,ピンクで酸っぱいレモネード　どっちだけなんて…,
93.950,決められない!!,
99.083,uh uh どっちが好きなの？\nどっち？　どっち？　どっち？　どっち？　どっち？,
106.033,uh uh どっちが好きなの？,
112.667,,
115.633,どっち？,
120.000,,
