0.03333,1,sort,-18000,
0.03333,2,sort,-18000,
0.03333,MOT_mc_special_01,stay,,
4.0329299999999995,MOT_all,cut1,,
4.0329299999999995,MOT_mc_special_01,scene01,,
23.630969999999998,1,1-2,,
23.630969999999998,2,1-2,,
24.264239999999997,1,2-3,,
24.264239999999997,2,2-3,,
24.73086,1,hj3,,
24.73086,2,hj3,,
25.3308,1,lp3,,
25.3308,2,lp3,,
26.23071,1,3-4,,
26.23071,2,3-4,,
26.59734,1,lp4,,
26.59734,2,lp4,,
27.063959999999998,1,4-1,,
27.063959999999998,2,4-1,,
27.463919999999998,1,hj1,,
27.463919999999998,2,hj1,,
28.06386,1,lp1,,
28.06386,2,lp1,,
29.730359999999997,1,1-2,,
29.730359999999997,2,1-2,,
30.096989999999998,1,2-3,,
30.096989999999998,2,2-3,,
30.46362,1,lp3,,
30.46362,2,lp3,,
31.330199999999998,1,j3-4,,
31.330199999999998,2,j3-4,,
31.730159999999998,1,lp4,,
31.730159999999998,2,lp4,,
33.063359999999996,1,4-1,,
33.72996,2,4-1,,
33.9966,1,w1,,
34.296569999999996,1,1-2,,
34.663199999999996,2,w1,,
35.02983,1,2-3,,
35.02983,2,1-2,,
35.96307,2,w2,,
35.96307,1,w3,,
36.02973,MOT_mc_special_01,scene02,,
46.462019999999995,MOT_mc_special_01,scene03,,
57.26094,MOT_mc_special_01,scene04,,
67.69323,MOT_mc_special_01,scene05,,
75.79241999999999,MOT_mc_special_01,scene07,,
78.69212999999999,MOT_mc_special_01,scene08,,
100.12331999999999,MOT_mc_special_01,scene09,,
