time,lyrics,size
0.00 ,,
3.97 ,寂しげに振り向いて,
8.583,言いかけた言葉,
11.550,遮る指,
14.283,この夜はまだ,
17.250,二人だけの秘密,
20.933,もうすぐ空が染まる,
28.083,,
36.067,波はまだ闇の中,
40.767,水平線の向こう眺めている,
46.583,待ち合わせまで、あと少し,
51.100,光を、あなたを探した,
57.183,追憶の奥底で,
59.717,心の檻の中で,
62.550,切なさだけ繰り返すなら,
67.917,この夜の向こうまで,
70.600,連れ出して、ここから,
72.933,ずっと遠くまで,
78.633,世界中がたった二人の,
83.950,秘密に変わる夜明け,
89.367,“二人はきっと、太陽と月”\n輝いて、もっと,
94.733,嘘みたいな夢を見せて,
99.700,燃え尽きてゆく星空が（記憶に変わるように）\n（囚われた心も）朝焼けに変わるように,
110.588,永遠なんてなくてもいいから,
115.800,何も言わずに“夜が明けるまで”\n優しいキスをして,
125.300,,
