0.03333,MOT_mc_bg_black_00,seat100-0,,
1.86648,1,1-2,,,
1.86648,2,1-2,,,
1.86648,3,1-2,,,
1.86648,4,1-2,,,
1.86648,5,1-2,,,
1.89981,MOT_mc_speaker_00,temp4,,
1.89981,MOT_mc_light_up_00,l1,,
1.89981,1,,,,D60
1.89981,2,,,,D60
1.89981,3,,,,D60
1.89981,4,,,,D60
1.89981,5,,,,D60
1.9331399999999999,MOT_mc_stage_color_00,b-flash,,
2.7997199999999998,5,w2,,,
2.7997199999999998,4,w2,,,
2.7997199999999998,3,w2,,,
2.7997199999999998,2,w2,,,
2.7997199999999998,1,w2,,,
3.6662999999999997,1,2-3,,,
3.6662999999999997,2,2-3,l1,,
3.6662999999999997,3,2-3,r1,,
3.6662999999999997,4,2-3,l1,,
3.6662999999999997,5,2-3,r1,,
3.69963,MOT_mc_stage_color_00,b-flash,,
4.59954,5,w3,,,
4.59954,4,w3,,,
4.59954,3,w3,,,
4.59954,2,w3,,,
4.59954,1,w3,,,
5.89941,1,3-4,,,
5.89941,4,3-4,,,
5.89941,5,3-4,,,
5.93274,MOT_mc_stage_color_00,b-flash,,
6.83265,5,w4,,,
6.83265,4,w4,,,
6.83265,1,w4,,,
7.56591,1,4-1,,,
7.56591,2,3-4,lb0,,
7.56591,3,3-4,rb0,,
7.56591,4,4-1,lb0,,
7.56591,5,4-1,rb0,,
7.59924,MOT_mc_stage_color_00,b-flash,,
8.29917,4,j1-2,,,
8.3325,MOT_mc_stage_color_00,b-flash,,
8.49915,5,w1,,,
8.49915,3,w4,,,
8.49915,2,w4,,,
8.49915,1,w1,,,
8.765789999999999,1,j1-2,,,
8.765789999999999,2,j4-1,,,
8.765789999999999,3,j4-1,,,
8.79912,MOT_mc_stage_color_00,b-flash,,
9.23241,5,j1-2,,,
9.26574,MOT_mc_stage_color_00,b-flash,,
9.36573,4,w2,,,
9.6657,MOT_mc_bg_black_00,b80-45,,
9.83235,3,w1,,,
9.83235,2,w1,,,
9.83235,1,2-3,,,
9.86568,MOT_mc_stage_color_00,b-flash,,
9.86568,MOT_mc_light_up_00,l3,,
9.86568,MOT_mc_light_center_00,l1,,
9.86568,MOT_mc_light_under_00,l3,,
9.86568,1,,,,L0
9.86568,2,,,,L40
9.86568,3,,,,L40
9.86568,4,,,,L40
9.86568,5,,,,L40
10.298969999999999,5,w2,,,
10.6656,1,3-4,,,
10.6656,2,1-2,,,
10.6656,3,1-2,,,
11.59884,3,w2,,,
11.59884,2,w2,,,
11.59884,1,w4,,,
11.79882,3,2-3,,,
11.79882,5,2-3,,,
12.032129999999999,2,2-3,,,
12.032129999999999,4,2-3,,,
12.332099999999999,1,j4-1,,,
12.732059999999999,5,w3,,,
12.732059999999999,3,w3,,,
12.96537,4,w3,,,
12.96537,2,w3,,,
13.39866,1,w1,,,
13.931939999999999,1,j1-2,,,
13.965269999999999,MOT_mc_stage_color_00,b-flash,,
14.565209999999999,2,j3-4,,,
14.565209999999999,3,j3-4,,,
14.9985,1,w2,,,
15.63177,3,w4,,,
15.63177,2,w4,,,
15.79842,4,3-4,,,
15.79842,5,3-4,,,
16.131719999999998,1,2-3,,,
16.131719999999998,2,4-1,,,
16.131719999999998,3,4-1,,,
16.63167,1,sp3-4,,,
16.63167,2,sp1-2,,,
16.63167,3,sp1-2,,,
16.63167,4,sp4-1,,,
16.63167,5,sp4-1,,,
17.06496,1,j4-1,,,
17.06496,2,j2-3,,,
17.06496,3,j2-3,,,
17.06496,4,j1-2,,,
17.06496,5,j1-2,,,
17.79822,2,3-4,l1,,
17.79822,3,3-4,r1,,
17.83155,MOT_mc_stage_color_00,b-flash,,
18.13152,5,w2,,,
18.13152,4,w2,,,
18.13152,1,w1,,,
18.29817,4,2-3,l1,,
18.29817,5,2-3,r1,,
18.73146,3,w4,,,
18.73146,2,w4,,,
19.23141,5,w3,,,
19.23141,4,w3,,,
