id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,387,0,0
2,0,91,,,,0,0
3,2.539683,1,1,2,0,1,0
4,2.539683,1,4,3,0,1,0
5,3.174603,1,2,1,0,0,0
6,3.492063,1,3,4,0,0,0
7,3.809524,1,1,2,0,1,0
8,3.809524,1,4,3,0,1,0
9,4.444444,1,2,1,0,0,0
10,4.761905,1,3,4,0,0,0
11,5.079365,1,4,3,0,1,0
12,5.079365,1,4,5,0,1,0
13,5.555556,1,5,4,0,0,0
14,5.873016,1,3,2,0,0,0
15,6.031746,1,2,3,0,0,0
16,6.349206,1,3,4,0,0,0
17,6.666667,1,4,3,0,0,0
18,6.825397,1,2,1,0,0,0
19,7.619048,1,4,5,0,0,0
20,7.936508,1,5,4,0,0,0
21,8.253968,1,4,3,0,0,0
22,8.571429,1,3,2,0,0,0
23,8.888889,2,3,2,0,0,0
24,9.206349,2,3,2,0,0,0
25,9.52381,2,2,3,0,0,0
26,9.84127,2,2,3,0,0,0
27,10.15873,2,5,4,0,1,0
28,10.15873,1,3,2,1,1,1
29,10.198413,1,3,1,1,0,1
30,11.746032,2,5,4,0,1,0
31,11.746032,1,3,2,0,1,0
32,12.063492,1,2,1,0,0,0
33,12.380952,1,4,5,0,0,0
34,12.539683,2,5,4,0,0,0
35,14.444444,1,3,2,0,1,0
36,14.444444,2,5,4,0,1,0
37,14.761905,1,2,3,0,0,0
38,14.920635,1,2,1,0,0,0
39,15.079365,1,3,4,0,0,0
40,15.238095,2,2,1,0,0,0
41,15.555556,2,2,1,0,0,0
42,15.714286,2,1,2,0,0,0
43,16.031746,2,1,2,0,0,0
44,16.190476,2,2,3,0,0,0
45,16.507937,2,2,3,0,0,0
46,16.666667,2,3,4,0,0,0
47,16.984127,2,3,4,0,0,0
48,17.142857,1,3,2,0,0,0
49,17.460317,1,4,5,0,0,0
50,17.777778,1,3,2,1,0,4
51,17.81746,1,3,1,1,0,4
52,18.095238,1,2,1,0,0,0
53,18.412698,1,1,2,0,0,0
54,18.730159,1,2,3,0,0,0
55,19.047619,1,3,4,0,0,0
56,19.365079,1,4,5,0,0,0
57,19.52381,1,3,2,0,0,0
58,19.84127,1,4,5,0,0,0
59,20.15873,2,2,1,0,0,0
60,20.634921,2,2,1,0,1,0
61,20.634921,1,3,4,0,1,0
62,20.952381,1,3,4,0,0,0
63,21.269841,1,3,2,0,0,0
64,21.587302,1,4,5,0,0,0
65,21.904762,1,5,4,0,0,0
66,22.063492,1,3,2,0,0,0
67,22.380952,1,3,5,0,0,0
68,22.698413,2,2,1,0,0,0
69,23.174603,2,2,1,0,1,0
70,23.174603,1,2,3,0,1,0
71,23.492063,1,3,2,0,0,0
72,23.809524,1,3,4,0,0,0
73,24.126984,1,4,5,0,0,0
74,24.444444,1,4,3,0,0,0
75,24.603175,1,4,5,0,0,0
76,24.920635,1,3,2,0,0,0
77,25.238095,1,3,4,0,0,0
78,25.396825,1,3,2,0,0,0
79,25.873016,1,2,3,0,0,0
80,26.031746,1,2,1,0,0,0
81,26.666667,2,1,1,0,1,0
82,26.666667,2,4,4,0,1,0
83,27.301587,1,1,1,2,1,2
84,27.301587,1,4,4,2,1,3
85,27.34127,1,1,2,2,1,2
86,27.34127,1,4,5,2,1,3
87,28.253968,1,2,1,0,0,0
88,28.571429,1,1,2,0,0,0
89,28.888889,1,2,3,0,0,0
90,29.206349,1,3,4,0,0,0
91,29.52381,1,3,2,0,0,0
92,29.68254,1,3,4,0,0,0
93,30,1,4,3,0,0,0
94,30.31746,2,4,5,0,0,0
95,30.793651,2,4,5,0,1,0
96,30.793651,1,3,2,0,1,0
97,31.111111,1,3,2,0,0,0
98,31.428571,1,2,1,0,0,0
99,31.746032,1,4,5,0,0,0
100,32.063492,1,5,4,0,0,0
101,32.222222,1,3,2,0,0,0
102,32.539683,1,3,4,0,0,0
103,32.857143,1,3,2,0,1,0
104,32.857143,1,4,5,0,1,0
105,33.015873,1,5,4,0,0,0
106,33.333333,1,4,3,0,0,0
107,33.492063,1,3,4,0,0,0
108,34.126984,1,3,2,0,0,0
109,34.285714,1,3,4,0,0,0
110,34.603175,1,4,3,0,0,0
111,34.761905,1,2,1,0,0,0
112,35.079365,1,3,4,0,0,0
113,35.396825,2,4,5,0,0,0
114,35.555556,1,3,2,1,0,5
115,35.595238,1,3,1,1,0,5
116,36.666667,1,1,2,2,0,6
117,36.706349,1,1,3,2,0,6
118,37.142857,2,4,5,0,0,0
119,38.095238,1,4,4,0,0,0
120,38.253968,1,4,3,0,0,0
121,38.412698,1,4,4,0,0,0
122,38.571429,1,4,3,0,0,0
123,38.730159,1,4,4,0,0,0
124,39.047619,1,3,2,0,0,0
125,39.365079,1,4,4,0,0,0
126,39.68254,1,4,3,0,0,0
127,39.84127,2,2,1,0,0,0
128,40.31746,2,2,1,0,0,0
129,40.634921,1,2,2,0,0,0
130,40.793651,1,2,3,0,0,0
131,40.952381,1,2,2,0,0,0
132,41.111111,1,2,3,0,0,0
133,41.269841,1,2,2,0,0,0
134,41.587302,1,2,1,0,0,0
135,41.904762,1,2,3,0,0,0
136,42.222222,1,3,4,0,0,0
137,42.380952,2,3,2,0,0,0
138,42.857143,2,3,2,0,0,0
139,43.492063,1,3,3,0,0,0
140,43.650794,1,3,2,0,0,0
141,43.809524,1,3,4,0,0,0
142,44.126984,1,4,5,0,0,0
143,44.444444,1,3,2,0,1,0
144,44.444444,1,3,4,0,1,0
145,44.761905,1,2,1,0,1,0
146,44.761905,1,2,3,0,1,0
147,45.079365,1,4,3,0,1,0
148,45.079365,1,4,5,0,1,0
149,45.396825,1,2,1,0,1,0
150,45.396825,1,2,3,0,1,0
