time,lyrics,size
0.00 ,,
3.24 ,"I could not look back,",
7.62 ,you'd gone away from me,
13.26 ,I felt my heart ache,
16.99 ,I was afraid of following you,
23.18 ,When I had looked at,
27.11 ,the shadows on the wall,
32.55 ,I started running into the night,
36.87 ,to find the truth in me,
46.24 ,,
72.48 ,嵐吹くこの街がお前を抱く,
78.63 ,吹き抜ける風にさえ目を閉じる,
84.33 ,お前は走りだす何かに追われるよう,
90.51 ,俺が見えないのかすぐそばにいるのに,
98.60 ,,
101.62 ,紅に染まったこの俺を,
107.77 ,慰める奴はもういない,
113.97 ,もう二度と届かないこの思い,
120.08 ,閉ざされた愛に向かい,
123.16 ,叫びつづける,
129.29 ,Crying in deep red,
136.96 ,,
