0.03333,MOT_all,cut1,,
0.03333,MOT_mc_bg_black_00,b0-80,,
2.63307,1,1-2,r1,,
2.63307,2,1-2,l1,,
2.86638,MOT_mc_stage_color_00,r-flash,,
3.5663099999999996,2,w2,,,
3.5663099999999996,1,w2,,,
4.09959,1,2-3,,,
4.09959,2,2-3,,,
5.03283,2,w3,,,
5.03283,1,w3,,,
5.6661,MOT_mc_stage_color_00,r-flash,,
5.73276,1,3-4,rb0,,
5.73276,2,3-4,lb0,,
6.6659999999999995,2,w4,,,
6.6659999999999995,1,w4,,,
7.09929,1,4-1,,,
7.09929,2,4-1,,,
8.03253,2,w1,,,
8.03253,1,w1,,,
8.59914,1,1-2,,,
8.665799999999999,MOT_mc_stage_color_00,b-flash,,
9.19908,2,1-2,,,
9.53238,1,w2,,,
9.799019999999999,1,lp2,,,
9.799019999999999,2,lp2,,,
11.36553,1,2-3,,,
11.36553,2,2-3,,,
12.29877,2,w3,,,
12.29877,1,w3,,,
12.832049999999999,1,3-4,l1,,
12.832049999999999,2,lp3,,,
12.832049999999999,MOT_mc_light_up_00,l1,,
12.832049999999999,MOT_mc_bg_black_00,b80-45,,
13.631969999999999,1,,l2,,
13.76529,1,w4,,,
14.19858,1,,l3,,
14.89851,1,4-1,,,
15.79842,1,,lb2,,
15.83175,1,w1,,,
16.39836,1,,lb1,,
17.06496,1,,lb0,,
17.764889999999998,1,lp1,,,
18.23151,2,,r1,,
19.06476,1,1-2,,,
19.89801,2,,r2,,
19.997999999999998,1,w2,,,
20.69793,1,2-3,,,
21.49785,2,,r3,,
21.631169999999997,1,w3,,,
21.93114,1,3-4,,,
22.86438,1,w4,,,
22.89771,1,sp4-1,,,
22.89771,2,sp3-4,,,
23.9976,1,1-2,,,
23.9976,2,4-1,,,
24.76419,2,1-2,rb2,,
24.93084,1,w2,,,
25.697429999999997,2,w2,,,
25.897409999999997,2,,rb1,,
26.59734,2,,rb0,,
27.36393,1,,l1,,
