time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,0,0
8.674699,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
9.759036,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
10.120482,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
11.204819,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
11.566265,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
12.650602,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
14.457831,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
15.542169,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
15.903614,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
16.987952,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
24.578313,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
25.662651,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
26.024096,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
27.108434,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
27.46988,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
28.554217,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
28.915663,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
30,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
30.361446,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
31.445783,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
31.807229,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
32.891566,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
33.253012,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
34.337349,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,166,8
34.698795,Uhoi,5,Random2,Pink12,Pink11,,,,,,,,,Uhoi,55.333333,0
