time,lyrics,size
0.000,,
2.067,「さぁて皆さんお待ちかね ! 楽しい音頭の時間だよ ! 」,
9.067,（あ　よいしょ ! ）,
9.817,毎日あっちち夏休み（あちち ! ）,
13.817,ちょっぴり退屈してたけど（おやっ？）,
17.867,太鼓ドンドコ聞こえたら,
21.317,ピョンとハネあがるワクワク感（ドドンと ! ）,
26.150,猫も杓子もよっといで,
30.150,年に一度のお楽しみ,
33.367,ハアァ～　待ってた夏祭り（あ　そーれ ! ）,
38.05,キミも来るかな　会えるかな,
41.350,そりゃ～　ノンビリしてないで（あ　よいしょ ! ）,
45.867,宿題あるけど（ハイハイ ! ）後まわし（ポイッと ! ）,
57.383,,
61.067,（あ　よいしょ ! ）,
61.867,お月様もビックリぎょーてん（ぎょぎょ ! ）,
65.867,花火バンバン打ちあがる（ドカーン ! ）,
69.867,キミが好きなの　どんな色？,
73.367,ついつい探しては数えちゃう（ね　なーに？）,
78.083,女子も男子もよっといで,
82.100,祭り囃子は止まらない,
85.533,ハアァ～　みんなで盆踊り（あ　そーれ ! ）,
90.200,さぁさ　仲良く手を取って,
93.367,ほらぁ～　たっぷり遊んだら（あ　よいしょ ! ）,
97.767,明日の天気も（ハイハイ ! ）日本晴れ（わっしょーい ! ）,
107.450,,
115.867,（ごきげんよう ! ）,
120.5,,
