time,lyrics,size
0.00,,
1.983,枯れ木のアーチを,
4.1,くぐったら世界がぐるんぱ,
7.933,わたしお城にいたの !,
13.183,,
22.65,鏡にうつったわたしはお姫様,
26.9,アメジストきらめくドレス,
31.083,執事はがいこつ　メイドは血だらけ,
35.267,夢にみたメルヘン ! 完璧なメルヘン !,
39.617,広間にずらり仮面の王子,
43.783,エスコートは誰にお願いしようかしら？,
48,あの方？この方？いえ、あなたしかいない !,
54.067,黒い三角目の王子さま,
60.833,,
62.1,パーパー　パンプキンプリンス　パンプキンプリンス,
67.033,ワルツを踊りましょう,
70.517,パーパー　パンプキンプリンス　パンプキンプリンス,
75.517,弦のしらべにのって,
78.683,おかしみたいな色して怖い顔でほほえむ,
82.933,あなたは悪い人なのかしら,
87.517,パーパー　パンプキンプリンス　パンプキンプリンス,
92.45,かぼちゃの呪いを受けた,
95.983,パーパー　パンプキンプリンス　パンプキンプリンス,
100.917,仮面の王子さま,
104.417,三角の闇に心奪われて,
108.35,ビターなメルヘンが今宵花開く,
118.3,おなかいっぱいおなかいっぱい,
120.433,おなかいっぱいおなかいっぱい,
122.367,おなかいっぱいおなかいっぱいだ !,
125.567,,
