time,lyrics,size
0,,
1.833 ,ココニアル　きっとこの想いが魔法,
7.233 ,希望が未来をひらいてく,
14.720 ,,
27.083 ,転んだ時　そっと呟く,
32.517 ,痛み止めのジュモンがあるの,
37.783 ,“明日はもっと輝いてゆく ! ”それは,
42.250 ,自分励ますエールに変わる,
47.517 ,進んでみよう　磨いてみよう,
52.733 ,ほら、歌・ダンス・この笑顔,
57.967 ,そして心を,
59.133 ,Growing up!,
61.033 ,ココニアル　きっとこの気持ちがチカラ,
67.433 ,だってシンデレラはがんばりや、でしょ？,
71.817 ,ココニアル　ねぇ本当の魔法は,
77.467 ,胸の真ん中　光っている,
82.823 ,ココニアル　きっとこの絆がタカラ,
89.050 ,だって最高の味方がいるもん !,
93.633 ,アリガトウ　いま本当の魔法を,
99.033 ,伝えるために　歌うから,
104.317 ,ここでめぐり逢えた,
107.000 ,ずっと大好きなキミに,
109.700 ,ここでめぐり逢えた,
113.583 ,キミと共に,
119.360 ,,
