0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
1.9331399999999999,1,1-2,,
1.9331399999999999,2,1-2,,
1.9331399999999999,3,1-2,,
1.9331399999999999,4,1-2,,
1.9331399999999999,5,1-2,,
1.9331399999999999,6,1-2,,
1.9331399999999999,7,1-2,,
1.9331399999999999,8,1-2,,
1.9331399999999999,9,1-2,,
1.9331399999999999,10,1-2,,
1.9331399999999999,11,1-2,,
1.9331399999999999,12,1-2,,
1.9331399999999999,13,1-2,,
1.9331399999999999,14,1-2,,
2.03313,MOT_mc_light_under_00,l2,,
2.29977,1,sj2,,
2.29977,2,sj2,,
2.29977,3,sj2,,
2.29977,4,sj2,,
2.29977,5,sj2,,
2.29977,6,sj2,,
2.29977,7,sj2,,
2.29977,8,sj2,,
2.29977,9,sj2,,
2.29977,10,sj2,,
2.29977,11,sj2,,
2.29977,12,sj2,,
2.29977,13,sj2,,
2.29977,14,sj2,,
2.53308,MOT_mc_stage_color_00,b-flash,,
2.6997299999999997,1,lp2,,
2.6997299999999997,2,lp2,,
2.6997299999999997,3,lp2,,
2.6997299999999997,4,lp2,,
2.6997299999999997,5,lp2,,
2.6997299999999997,6,lp2,,
2.6997299999999997,7,lp2,,
2.6997299999999997,8,lp2,,
2.6997299999999997,9,lp2,,
2.6997299999999997,10,lp2,,
2.6997299999999997,11,lp2,,
2.6997299999999997,12,lp2,,
2.6997299999999997,13,lp2,,
2.6997299999999997,14,lp2,,
3.4663199999999996,1,j2-3,,
3.4663199999999996,2,j2-3,,
3.4663199999999996,3,j2-3,,
3.4663199999999996,4,j2-3,,
3.4663199999999996,5,j2-3,,
3.4663199999999996,6,j2-3,,
3.4663199999999996,7,j2-3,,
3.4663199999999996,8,j2-3,,
3.4663199999999996,9,j2-3,,
3.4663199999999996,10,j2-3,,
3.4663199999999996,11,j2-3,,
3.4663199999999996,12,j2-3,,
3.4663199999999996,13,j2-3,,
3.4663199999999996,14,j2-3,,
3.83295,1,3-4,,
3.83295,2,3-4,,
3.83295,3,3-4,,
3.83295,4,3-4,,
3.83295,5,3-4,,
3.83295,6,3-4,,
3.83295,7,3-4,,
3.83295,8,3-4,,
3.83295,9,3-4,,
3.83295,10,3-4,,
3.83295,11,3-4,,
3.83295,12,3-4,,
3.83295,13,3-4,,
3.83295,14,3-4,,
4.19958,1,lp4,,
4.19958,2,lp4,,
4.19958,3,lp4,,
4.19958,4,lp4,,
4.19958,5,lp4,,
4.19958,6,lp4,,
4.19958,7,lp4,,
4.19958,8,lp4,,
4.19958,9,lp4,,
4.19958,10,lp4,,
4.19958,11,lp4,,
4.19958,12,lp4,,
4.19958,13,lp4,,
4.19958,14,lp4,,
7.132619999999999,1,4-1,,
7.132619999999999,2,4-1,,
7.132619999999999,3,4-1,,
7.432589999999999,5,4-1,,
7.432589999999999,4,4-1,,
7.732559999999999,6,4-1,,
7.732559999999999,7,4-1,,
7.732559999999999,8,4-1,,
8.065859999999999,3,w1,,
8.065859999999999,2,w1,,
8.065859999999999,1,w1,,
8.065859999999999,9,4-1,,
8.065859999999999,10,4-1,,
8.065859999999999,11,4-1,,
8.365829999999999,5,w1,,
8.365829999999999,4,w1,,
8.39916,12,4-1,,
8.665799999999999,8,w1,,
8.665799999999999,7,w1,,
8.665799999999999,6,w1,,
8.69913,13,4-1,,
8.69913,14,4-1,,
8.9991,11,w1,,
8.9991,10,w1,,
8.9991,9,w1,,
8.9991,1,lp1,,
8.9991,2,lp1,,
8.9991,3,lp1,,
8.9991,4,lp1,,
8.9991,5,lp1,,
8.9991,6,lp1,,
8.9991,7,lp1,,
8.9991,8,lp1,,
8.9991,9,lp1,,
8.9991,10,lp1,,
8.9991,11,lp1,,
8.9991,12,lp1,,
8.9991,13,lp1,,
8.9991,14,lp1,,
9.73236,1,1-2,,
9.73236,2,1-2,,
9.73236,3,1-2,,
9.73236,4,1-2,,
9.73236,5,1-2,,
9.73236,6,1-2,,
9.73236,7,1-2,,
9.73236,8,1-2,,
9.73236,9,1-2,,
9.73236,10,1-2,,
9.73236,11,1-2,,
9.73236,12,1-2,,
9.73236,13,1-2,,
9.73236,14,1-2,,
10.26564,1,j2-3,,
10.26564,2,j2-3,,
10.26564,3,j2-3,,
10.26564,4,j2-3,,
10.26564,5,j2-3,,
10.26564,6,j2-3,,
10.26564,7,j2-3,,
10.26564,8,j2-3,,
10.26564,9,j2-3,,
10.26564,10,j2-3,,
10.26564,11,j2-3,,
10.26564,12,j2-3,,
10.26564,13,j2-3,,
10.26564,14,j2-3,,
10.63227,MOT_mc_stage_color_00,b-flash,,
10.698929999999999,1,lp3,,
10.698929999999999,2,lp3,,
10.698929999999999,3,lp3,,
10.698929999999999,4,lp3,,
10.698929999999999,5,lp3,,
10.698929999999999,6,lp3,,
10.698929999999999,7,lp3,,
10.698929999999999,8,lp3,,
10.698929999999999,9,lp3,,
10.698929999999999,10,lp3,,
10.698929999999999,11,lp3,,
10.698929999999999,12,lp3,,
10.698929999999999,13,lp3,,
10.698929999999999,14,lp3,,
12.69873,MOT_mc_bg_black_00,b80-20,,
12.69873,MOT_mc_light_up_00,l2,,
12.69873,MOT_mc_light_center_00,l2,,
13.76529,14,j3-4,,
13.931939999999999,13,j3-4,,
14.09859,12,j3-4,,
14.23191,11,j3-4,,
14.365229999999999,10,j3-4,,
14.49855,9,j3-4,,
14.59854,8,j3-4,,
14.69853,7,j3-4,,
14.79852,6,j3-4,,
14.83185,14,w4,,
14.89851,5,j3-4,,
14.9985,13,w4,,
15.03183,4,j3-4,,
15.165149999999999,12,w4,,
15.165149999999999,3,j3-4,,
15.29847,11,w4,,
