time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Bye,10,Random2,Red02,Red02,,,,,,,,,Uhoi,1,0
17.52809,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,178,0
83.495506,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
83.832584,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
84.169663,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
84.506742,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
84.84382,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
85.180899,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
85.517978,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
85.855056,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
86.192135,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
86.529213,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
86.866292,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
87.203371,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
87.540449,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
87.877528,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
88.214607,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
88.551685,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
88.888764,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
89.225843,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
89.562921,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
89.9,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
90.237079,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
90.574157,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,267,2
91.011236,Bye,10,Random2,Red02,Red02,,,,,,,,,Oioi,178,0
117.303371,Bye,10,Random2,Red02,Red02,,,,,,,,,Uhoi,44.5,0
120,Bye,10,Random2,Red02,Red02,,,,,,,,,Uhoi,1,8
127.41573,Bye,10,Random2,Red02,Red02,,,,,,,,,Bye,350,0
