0.03333,MOT_mc_bg_black_00,seat100-0,,
0.93324,1,,,,D40
0.93324,2,,,,D40
0.93324,3,,,,D40
0.93324,4,,,,D40
0.93324,5,,,,D40
3.16635,MOT_mc_bg_black_00,b80-65,,
3.16635,MOT_mc_light_up_00,l1,,
3.16635,MOT_mc_speaker_00,temp1,,
3.16635,MOT_mc_light_center_00,l1,,
3.16635,MOT_mc_light_under_00,l2,,
3.16635,1,1-2,,,
3.16635,2,1-2,,,
3.16635,3,1-2,,,
3.16635,4,1-2,,,
3.16635,5,1-2,,,
4.09959,5,w2,,,
4.09959,4,w2,,,
4.09959,3,w2,,,
4.09959,2,w2,,,
4.09959,1,w2,,,
4.19958,1,2-3,,,
4.19958,2,2-3,,,
4.19958,3,2-3,,,
4.19958,4,2-3,,,
4.19958,5,2-3,,,
5.13282,5,w3,,,
5.13282,4,w3,,,
5.13282,3,w3,,,
5.13282,2,w3,,,
5.13282,1,w3,,,
5.46612,1,,,,L20
5.46612,2,,,,L20
5.46612,3,,,,L20
5.46612,4,,,,L20
5.46612,5,,,,L20
5.46612,MOT_mc_stage_color_00,r-flash,,
5.46612,MOT_mc_light_up_00,l3,,
5.46612,1,3-4,,,
5.46612,2,3-4,,,
5.46612,3,3-4,,,
5.46612,4,3-4,,,
5.46612,5,3-4,,,
6.066059999999999,4,4-1,l1,,
6.066059999999999,5,4-1,r1,,
6.39936,3,w4,,,
6.39936,2,w4,,,
6.39936,1,w4,,,
6.6659999999999995,2,4-1,l1,,
6.6659999999999995,3,4-1,r1,,
6.9993,5,w1,,,
6.9993,4,w1,,,
7.232609999999999,1,4-1,,,
7.59924,3,w1,,,
7.59924,2,w1,,,
8.165849999999999,1,lp1,,,
8.165849999999999,2,lp1,,,
8.165849999999999,3,lp1,,,
8.165849999999999,4,lp1,,,
8.165849999999999,5,lp1,,,
11.13222,1,1-2,,,
11.13222,2,1-2,,,
11.13222,3,1-2,,,
11.13222,4,1-2,,,
11.13222,5,1-2,,,
11.96547,MOT_mc_stage_color_00,y-flash,,
11.96547,1,2-3,,,
12.06546,5,w2,,,
12.06546,4,w2,,,
12.06546,3,w2,,,
12.06546,2,w2,,,
12.69873,2,2-3,,,
12.69873,3,2-3,,,
12.89871,1,w3,,,
13.431989999999999,4,2-3,,,
13.431989999999999,5,2-3,,,
13.631969999999999,3,w3,,,
13.631969999999999,2,w3,,,
14.23191,1,3-4,,,
14.23191,2,3-4,,,
14.23191,3,3-4,,,
14.23191,4,3-4,,,
14.23191,5,3-4,,,
14.9985,1,lp4,,,
14.9985,2,lp4,,,
14.9985,3,lp4,,,
14.9985,4,lp4,,,
14.9985,5,lp4,,,
17.79822,1,4-1,r1,,
17.79822,2,4-1,lb0,,
17.79822,3,4-1,r2,,
17.79822,4,4-1,lb0,,
17.79822,5,4-1,r2,,
17.93154,MOT_mc_stage_color_00,r-flash,,
18.63147,1,,r2,,
18.63147,2,,r1,,
18.63147,3,,r3,,
18.63147,4,,r1,,
18.63147,5,,r3,,
18.73146,5,w1,,,
18.73146,4,w1,,,
18.73146,3,w1,,,
18.73146,2,w1,,,
18.73146,1,w1,,,
19.43139,1,1-2,rb1,,
19.43139,2,1-2,rb0,,
19.43139,3,1-2,rb2,,
19.43139,4,1-2,rb0,,
19.43139,5,1-2,rb2,,
20.23131,1,,rb0,,
20.23131,2,,l1,,
20.23131,3,,rb1,,
20.23131,4,,l1,,
20.23131,5,,rb1,,
20.36463,5,w2,,,
20.36463,4,w2,,,
20.36463,3,w2,,,
20.36463,2,w2,,,
20.36463,1,w2,,,
20.997899999999998,1,sp2-3,,,
20.997899999999998,2,sp2-3,,,
20.997899999999998,3,sp2-3,,,
20.997899999999998,4,sp2-3,,,
20.997899999999998,5,sp2-3,,,
23.29767,1,j3-4,,,
23.29767,2,j3-4,,,
23.29767,3,j3-4,,,
23.29767,4,j3-4,,,
23.29767,5,j3-4,,,
23.96427,MOT_mc_stage_color_00,r-flash,,
23.96427,2,4-1,,,
24.36423,5,w4,,,
24.36423,4,w4,,,
24.36423,3,w4,,,
24.36423,1,w4,,,
24.73086,3,4-1,,,
24.89751,2,w1,,,
25.464119999999998,4,4-1,,,
25.664099999999998,3,w1,,,
26.13072,5,4-1,,,
26.39736,4,w1,,,
26.53068,MOT_mc_stage_color_00,r-flash,,
26.53068,1,sp4-1,,,
26.53068,2,sp1-2,,,
26.53068,3,sp1-2,,,
26.53068,4,sp1-2,,,
26.53068,5,sp1-2,,,
29.130419999999997,MOT_mc_stage_color_00,y-flash,,
29.130419999999997,1,hj1,,,
29.130419999999997,2,hj2,,,
29.130419999999997,3,hj2,,,
29.130419999999997,4,hj2,,,
29.130419999999997,5,hj2,,,
29.963669999999997,1,,,,L0
29.963669999999997,2,,,,L0
29.963669999999997,3,,,,L0
29.963669999999997,4,,,,L0
29.963669999999997,5,,,,L0
29.963669999999997,MOT_mc_bg_black_00,b65-20,,
29.963669999999997,MOT_mc_stage_color_00,r-flash,,
29.963669999999997,MOT_mc_light_up_00,l2,,
29.963669999999997,MOT_mc_light_under_00,l1,,
29.963669999999997,2,2-3,lb0,,
29.963669999999997,3,2-3,rb0,,
30.363629999999997,5,w2,,,
30.363629999999997,4,w2,,,
30.363629999999997,1,w1,,,
30.39696,4,2-3,lb0,,
30.39696,5,2-3,rb0,,
30.79692,1,1-2,,,
30.79692,2,3-4,,,
30.79692,3,3-4,,,
30.79692,4,3-4,,,
30.79692,5,3-4,,,
31.43019,1,sp2-3,,,
31.43019,2,sp4-1,,,
31.43019,3,sp4-1,,,
31.43019,4,sp4-1,,,
31.43019,5,sp4-1,,,
31.46352,MOT_mc_stage_color_00,r-flash,,
32.56341,1,3-4,,,
32.56341,2,1-2,,,
32.56341,3,1-2,,,
32.56341,4,1-2,,,
32.56341,5,1-2,,,
32.9967,MOT_mc_stage_color_00,b-flash,,
32.9967,1,lp4,,,
32.9967,2,lp2,,,
32.9967,3,lp2,,,
32.9967,4,lp2,,,
32.9967,5,lp2,,,
33.59664,1,w4,,,
33.59664,2,w2,,,
33.59664,3,w2,,,
33.59664,4,w2,,,
33.59664,5,w2,,,
33.9966,1,4-1,,,
33.9966,2,2-3,,,
33.9966,3,2-3,,,
33.9966,4,2-3,,,
33.9966,5,2-3,,,
34.42989,MOT_mc_stage_color_00,b-flash,,
34.46322,5,3-4,,,
34.62987,3,3-4,,,
34.79652,1,1-2,,,
34.92984,4,w3,,,
34.92984,2,w3,,,
34.96317,2,3-4,,,
35.129819999999995,4,3-4,,,
35.39646,5,w4,,,
35.56311,3,w4,,,
35.72976,1,w2,,,
35.896409999999996,2,w4,,,
36.02973,MOT_mc_stage_color_00,y-flash,,
36.02973,1,2-3,r1,,
36.02973,2,4-1,r1,,
36.02973,3,4-1,r1,,
36.02973,4,4-1,r1,,
36.02973,5,4-1,r1,,
36.696329999999996,1,3-4,,,
36.696329999999996,2,1-2,,,
36.696329999999996,3,1-2,,,
36.696329999999996,4,1-2,,,
36.696329999999996,5,1-2,,,
37.46292,MOT_mc_stage_color_00,y-flash,,
37.46292,1,,rb0,,
37.46292,2,,rb0,,
37.46292,3,,rb0,,
37.46292,4,,rb0,,
37.46292,5,,rb0,,
37.62957,5,w2,,,
37.62957,4,w2,,,
37.62957,3,w2,,,
37.62957,2,w2,,,
37.62957,1,w4,,,
38.12952,1,sp4-1,,,
38.12952,2,sp2-3,,,
38.12952,3,sp2-3,,,
38.12952,4,sp2-3,,,
38.12952,5,sp2-3,,,
38.86278,1,hj1,,,
38.86278,2,hj3,,,
38.86278,3,hj3,,,
38.86278,4,hj3,,,
38.86278,5,hj3,,,
38.89611,MOT_mc_stage_color_00,r-flash,,
39.36273,4,3-4,,,
39.76269,2,3-4,,,
40.09599,5,w3,,,
40.09599,3,w3,,,
40.09599,1,w1,,,
40.16265,1,1-2,,,
40.29597,4,w4,,,
40.6626,3,3-4,,,
40.69593,2,w4,,,
40.9959,5,3-4,,,
41.09589,1,w2,,,
41.39586,1,2-3,,,
41.39586,2,4-1,,,
41.39586,3,4-1,,,
41.39586,4,4-1,,,
41.39586,5,4-1,,,
41.82915,5,1-2,,,
42.22911,3,1-2,,,
42.3291,4,w1,,,
42.3291,2,w1,,,
42.3291,1,w3,,,
42.56241,1,3-4,,,
42.762389999999996,5,w2,,,
42.96237,2,1-2,,,
43.162349999999996,3,w2,,,
43.36233,4,1-2,,,
43.49565,1,w4,,,
43.52898,4,j2-3,,,
43.69563,2,j2-3,,,
43.86228,1,j4-1,,,
44.028929999999995,3,j2-3,,,
44.19558,5,j2-3,,,
44.59554,4,w3,,,
44.76219,2,w3,,,
44.795519999999996,1,1-2,,,
45.09549,3,w3,,,
45.262139999999995,5,w3,,,
45.3288,2,3-4,,,
45.3288,3,3-4,,,
45.72876,1,w2,,,
45.86208,4,3-4,,,
45.86208,5,3-4,,,
46.26204,3,w4,,,
46.26204,2,w4,,,
46.52868,5,4-1,,,
46.69533,3,4-1,,,
46.79532,4,w4,,,
46.861979999999996,1,2-3,,,
47.02863,2,4-1,,,
47.19528,4,4-1,,,
47.46192,5,w1,,,
47.628569999999996,3,w1,,,
47.79522,1,w3,,,
47.92854,4,1-2,,,
47.92854,5,1-2,,,
47.96187,2,w1,,,
48.42849,2,1-2,,,
48.42849,3,1-2,,,
48.861779999999996,5,w2,,,
48.861779999999996,4,w2,,,
48.895109999999995,1,3-4,,,
49.361729999999994,3,w2,,,
49.361729999999994,2,w2,,,
49.361729999999994,1,sp4-1,,,
49.52838,2,sp2-3,,,
49.695029999999996,3,sp2-3,,,
49.86168,4,sp2-3,,,
50.02833,5,sp2-3,,,
50.82825,MOT_mc_light_up_00,l1,,
50.82825,MOT_mc_light_under_00,l2,,
50.86158,1,,,,D20
50.86158,2,,,,D20
50.86158,3,,,,D20
50.86158,4,,,,D20
50.86158,MOT_mc_bg_black_00,b20-65,,
50.86158,MOT_mc_stage_color_00,r-flash,,
50.86158,1,1-2,,,
50.86158,2,3-4,,,
50.86158,3,3-4,,,
50.86158,4,3-4,,,
50.86158,5,3-4,,f1,
51.62817,5,sp4-1,,,
51.794819999999994,4,w4,,,
51.794819999999994,3,w4,,,
51.794819999999994,2,w4,,,
51.794819999999994,1,w2,,,
52.36143,5,1-2,,,
53.12802,5,2-3,,,
53.827949999999994,5,3-4,l1,,
54.49455,5,,l2,,
54.76119,5,w4,,,
55.22781,5,4-1,lb1,,
55.62777,5,,lb0,,
56.02773,5,,r1,,
56.161049999999996,5,w1,,,
56.42769,5,,rb0,,
56.79432,5,1-2,,,
57.69423,2,,,,L0
57.69423,5,,,,D20
57.69423,MOT_mc_stage_color_00,r-flash,,
57.69423,2,sp4-1,,f1,
57.69423,5,2-3,,b0,
58.294169999999994,2,1-2,,,
58.627469999999995,5,w3,,,
58.994099999999996,2,2-3,r1,,
59.56071,2,j3-4,,,
60.260639999999995,2,j4-1,,,
61.16055,2,sp1-2,rb0,,
61.36053,2,,l1,,
61.72716,2,,lb0,,
62.06046,2,,r1,,
62.360429999999994,2,2-3,rb0,,
62.86038,MOT_mc_stage_color_00,b-flash,,
62.86038,1,2-3,,,
62.86038,2,3-4,,,
62.86038,3,4-1,,,
62.86038,4,4-1,,,
62.86038,5,3-4,,,
63.526979999999995,1,,,,L0
63.526979999999995,2,,,,D20
63.526979999999995,1,lp3,,f1,
63.526979999999995,2,,,b0,
63.79362,5,w4,,,
63.79362,4,w1,,,
63.79362,3,w1,,,
63.79362,2,w4,,,
64.16024999999999,1,,l1,,
64.82685,1,3-4,lb0,,
65.76008999999999,1,w4,,,
65.82675,MOT_mc_stage_color_00,r-flash,,
65.82675,1,4-1,,,
66.52668,1,,,,D20
66.52668,3,,,,L0
66.52668,3,1-2,,f1,
66.52668,1,,,b0,
66.75999,1,w1,,,
67.25994,3,2-3,r1,,
67.59324,3,3-4,rb0,,
67.9932,3,lp4,,,
68.49315,3,hj4,,,
68.89311,MOT_mc_stage_color_00,b-flash,,
69.42639,3,,,,D20
69.42639,4,,,,L0
69.42639,4,lp1,,f1,
69.42639,3,,,b0,
69.72636,3,w4,,,
70.05966,4,sp1-2,,,
70.6596,4,2-3,,,
71.15955,4,3-4,,b0,
71.69283,1,,,,L0
71.69283,2,,,,L0
71.69283,3,,,,L0
71.69283,5,,,,L0
71.69283,MOT_mc_stage_color_00,r-flash,,
71.69283,MOT_mc_light_up_00,l4,,
71.69283,MOT_mc_light_under_00,l3,,
71.69283,4,4-1,,,
71.69283,5,4-1,,,
72.42609,2,4-1,,,
72.42609,3,4-1,,,
