time,lyrics,size
0.000,,
2.050,オンリーワンのミラクル起こせ !,
6.283,「私たち」,
7.100,「生まれ変わっても」,
8.117,「ずっと一緒れす ! 」,
9.067,楽しまなきゃ損だね？,
11.233,「ここは一体何処なのれす…」,
12.833,「空中ブランコから落ちたらこんなところに…」,
15.067,「と、とりあえずあの街目指しましょう ! 」,
16.967,Let's Go!!,
17.833,I・S・E・K・A・I,
22.700,「置いてかないでくださ～い ! 」,
24.567,I・S・E・K・A・I,
27.983,I S E K A Iでやるしかない !,
31.333,賑やかな猫の歌声,
34.333,かぼちゃの馬車は水玉模様,
38.133,アルバイト週休7日,
41.100,ご当地グルメはここにもあった!?,
44.667,（イェーイ ! ）,
45.817,「うえ～こんなグロい虫たべられないにゃ…」,
48.300,「安部菜々17歳 ! いきます ! 」,
50.383,「さ、さすがれす…」,
51.867,wi-fiは通じないけど,
55.617,毎日新鮮それがいい,
58.783,せっかく来たなら伝説刻め !,
61.800,声出し（オッケー ! ）オッケー？（オッケー ! ）,
63.867,手に入れちゃおう !,
65.817,「遠慮したってつまんないでしょ？」,
68.717,巡り合った世界の主役になろう !,
72.317,とんでもないシナリオだって　乗り越えられる,
75.317,前途多難でオーライ　笑顔で行こう !,
79.050,前向きさだけ忘れないで　どんな時でも,
82.450,まだまだ知らない,
85.867,異世界解き明かそう !,
89.267,さあさあ明日もきっと,
94.333,何かが起こりそう,
97.883,,
98.983,Let's Go!!,
99.733,I・S・E・K・A・I,
104.800,「こんなのってないにゃ～」,
106.583,I・S・E・K・A・I,
109.950,I S E K A Iでやるしかない !,
114.3265,,
