time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Bye,10,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,1,0
2.696629213,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,59.33333333,0
3.707865169,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,178,8
4.04494382,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,59.33333333,0
5.056179775,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,178,8
5.393258427,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,59.33333333,0
6.404494382,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,178,8
6.741573034,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,59.33333333,0
7.752808989,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,178,8
8.08988764,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,59.33333333,0
9.101123596,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,178,8
9.438202247,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,59.33333333,0
10.4494382,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,178,8
10.78651685,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,59.33333333,0
11.79775281,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,178,8
12.13483146,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,59.33333333,0
13.14606742,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,267,8
13.314607,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,22.25,0
16.011236,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,22.25,8
18.539326,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Uhoi,178,8
18.876404,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Oioi,178,0
29.662921,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Oioi,178,0
38.764045,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Oioi,267,8
38.932584,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Oioi,178,2
39.438202,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Oioi,178,2
39.691011,Uhoi,178,Random4,Pink01,Blue01,Yellow01,Orange04,,,,,,,Pause,178,2
