time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,0,,
0,,1,,BUS_0007,0,0,,
0,,2,,MasterOut,0,0,,
0,,2,,BUS_0007,0,0,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.2,,
0,,4,,MasterOut,0,0,,
0,,4,,BUS_0007,0,0,,
0,,5,,MasterOut,0,0,,
0,,5,,BUS_0007,0,0,,
0,3,1,1,,,,0,0.78
0,2,2,1,,,,0,0.78
0,1,3,1,,,,0,0.78
0,5,4,1,,,,0,0.78
0,4,5,1,,,,0,0.78
21.044,,3,,MasterOut,0.05,0,,
21.044,,3,,BUS_0007,0.2,0,,
21.434,,5,,MasterOut,0,1,,
21.434,,5,,BUS_0007,0,0.2,,
27.515,,5,,MasterOut,0.05,0,,
27.515,,5,,BUS_0007,0.2,0,,
27.688,,4,,MasterOut,0,1,,
27.688,,4,,BUS_0007,0,0.2,,
33.744,,4,,MasterOut,0.05,0,,
33.744,,4,,BUS_0007,0.2,0,,
33.901,,1,,MasterOut,0,1,,
33.901,,1,,BUS_0007,0,0.2,,
39.284,,1,,MasterOut,0.05,0,,
39.284,,1,,BUS_0007,0.2,0,,
39.682,,2,,MasterOut,0,1,,
39.682,,2,,BUS_0007,0,0.2,,
46.277,,2,,MasterOut,0.05,0,,
46.277,,2,,BUS_0007,0.2,0,,
46.65,,2,,MasterOut,0,1,,
46.65,,2,,BUS_0007,0,0.2,,
46.65,,4,,MasterOut,0,1,,
46.65,,4,,BUS_0007,0,0.2,,
46.65,2,,,,,,-12,0.54
46.65,5,,,,,,12,0.54
47.981,,2,,MasterOut,0.05,0,,
47.981,,2,,BUS_0007,0.2,0,,
47.981,,4,,MasterOut,0.05,0,,
47.981,,4,,BUS_0007,0.2,0,,
48.083,,1,,MasterOut,0,1,,
48.083,,1,,BUS_0007,0,0.2,,
48.083,,3,,MasterOut,0,1,,
48.083,,3,,BUS_0007,0,0.2,,
48.083,,5,,MasterOut,0,1,,
48.083,,5,,BUS_0007,0,0.2,,
48.083,4,,,,,,-18,0.39
48.083,1,,,,,,0,0.53
48.083,3,,,,,,18,0.39
52.43,,1,,MasterOut,0.05,0,,
52.43,,1,,BUS_0007,0.2,0,,
