time,lyrics,size
0.00 ,,
17.65 ,秘密を包んだ　魔法をおくる,
20.35 ,結ばれたくて　ほどかれたくて,
23.33 ,癒されるでしょ　おいしそうでしょ,
25.967 ,心をこめた　魅惑のレシピ,
28.85 ,次の部屋から　奥の部屋まで,
31.517 ,風を含んで　あなたのもとへ,
34.317 ,どうなるのかな　どんな味かな,
37.062 ,想像力を刺激する,
39.617 ,幻想のステージの屋根の上に,
45.10 ,金色に輝く　リスペクト,
50.400 ,溶けるほど　あまくなる,
53.13 ,優しくて熱い　誘惑,
55.783 ,愛したい / 愛されて / 時を超えてみせて,
61.473 ,３つの願い,
63.4537,砂漠の千年先でも　純情なまま,
70.72031,めぐり逢いからスタートする,
74.5,ダイヤの原石もとめ　火花散らす,
81.663,奪って　ドラマティックな展開,
86.067,好きなものが似ている　でも,
88.917,苦手なのも似ている,
91.167,深まるのは　熟成するから,
96.750,煮詰めすぎないで,
99.067,香ばしく　たちのぼれ,
102.700,満悦のマジョラムLALAテラピー　SHALALA,
110.967,,
