time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,,6,,MasterOut,0,1,,
0,,6,,BUS_0007,0,0,,
0.1,1,1,1,,,,0,0
0.2,2,2,1,,,,0,0
0.3,3,3,1,,,,0,0.78
0.4,4,4,1,,,,0,0
0.5,5,5,1,,,,0,0
0.6,6,1,1,,,,0,0
0.7,7,2,1,,,,0,0
0.8,8,3,1,,,,0,0
0.9,9,4,1,,,,0,0
1,10,5,1,,,,0,0
1.1,11,6,1,,,,0,0.82
1.2,12,6,1,,,,0,0
1.3,13,6,1,,,,0,0
7.237,3,3,1,,,,0,0
7.237,4,4,1,,,,0,0.78
10.657,2,2,1,,,,0,0.78
10.657,4,4,1,,,,0,0
14.523,2,2,1,,,,0,0
14.523,5,5,1,,,,0,0.78
16.973,11,6,1,,,,0,0
16.973,8,3,1,,,,0,0.8
17.925,12,6,1,,,,0,0.78
25.396,8,3,1,,,,0,0
25.396,9,4,1,,,,0,0.8
26.221,12,6,1,,,,0,0
26.221,13,6,1,,,,0,0.78
32.409,,5,,MasterOut,0,1,,
32.409,,5,,BUS_0007,0,0.1,,
33,13,6,1,,,,0,0
33,9,4,1,,,,0,0
33,11,6,1,,,,0,0.78
33,6,1,1,,,,0,0.78
33,,6,,MasterOut,0,1,,
33,,6,,BUS_0007,0,0.1,,
34.754,,5,,MasterOut,0.05,0,,
34.754,,5,,BUS_0007,0.2,0,,
36.048,,2,,MasterOut,0,1,,
36.048,,2,,BUS_0007,0,0.1,,
36.048,2,2,1,,,,0,0.78
38.359,,2,,MasterOut,0.05,0,,
38.359,,2,,BUS_0007,0.2,0,,
39.694,,5,,MasterOut,0,1,,
39.694,,5,,BUS_0007,0,0.1,,
41.97,,5,,MasterOut,0.05,0,,
41.97,,5,,BUS_0007,0.2,0,,
43.299,,2,,MasterOut,0,1,,
43.299,,2,,BUS_0007,0,0.1,,
44.489,11,6,1,,,,0,0
44.489,6,1,1,,,,0,0
46.212,,2,,MasterOut,0.05,0,,
46.212,,2,,BUS_0007,0.2,0,,
46.567,,1,,MasterOut,0,1,,
46.567,,1,,BUS_0007,0,0.1,,
46.567,1,1,1,,,,0,0.78
46.567,,6,,MasterOut,0,1,,
46.567,,6,,BUS_0007,0,0,,
54.162,1,1,1,,,,0,0
54.162,,3,,MasterOut,0,1,,
54.162,,3,,BUS_0007,0,0.1,,
54.162,,5,,MasterOut,0,1,,
54.162,,5,,BUS_0007,0,0.1,,
54.162,3,3,1,,,,-7,0.58
54.162,5,5,1,,,,7,0.58
56.05,3,3,1,,,,0,0
56.05,5,5,1,,,,0,0
56.05,,2,,MasterOut,0,1,,
56.05,,2,,BUS_0007,0,0.1,,
56.05,,4,,MasterOut,0,1,,
56.05,,4,,BUS_0007,0,0.1,,
56.05,2,2,1,,,,7,0.58
56.05,4,4,1,,,,-7,0.58
57.734,2,2,1,,,,0,0
57.734,4,4,1,,,,0,0
57.734,1,1,1,,,,0,0.78
62.502,1,1,1,,,,0,0
62.502,4,4,1,,,,-7,0.56
62.502,3,3,1,,,,7,0.56
62.502,11,6,1,,,,0,0.76
70.588,4,4,1,,,,0,0
70.588,3,3,1,,,,0,0
70.588,2,2,1,,,,-7,0.54
70.588,5,5,1,,,,7,0.54
77.827,2,2,1,,,,0,0
77.827,5,5,1,,,,0,0
77.827,1,1,1,,,,0,0.78
78.133,9,4,1,,,,-9,0.64
78.133,10,5,1,,,,9,0.64
78.133,11,6,1,,,,0,0
82.599,9,4,1,,,,0,0
82.599,10,5,1,,,,0,0
82.599,7,2,1,,,,-9,0.64
82.599,8,3,1,,,,9,0.64
85.376,1,1,1,,,,0,0
85.376,11,6,1,,,,0,0.76
85.376,2,2,1,,,,-7,0.34
85.376,3,3,1,,,,7,0.34
85.376,4,4,1,,,,-18,0.46
85.376,5,5,1,,,,18,0.46
96.409,2,2,1,,,,0,0
96.409,3,3,1,,,,0,0.78
96.409,4,4,1,,,,0,0
96.409,5,5,1,,,,0,0
109.181,3,3,1,,,,0,0
109.181,2,2,1,,,,0,0.78
110.991,2,2,1,,,,0,0
110.991,1,1,1,,,,0,0.78
114.626,1,1,1,,,,0,0
114.626,4,4,1,,,,0,0.78
116.45,4,4,1,,,,0,0
116.45,5,5,1,,,,0,0.78
118.246,5,5,1,,,,0,0
118.246,1,1,1,,,,0,0.78
119.742,1,1,1,,,,0,0
119.742,2,2,1,,,,-7,0.34
119.742,3,3,1,,,,7,0.34
119.742,4,4,1,,,,-15,0.46
119.742,5,5,1,,,,15,0.46
122.026,1,1,1,,,,0,0.51
122.026,2,2,1,,,,-9,0.36
122.026,3,3,1,,,,9,0.36
122.026,4,4,1,,,,-18,0.28
122.026,5,5,1,,,,18,0.28
