time,lyrics,size
0.00 ,,
5.33 ,もしもし未来はどこですか？,
8.32 ,New Life New Love New Road Yeah,
10.68 ,今あるステキを抱きしめようと,
15.00 ,決意しました,
17.83 ,,
28.53 ,［物語の主人公になりたい］,
33.15 ,妄想力　フルパワーで　入り込んだBrand new world,
38.48 ,ピカピカ光る　世界の中心でも,
42.98 ,通行人Bはヒーローになれないの？,
48.421,いつでも　変わらない,
50.906,いつもの　今日,
53.402,いつの間にか　きっと,
55.735,待ち望んでた物語,
58.266,これこそが　私の居場所,
62.678,もしもし未来はここですか？,
65.836,あなたを迎えに来ました,
68.321,宝物は見慣れた絆,
72.233,違う形の正解もありますよ,
75.797,なかなか気付けないけれど,
78.247,革命は毎日のように　ここで実際　おきてるんです,
83.715,『はやく帰って　おいしいご飯が食べたい』,
88.51,それでいいのです　それが全てです,
93.178,エキストラでも　勇者じゃなくても,
98.46,物語はたったひとつ,
102.257,もしもし　もしもし？　もしもーし！,
106.877,未来はここですか？,
109.362,あなたを迎えに来ました,
111.846,愉快な歌　きこえてるでしょう,
115.724,ここがあるから世界は面白く,
119.3,なかなかやめられないから,
121.808,革命は毎日のように,
123.84,ここでおこすと決意しました,
127.891,,
