time,lyrics,size
0.00 ,,
3.54 ,no no cry more,
5.21 ,泣かない　想い出　作ったら？,
10.78 ,この夢こそは !　この恋こそは !　このチャンスだけ逃したくないよ… !,
23.88 ,yeh yeh yeh yeh yeh,
25.77 ,wow wow wow wow,
27.59 ,yeh yeh yeh yeh yeh,
29.43 ,wow wow wow wow,
31.27 ,yeh yeh yeh yeh yeh,
33.11 ,survival dAnce! survival dAnce! trial dAnce!,
38.67 ,喧嘩ばかりだよ　あの頃も今だって,
45.83 ,相変わらずの　笑い声と　さみしげなあいつはきっと,
53.20 ,なつかしい草原を　君と2人で歩く,
60.612,夕陽が傾いても　暗やみが訪れても　映画の幕の様に,
71.688,終わらない　続いてゆく　survival dAnce!!,
77.4,yeh yeh yeh yeh yeh,
79.304,wow wow wow wow,
81.126,yeh yeh yeh yeh yeh,
82.984,wow wow wow wow,
84.842,yeh yeh yeh yeh yeh,
86.664,survival dAnce! survival dAnce! trial dAnce!,
92.249,yeh yeh yeh yeh yeh,
94.037,wow wow wow wow,
95.906,yeh yeh yeh yeh yeh,
97.775,wow wow wow wow,
99.586,yeh yeh yeh yeh yeh,
101.421,survival dAnce! survival dAnce! trial dAnce!,
108.924,,
