time,lyrics,size
0,,
9.150,（ミステリーハート）,
14.767,,
17.920,謎めいて　密かに淡く誘うの,
25.073,嘘をついて　仄かに香るスパイス,
33.150,飽く迄も私は天使,
36.843,悪魔でも一人は寂しい,
40.996,いい女は欲張りなの,
44.920,だから魅力的,
47.458,甘い罠を解いて来て,
50.920,惑わせて魅せる　際どいDoubt,
55.304,I wanna kiss you 気付いて,
58.304,覗かせてあげる　ミステリーハート,
62.920,つまらないパスワードはNo No No No,
67.996,ミステリーハート,
70.304,解き明かして　ドアをknock knock knock knock,
75.381,ミステリーハート,
77.458,Dark & Light,
79.304,Real & Game,
81.150,Bitter & Sweet,
82.996,ミステリーハート,
84.843,Day & Night,
86.689,False & True,
88.535,Hate & Love,
90.381,ミステリーハート,
93.612,甘い罠を解いて来て,
97.073,惑わせて魅せる　際どいDoubt,
101.458,I wanna kiss you 気付いて,
104.343,覗かせてあげる　ミステリーハート,
109.073,つまらないパスワードはNo No No No,
114.150,ミステリーハート,
116.458,解き明かしてドアをknock knock knock knock,
121.535,ミステリーハート,
127.384,,
