0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
0.03333,1,,r1,,
0.03333,2,,l1,,
0.06666,1,,r2,,
0.06666,2,,l2,,
0.09999,1,,r3,,
0.09999,2,,l3,,
0.13332,1,,r4,,
0.13332,2,,l4,,
0.16665,1,,r5,,
0.16665,2,,l5,,
2.3997599999999997,1,j1-2,,,
2.3997599999999997,2,j1-2,,,
2.89971,1,j2-3,,,
2.89971,2,j2-3,,,
3.6662999999999997,2,3-4,,f1,
3.73296,MOT_mc_stage_color_00,b-flash,,
3.9662699999999997,1,w3,,,
4.16625,2,4-1,,,
4.59954,2,1-2,,,
5.06616,2,j2-3,,,
5.46612,2,3-4,,,
5.83275,2,lp4,,,
7.232609999999999,2,4-1,,,
7.69923,2,1-2,,,
8.13252,2,j2-3,,,
8.53248,2,lp3,,,
9.86568,2,3-4,,,
10.3323,2,4-1,,,
10.76559,2,j1-2,,,
11.16555,2,lp2,,,
12.932039999999999,2,2-3,,b0,
13.331999999999999,1,3-4,,,
13.331999999999999,2,3-4,,,
14.265239999999999,2,w4,,,
14.265239999999999,1,w4,,,
14.63187,MOT_mc_stage_color_00,r-flash,,
14.63187,1,4-1,,f1,
15.13182,1,1-2,,,
15.565109999999999,1,2-3,,,
16.03173,1,j3-4,,,
16.43169,1,4-1,,,
16.79832,1,lp1,,,
18.19818,1,1-2,,,
18.6648,1,2-3,,,
19.09809,1,j3-4,,,
19.49805,1,lp4,,,
20.83125,1,4-1,,,
21.29787,1,1-2,,,
21.73116,1,j2-3,,,
22.13112,1,lp3,,,
23.031029999999998,1,3-4,,b0,
23.630969999999998,2,,,f1,
23.96427,1,w4,,,
24.36423,2,4-1,,,
24.39756,MOT_all,cut2,,
24.56421,MOT_mc_stage_color_00,r-flash,,
24.76419,2,lp1,,,
25.53078,2,1-2,,,
25.93074,2,lp2,,,
27.063959999999998,2,2-3,,,
27.063959999999998,2,,lb4,,
27.663899999999998,2,3-4,,,
27.663899999999998,2,,lb3,,
28.330499999999997,2,4-1,,,
28.697129999999998,2,lp1,,,
29.19708,2,j1-2,,,
29.730359999999997,2,j2-3,,,
30.130319999999998,2,lp3,,,
30.89691,2,3-4,,,
