0.03333,MOT_mc_bg_black_00,seat100-0,,
0.3333,1,,,,D20
0.3333,2,,,,D20
0.3333,3,,,,D20
0.3333,4,,,,D20
0.3333,5,,,,D20
1.9998,MOT_mc_bg_black_00,b80-65,,
1.9998,MOT_mc_speaker_00,temp1,,
1.9998,MOT_mc_light_up_00,l1,,
1.9998,MOT_mc_light_center_00,l1,,
1.9998,MOT_mc_light_under_00,l1,,
1.9998,1,lp1,,,
2.43309,3,lp1,,,
2.86638,4,lp1,,,
3.29967,5,lp1,,,
3.73296,2,lp1,,,
6.366029999999999,MOT_mc_stage_color_00,b-flash,,
6.366029999999999,1,1-2,,,
6.366029999999999,2,1-2,,,
6.366029999999999,3,1-2,,,
6.366029999999999,4,1-2,,,
6.366029999999999,5,1-2,,,
7.06596,3,2-3,,,
7.19928,1,2-3,,,
7.29927,5,w2,,,
7.29927,4,w2,,,
7.29927,2,w2,,,
7.332599999999999,2,2-3,,,
7.6659,4,2-3,,,
7.6659,5,2-3,,,
7.89921,1,3-4,,,
7.89921,2,3-4,,,
7.89921,3,3-4,,,
8.59914,5,w3,,,
8.59914,4,3-4,,,
8.59914,5,3-4,,,
8.83245,3,w4,,,
8.83245,2,w4,,,
8.83245,1,w4,,,
9.09909,2,4-1,,,
9.09909,3,4-1,,,
9.53238,5,w4,,,
9.53238,4,w4,,,
10.03233,3,w1,,,
10.03233,2,w1,,,
11.098889999999999,1,lp4,,,
11.26554,1,w4,,,
11.43219,2,lp1,,,
11.43219,4,lp4,,,
11.59884,2,w1,,,
11.59884,4,w4,,,
11.63217,3,lp1,,,
11.63217,5,lp4,,,
11.76549,3,w1,,,
11.76549,5,w4,,,
13.09869,1,lp4,,,
13.232009999999999,1,w4,,,
13.29867,4,j4-1,,,
13.29867,5,j4-1,,,
13.36533,2,j1-2,,,
13.36533,3,j1-2,,,
13.431989999999999,1,j4-1,,,
14.29857,5,,r1,,
14.365229999999999,5,w1,,,
14.365229999999999,4,w1,,,
14.365229999999999,3,,r1,,
14.43189,3,w2,,,
14.43189,2,w2,,,
14.43189,1,,r1,,
14.49855,1,w1,,,
14.49855,2,,r1,,
14.565209999999999,4,,r1,,
14.665199999999999,1,1-2,,,
14.665199999999999,2,2-3,,,
14.665199999999999,3,2-3,,,
14.665199999999999,4,1-2,,,
14.665199999999999,5,1-2,,,
15.09849,1,2-3,rb0,,
15.09849,2,3-4,rb0,,
15.09849,3,3-4,rb0,,
15.09849,4,2-3,rb0,,
15.09849,5,2-3,rb0,,
15.59844,1,j3-4,,,
15.59844,2,4-1,l1,,
15.59844,3,4-1,r1,,
15.79842,4,3-4,l1,,
15.79842,5,3-4,r1,,
16.16505,1,4-1,l1,,
16.531679999999998,3,w1,,,
16.531679999999998,2,w1,,,
16.63167,1,1-2,lb0,,
16.63167,2,1-2,lb0,,
16.63167,4,4-1,lb0,,
16.731659999999998,5,w4,,,
17.19828,1,2-3,r1,,
17.19828,2,2-3,r1,,
17.19828,4,1-2,r1,,
17.764889999999998,1,3-4,rb0,,
17.764889999999998,2,3-4,rb0,,
17.764889999999998,4,2-3,rb0,,
17.764889999999998,3,1-2,rb0,,
17.764889999999998,5,4-1,rb0,,
18.3315,1,4-1,,,
18.3315,4,3-4,l1,,
18.3315,5,1-2,r1,,
18.69813,3,w2,,,
18.69813,2,w4,,,
18.89811,1,1-2,,,
18.89811,2,4-1,l1,,
18.89811,3,2-3,r1,,
19.26474,5,w2,,,
19.26474,4,w4,,,
19.46472,1,2-3,,,
19.46472,2,1-2,,,
19.46472,3,3-4,,,
19.46472,4,4-1,,,
19.46472,5,2-3,,,
20.03133,1,3-4,,,
20.03133,2,2-3,lb0,,
20.03133,4,1-2,lb0,,
20.03133,3,4-1,rb0,,
20.03133,5,3-4,rb0,,
20.597939999999998,1,4-1,,,
20.597939999999998,2,3-4,,,
20.597939999999998,3,1-2,,,
20.597939999999998,4,2-3,,,
20.597939999999998,5,4-1,,,
21.16455,1,j1-2,,,
21.16455,2,j4-1,,,
21.16455,3,j2-3,,,
21.16455,4,j3-4,,,
21.16455,5,j1-2,,,
21.6645,5,j2-3,,,
21.73116,3,j3-4,,,
21.797819999999998,2,j1-2,,,
21.86448,4,j4-1,,,
21.86448,1,2-3,,f1,
22.197779999999998,MOT_mc_stage_color_00,y-flash,,
22.197779999999998,MOT_mc_bg_black_00,b65-45,,
22.197779999999998,1,,,,L0
22.197779999999998,MOT_mc_light_up_00,l3,,
22.197779999999998,MOT_mc_light_under_00,l2,,
22.431089999999998,1,lp3,l1,,
22.73106,5,w3,,,
22.797719999999998,3,w4,,,
22.86438,2,w2,,,
22.93104,4,w1,,,
22.96437,1,3-4,,,
23.59764,1,sp4-1,,,
24.69753,1,1-2,lb0,,
25.56411,1,2-3,,,
26.464019999999998,1,3-4,r1,,
27.36393,1,sp4-1,,,
28.06386,1,1-2,,,
28.897109999999998,MOT_mc_stage_color_00,y-flash,,
28.897109999999998,1,2-3,,,
29.43039,1,3-4,,,
29.930339999999998,1,lp4,rb0,,
30.330299999999998,1,4-1,,,
31.130219999999998,1,,l1,,
31.26354,1,w1,,,
31.563509999999997,1,,lb0,,
31.763489999999997,1,j1-2,,,
32.36343,MOT_mc_stage_color_00,r-flash,,
32.36343,1,,l1,,
32.83005,1,w2,,,
32.86338,1,,l2,,
33.36333,1,sp2-3,,,
33.59664,1,j3-4,,,
34.09659,1,,lb1,,
34.52988,1,,lb0,,
34.663199999999996,1,w4,,,
34.86318,1,lp4,,,
35.29647,1,4-1,,,
35.76309,MOT_mc_stage_color_00,y-flash,,
35.76309,2,,,,L0
35.76309,MOT_mc_light_center_00,l2,,
35.76309,2,sp2-3,,,
35.86308,1,lp1,r1,,
36.09639,3,,,,L0
36.09639,3,sp4-1,,,
36.39636,1,1-2,,,
36.42969,4,,,,L0
36.42969,4,sp1-2,,,
36.762989999999995,5,,,,L0
36.762989999999995,5,sp3-4,,,
37.02963,1,sp2-3,,,
38.19618,1,3-4,rb0,,
39.06276,MOT_mc_stage_color_00,y-flash,,
39.06276,1,4-1,l1,,
39.962669999999996,1,1-2,lb0,,
40.86258,1,sp2-3,,,
41.82915,1,3-4,,,
41.82915,2,3-4,,,
41.82915,3,1-2,,,
41.82915,4,2-3,,,
41.82915,5,4-1,,,
42.362429999999996,MOT_mc_stage_color_00,b-flash,,
42.362429999999996,1,j4-1,,,
42.362429999999996,2,lp4,,,
42.362429999999996,3,lp2,,,
42.362429999999996,4,lp3,,,
42.362429999999996,5,lp1,,,
42.9957,1,1-2,,,
43.42899,1,2-3,r1,,
44.028929999999995,1,3-4,rb0,,
44.52888,1,lp4,,,
45.16215,MOT_mc_stage_color_00,r-flash,,
45.16215,1,,r1,,
45.36213,1,4-1,r2,,
45.86208,1,1-2,rb1,,
46.59534,1,2-3,rb0,,
47.52858,1,lp3,,,
47.92854,1,3-4,r1,,
48.3285,1,4-1,rb0,,
48.76179,1,sj1,,,
48.76179,2,sj4,,,
48.76179,3,sj2,,,
48.76179,4,sj3,,,
48.76179,5,sj1,,,
49.16175,MOT_mc_stage_color_00,r-flash,,
49.16175,MOT_mc_bg_black_00,b45-20,,
