0.03333,MOT_mc_bg_black_00,seat100-0,,
1.86648,MOT_control_all,zoom01,,
2.29977,1,1-2,,,
2.29977,2,1-2,,,
2.29977,3,1-2,,,
2.29977,4,1-2,,,
2.29977,5,1-2,,,
2.29977,6,1-2,,,
2.29977,7,1-2,,,
2.29977,8,1-2,,,
2.29977,9,1-2,,,
2.29977,10,1-2,,,
2.83305,1,lp2,,,
2.83305,2,lp2,,,
2.83305,3,lp2,,,
2.83305,4,lp2,,,
2.83305,5,lp2,,,
2.83305,6,lp2,,,
2.83305,7,lp2,,,
2.83305,8,lp2,,,
2.83305,9,lp2,,,
2.83305,10,lp2,,,
2.93304,MOT_all,cut1,,
4.29957,1,2-3,,,
4.29957,2,2-3,,,
4.29957,3,2-3,,,
4.29957,4,2-3,,,
4.29957,5,2-3,,,
4.29957,6,2-3,,,
4.29957,7,2-3,,,
4.29957,8,2-3,,,
4.29957,9,2-3,,,
4.29957,10,2-3,,,
4.83285,1,lp3,,,
4.83285,2,lp3,,,
4.83285,3,lp3,,,
4.83285,4,lp3,,,
4.83285,5,lp3,,,
4.83285,6,lp3,,,
4.83285,7,lp3,,,
4.83285,8,lp3,,,
4.83285,9,lp3,,,
4.83285,10,lp3,,,
7.232609999999999,1,3-4,,,
7.232609999999999,2,3-4,,,
7.232609999999999,3,3-4,,,
7.232609999999999,4,3-4,,,
7.232609999999999,5,3-4,,,
7.232609999999999,6,3-4,,,
7.232609999999999,7,3-4,,,
7.232609999999999,8,3-4,,,
7.232609999999999,9,3-4,,,
7.232609999999999,10,3-4,,,
7.76589,1,lp4,,,
7.76589,2,lp4,,,
7.76589,3,lp4,,,
7.76589,4,lp4,,,
7.76589,5,lp4,,,
7.76589,6,lp4,,,
7.76589,7,lp4,,,
7.76589,8,lp4,,,
7.76589,9,lp4,,,
7.76589,10,lp4,,,
8.865779999999999,1,4-1,,,
8.865779999999999,2,4-1,,,
9.19908,3,4-1,,,
9.19908,4,4-1,,,
9.19908,5,4-1,,,
9.19908,6,4-1,,,
9.63237,7,4-1,,,
9.63237,8,4-1,,,
9.63237,9,4-1,,,
9.63237,10,4-1,,,
9.799019999999999,2,w1,,,
9.799019999999999,1,w1,,,
10.098989999999999,1,lp1,,,
10.098989999999999,2,lp1,,,
10.098989999999999,3,lp1,,,
10.098989999999999,4,lp1,,,
10.098989999999999,5,lp1,,,
10.098989999999999,6,lp1,,,
10.098989999999999,7,lp1,,,
10.098989999999999,8,lp1,,,
10.098989999999999,9,lp1,,,
10.098989999999999,10,lp1,,,
10.76559,1,1-2,,,
10.76559,2,1-2,,,
10.76559,3,1-2,,,
10.76559,4,1-2,,,
10.76559,5,1-2,,,
10.76559,6,1-2,,,
10.76559,7,1-2,,,
10.76559,8,1-2,,,
10.76559,9,1-2,,,
10.76559,10,1-2,,,
11.298869999999999,1,lp2,,,
11.298869999999999,2,lp2,,,
11.298869999999999,3,lp2,,,
11.298869999999999,4,lp2,,,
11.298869999999999,5,lp2,,,
11.298869999999999,6,lp2,,,
11.298869999999999,7,lp2,,,
11.298869999999999,8,lp2,,,
11.298869999999999,9,lp2,,,
11.298869999999999,10,lp2,,,
11.9988,7,2-3,,,
11.9988,8,2-3,,,
11.9988,9,2-3,,,
11.9988,10,2-3,,,
12.36543,3,2-3,,,
12.36543,4,2-3,,,
12.36543,5,2-3,,,
12.36543,6,2-3,,,
12.732059999999999,1,2-3,,,
12.732059999999999,2,2-3,,,
12.932039999999999,10,w3,,,
12.932039999999999,9,w3,,,
12.932039999999999,8,w3,,,
12.932039999999999,7,w3,,,
13.29867,6,w3,,,
13.29867,5,w3,,,
13.29867,4,w3,,,
13.29867,3,w3,,,
13.36533,1,sj3,,,
13.36533,2,sj3,,,
13.36533,3,sj3,,,
13.36533,4,sj3,,,
13.36533,5,sj3,,,
13.36533,6,sj3,,,
13.36533,7,sj3,,,
13.36533,8,sj3,,,
13.36533,9,sj3,,,
13.36533,10,sj3,,,
13.865279999999998,10,w3,,,
13.865279999999998,9,w3,,,
13.865279999999998,8,w3,,,
13.865279999999998,7,w3,,,
13.865279999999998,6,w3,,,
13.865279999999998,5,w3,,,
13.865279999999998,4,w3,,,
13.865279999999998,3,w3,,,
13.865279999999998,2,w3,,,
13.865279999999998,1,sp3-4,,,
13.865279999999998,2,sp3-4,,,
13.865279999999998,3,sp3-4,,,
13.865279999999998,4,sp3-4,,,
13.865279999999998,5,sp3-4,,,
13.865279999999998,6,sp3-4,,,
13.865279999999998,7,sp3-4,,,
13.865279999999998,8,sp3-4,,,
13.865279999999998,9,sp3-4,,,
13.865279999999998,10,sp3-4,,,
14.59854,MOT_control_all,zoom02,,
16.931639999999998,1,4-1,,,
16.931639999999998,2,4-1,,,
16.931639999999998,3,4-1,,,
16.931639999999998,4,4-1,,,
16.931639999999998,5,4-1,,,
16.931639999999998,6,4-1,,,
16.931639999999998,7,4-1,,,
16.931639999999998,8,4-1,,,
16.931639999999998,9,4-1,,,
16.931639999999998,10,4-1,,,
17.531579999999998,MOT_mc_bg_black_00,b80-45,,
17.531579999999998,MOT_mc_stage_color_00,b-flash,,
17.531579999999998,MOT_mc_light_center_00,l1,,
17.531579999999998,1,,,,D20
17.531579999999998,2,,,,D20
17.531579999999998,3,,,,D20
17.531579999999998,4,,,,D20
17.531579999999998,5,,,,D20
17.531579999999998,6,,,,D20
17.531579999999998,7,,,,D20
17.531579999999998,8,,,,D20
17.531579999999998,9,,,,D20
17.531579999999998,10,,,,D20
17.86488,10,w1,,,
17.86488,9,w1,,,
17.86488,8,w1,,,
17.86488,7,w1,,,
17.86488,6,w1,,,
17.86488,5,w1,,,
17.86488,4,w1,,,
17.86488,3,w1,,,
17.86488,2,w1,,,
17.86488,1,w1,,,
18.564809999999998,1,1-2,l1,,
18.564809999999998,2,1-2,l1,,
18.564809999999998,3,1-2,l1,,
18.564809999999998,4,1-2,l1,,
18.564809999999998,5,1-2,l1,,
18.564809999999998,6,1-2,l1,,
18.564809999999998,7,1-2,l1,,
18.564809999999998,8,1-2,l1,,
18.564809999999998,9,1-2,l1,,
18.564809999999998,10,1-2,l1,,
19.03143,1,,lb0,,
19.03143,2,,lb0,,
19.03143,3,,lb0,,
19.03143,4,,lb0,,
19.03143,5,,lb0,,
19.03143,6,,lb0,,
19.03143,7,,lb0,,
