0.03333,MOT_mc_bg_black_00,seat100-0,,
0.6999299999999999,MOT_mc_bg_black_00,b80-65,,
3.26634,MOT_mc_stage_color_00,y-flash,,
3.29967,1,1-3,,
3.29967,2,1-3,,
3.29967,3,1-3,,
3.29967,4,1-3,,
3.29967,5,1-3,,
3.3329999999999997,MOT_mc_light_center_00,l1,,
3.3329999999999997,MOT_mc_light_under_00,l2,,
3.3329999999999997,MOT_mc_speaker_00,temp4,,
3.3329999999999997,MOT_mc_bg_black_00,b65-45,,
3.49965,MOT_mc_stage_color_00,y-flash,,
3.79962,1,3-2,,
3.79962,2,3-2,,
3.79962,3,3-2,,
3.79962,4,3-2,,
3.79962,5,3-2,,
4.29957,1,sj2,,
4.29957,2,sj2,,
4.29957,3,sj2,,
4.29957,4,sj2,,
4.29957,5,sj2,,
4.6662,1,lp2,,
4.6662,2,lp2,,
4.6662,3,lp2,,
4.6662,4,lp2,,
4.6662,5,lp2,,
6.9993,1,2-4,,
6.9993,2,2-4,,
6.9993,3,2-4,,
6.9993,4,2-4,,
6.9993,5,2-4,,
7.39926,1,sj4,,
7.39926,2,sj4,,
7.39926,3,sj4,,
7.39926,4,sj4,,
7.39926,5,sj4,,
7.79922,1,lp4,,
7.79922,2,lp4,,
7.79922,3,lp4,,
7.79922,4,lp4,,
7.79922,5,lp4,,
9.26574,1,4-3,,
9.26574,2,4-3,,
9.26574,3,4-3,,
9.26574,4,4-3,,
9.26574,5,4-3,,
9.6657,1,lp3,,
9.6657,2,lp3,,
9.6657,3,lp3,,
9.6657,4,lp3,,
9.6657,5,lp3,,
10.76559,1,3-4,,
10.76559,2,3-4,,
10.76559,3,3-4,,
10.76559,4,3-4,,
10.76559,5,3-4,,
11.198879999999999,1,sj4,,
11.198879999999999,2,sj4,,
11.198879999999999,3,sj4,,
11.198879999999999,4,sj4,,
11.198879999999999,5,sj4,,
11.6655,1,sj4,,
11.6655,2,sj4,,
11.6655,3,sj4,,
11.6655,4,sj4,,
11.6655,5,sj4,,
12.132119999999999,1,4-2,,
12.132119999999999,2,4-2,,
12.132119999999999,3,4-2,,
12.132119999999999,4,4-2,,
12.132119999999999,5,4-2,,
12.532079999999999,1,w2,,
12.532079999999999,2,w2,,
12.532079999999999,3,w2,,
12.532079999999999,4,w2,,
12.532079999999999,5,w2,,
13.16535,1,2-3,,
13.16535,2,2-3,,
13.16535,3,2-3,,
13.16535,4,2-3,,
13.16535,5,2-3,,
13.16535,1,,,f1
13.16535,2,,,b-1
13.16535,3,,,b-1
13.16535,4,,,b-1
13.16535,5,,,b-1
13.331999999999999,MOT_mc_bg_black_00,b45-65,,
13.49865,MOT_mc_stage_color_00,b-flash,,
13.49865,MOT_mc_light_up_00,l3,,
13.49865,MOT_mc_light_center_00,l1,,
13.56531,MOT_mc_light_under_00,l2,,
13.59864,1,sj3,,
13.59864,2,sj3,,
13.59864,3,sj3,,
13.59864,4,sj3,,
13.59864,5,sj3,,
13.59864,2,w3,,
13.59864,3,w3,,
13.59864,4,w3,,
13.59864,5,w3,,
13.965269999999999,1,3-1,,
14.365229999999999,1,lp1,,
15.065159999999999,1,1-2,,
15.065159999999999,2,3-1,,
15.065159999999999,3,3-1,,
15.065159999999999,4,3-1,,
15.065159999999999,5,3-1,,
15.53178,1,lp2,,
15.53178,2,lp1,,
15.53178,3,lp1,,
15.53178,4,lp1,,
15.53178,5,lp1,,
17.09829,1,2-1,,
17.09829,2,1-3,,
17.09829,3,1-3,,
17.09829,4,1-3,,
17.09829,5,1-3,,
17.49825,2,w3,,
17.49825,3,w3,,
17.49825,4,w3,,
17.49825,5,w3,,
17.49825,1,w1,,
17.9982,1,1-4,,
18.46482,1,4-3,,
18.93144,1,j3-4,,
18.93144,2,j3-4,,
18.93144,3,j3-4,,
18.93144,4,j3-4,,
18.93144,5,j3-4,,
18.93144,2,3-4,,
18.93144,3,3-4,,
18.93144,4,3-4,,
18.93144,5,3-4,,
19.398059999999997,1,lp4,,
19.398059999999997,2,lp4,,
19.398059999999997,3,lp4,,
19.398059999999997,4,lp4,,
19.398059999999997,5,lp4,,
20.46462,1,4-1,,
20.46462,2,4-1,,
20.46462,3,4-1,,
20.46462,4,4-1,,
20.46462,5,4-1,,
20.89791,1,j1-2,,
20.89791,2,j1-2,,
20.89791,3,j1-2,,
20.89791,4,j1-2,,
20.89791,5,j1-2,,
22.597739999999998,1,2-3,,
22.597739999999998,2,2-3,,
22.597739999999998,3,2-3,,
22.597739999999998,4,2-3,,
22.597739999999998,5,2-3,,
22.96437,1,3-4,,
22.96437,2,3-4,,
22.96437,3,3-4,,
22.96437,4,3-4,,
